Year,UNIT_MEASURE,Value
2019,Number per 1000 population,8.22
2020,Number per 1000 population,8.16
2025,Number per 1000 population,7.87
2030,Number per 1000 population,7.63
2035,Number per 1000 population,7.41
2040,Number per 1000 population,7.27
2045,Number per 1000 population,7.16
2050,Number per 1000 population,7.11
2055,Number per 1000 population,7.09
2060,Number per 1000 population,7.07
2065,Number per 1000 population,7.03
2070,Number per 1000 population,7.01
