Year,UNIT_MEASURE,Value
1997,Broj,5
1998,Broj,19
1999,Broj,6
2000,Broj,0
2001,Broj,5
2002,Broj,4
2003,Broj,4
2004,Broj,1
2005,Broj,0
2006,Broj,5
2007,Broj,1
2008,Broj,0
2009,Broj,4
2010,Broj,4
2011,Broj,5
2012,Broj,8
2013,Broj,8
2014,Broj,2
2015,Broj,2
2016,Broj,7
2017,Broj,5
2018,Broj,5
2019,Broj,5
2020,Broj,3
2021,Broj,16
2022,Broj,20
2023,Broj,12
