Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,47
2017,Broj,Ukupno,54
2018,Broj,Ukupno,43
2019,Broj,Ukupno,42
2020,Broj,Ukupno,64
2021,Broj,Ukupno,40
2016,Broj,M,20
2017,Broj,M,37
2018,Broj,M,28
2019,Broj,M,26
2020,Broj,M,34
2021,Broj,M,21
2016,Broj,Ž,27
2017,Broj,Ž,17
2018,Broj,Ž,15
2019,Broj,Ž,16
2020,Broj,Ž,30
2021,Broj,Ž,19
2022,Broj,Ukupno,67
2022,Broj,M,34
2022,Broj,Ž,33
