Year,UNIT_MEASURE,Value
2003,Number,6769
2004,Number,7143
2005,Number,6810
2006,Number,6860
2007,Number,7093
2008,Number,6401
2009,Number,6131
2010,Number,5767
2011,Number,5802
2012,Number,5326
2013,Number,5467
2014,Number,5823
2015,Number,5895
2016,Number,5563
2017,Number,5954
2018,Number,5966
2019,Number,5822
2020,Number,4168
