Year,UNIT_MEASURE,Value
2003,Age,23.7
2004,Age,24.6
2005,Age,24.9
2006,Age,25.0
2007,Age,25.0
2008,Age,25.4
2009,Age,25.6
2010,Age,25.9
2011,Age,26.3
2012,Age,26.4
2013,Age,26.7
2014,Age,26.9
2015,Age,27.2
2016,Age,26.9
2017,Age,27.3
2018,Age,27.6
2019,Age,27.8
2020,Age,27.9
2021,Age,28.2
2022,Age,27.7
2023,Age,28.1
