Year,UNIT_MEASURE,Pol,Value
2016,Broj,Ukupno,41136
2016,Broj,M,20455
2016,Broj,Ž,20681
2017,Broj,Ukupno,39831
2017,Broj,M,19772
2017,Broj,Ž,20059
2018,Broj,Ukupno,38499
2018,Broj,M,19175
2018,Broj,Ž,19324
2019,Broj,Ukupno,37206
2019,Broj,M,18491
2019,Broj,Ž,18715
2020,Broj,Ukupno,36405
2020,Broj,M,18042
2020,Broj,Ž,18363
2021,Broj,Ukupno,35615
2021,Broj,M,17642
2021,Broj,Ž,17973
2022,Broj,Ukupno,34998
2022,Broj,M,17203
2022,Broj,Ž,17795
