Year,UNIT_MEASURE,ADMIN_AREA,Пол,Educational_attainment,Value
2013,Број,grad_prijedor,Укупно,secondary_education,37714
2013,Број,grad_prijedor,M,secondary_education,20808
2013,Број,grad_prijedor,Ж,secondary_education,16906
2013,Број,prnjavor,Укупно,secondary_education,12669
2013,Број,prnjavor,M,secondary_education,7015
2013,Број,prnjavor,Ж,secondary_education,5654
2013,Број,ribnik,Укупно,secondary_education,2154
2013,Број,ribnik,M,secondary_education,1291
2013,Број,ribnik,Ж,secondary_education,863
2013,Број,rogatica,Укупно,secondary_education,4652
2013,Број,rogatica,M,secondary_education,2694
2013,Број,rogatica,Ж,secondary_education,1958
2013,Број,rudo,Укупно,secondary_education,3609
2013,Број,rudo,M,secondary_education,2200
2013,Број,rudo,Ж,secondary_education,1409
2013,Број,sokolac,Укупно,secondary_education,5543
2013,Број,sokolac,M,secondary_education,3105
2013,Број,sokolac,Ж,secondary_education,2438
2013,Број,srbac,Укупно,secondary_education,6472
2013,Број,srbac,M,secondary_education,3466
2013,Број,srbac,Ж,secondary_education,3006
2013,Број,srebrenica,Укупно,secondary_education,4716
2013,Број,srebrenica,M,secondary_education,2832
2013,Број,srebrenica,Ж,secondary_education,1884
2013,Број,teslic,Укупно,secondary_education,14063
2013,Број,teslic,M,secondary_education,8090
2013,Број,teslic,Ж,secondary_education,5973
2013,Број,grad_trebinje,Укупно,secondary_education,13551
2013,Број,grad_trebinje,M,secondary_education,7183
2013,Број,grad_trebinje,Ж,secondary_education,6368
2013,Број,trnovo,Укупно,secondary_education,942
2013,Број,trnovo,M,secondary_education,576
2013,Број,trnovo,Ж,secondary_education,366
2013,Број,ugljevik,Укупно,secondary_education,6085
2013,Број,ugljevik,M,secondary_education,3558
2013,Број,ugljevik,Ж,secondary_education,2527
2013,Број,foca,Укупно,secondary_education,8378
2013,Број,foca,M,secondary_education,4841
2013,Број,foca,Ж,secondary_education,3537
2013,Број,han_pijesak,Укупно,secondary_education,1514
2013,Број,han_pijesak,M,secondary_education,846
2013,Број,han_pijesak,Ж,secondary_education,668
2013,Број,cajnice,Укупно,secondary_education,1993
2013,Број,cajnice,M,secondary_education,1187
2013,Број,cajnice,Ж,secondary_education,806
2013,Број,celinac,Укупно,secondary_education,6411
2013,Број,celinac,M,secondary_education,3550
2013,Број,celinac,Ж,secondary_education,2861
2013,Број,samac,Укупно,secondary_education,6680
2013,Број,samac,M,secondary_education,3735
2013,Број,samac,Ж,secondary_education,2945
2013,Број,sekovici,Укупно,secondary_education,2601
2013,Број,sekovici,M,secondary_education,1563
2013,Број,sekovici,Ж,secondary_education,1038
2013,Број,sipovo,Укупно,secondary_education,4430
2013,Број,sipovo,M,secondary_education,2584
2013,Број,sipovo,Ж,secondary_education,1846
2013,Број,republika_srpska,Укупно,secondary_specialization,7618
2013,Број,republika_srpska,M,secondary_specialization,6324
2013,Број,republika_srpska,Ж,secondary_specialization,1294
2013,Број,grad_banja_luka,Укупно,secondary_specialization,1552
2013,Број,grad_banja_luka,M,secondary_specialization,1261
2013,Број,grad_banja_luka,Ж,secondary_specialization,291
2013,Број,berkovici,Укупно,secondary_specialization,11
2013,Број,berkovici,M,secondary_specialization,11
2013,Број,berkovici,Ж,secondary_specialization,0
2013,Број,grad_bijeljina,Укупно,secondary_specialization,564
2013,Број,grad_bijeljina,M,secondary_specialization,485
2013,Број,grad_bijeljina,Ж,secondary_specialization,79
2013,Број,bileca,Укупно,secondary_specialization,68
2013,Број,bileca,M,secondary_specialization,56
2013,Број,bileca,Ж,secondary_specialization,12
2013,Број,bratunac,Укупно,secondary_specialization,77
2013,Број,bratunac,M,secondary_specialization,61
2013,Број,bratunac,Ж,secondary_specialization,16
2013,Број,brod,Укупно,secondary_specialization,187
2013,Број,brod,M,secondary_specialization,160
2013,Број,brod,Ж,secondary_specialization,27
2013,Број,visegrad,Укупно,secondary_specialization,137
2013,Број,visegrad,M,secondary_specialization,120
2013,Број,visegrad,Ж,secondary_specialization,17
2013,Број,vlasenica,Укупно,secondary_specialization,28
2013,Број,vlasenica,M,secondary_specialization,21
2013,Број,vlasenica,Ж,secondary_specialization,7
2013,Број,vukosavlje,Укупно,secondary_specialization,14
2013,Број,vukosavlje,M,secondary_specialization,12
2013,Број,vukosavlje,Ж,secondary_specialization,2
2013,Број,gacko,Укупно,secondary_specialization,269
2013,Број,gacko,M,secondary_specialization,249
2013,Број,gacko,Ж,secondary_specialization,20
2013,Број,grad_gradiska,Укупно,secondary_specialization,192
2013,Број,grad_gradiska,M,secondary_specialization,142
2013,Број,grad_gradiska,Ж,secondary_specialization,50
2013,Број,grad_derventa,Укупно,secondary_specialization,120
2013,Број,grad_derventa,M,secondary_specialization,94
2013,Број,grad_derventa,Ж,secondary_specialization,26
2013,Број,grad_doboj,Укупно,secondary_specialization,507
2013,Број,grad_doboj,M,secondary_specialization,448
2013,Број,grad_doboj,Ж,secondary_specialization,59
2013,Број,donji_zabar,Укупно,secondary_specialization,10
2013,Број,donji_zabar,M,secondary_specialization,8
2013,Број,donji_zabar,Ж,secondary_specialization,2
2013,Број,grad_zvornik,Укупно,secondary_specialization,277
2013,Број,grad_zvornik,M,secondary_specialization,244
2013,Број,grad_zvornik,Ж,secondary_specialization,33
2013,Број,istocna_ilidza,Укупно,secondary_specialization,140
2013,Број,istocna_ilidza,M,secondary_specialization,123
2013,Број,istocna_ilidza,Ж,secondary_specialization,17
2013,Број,istocni_drvar,Укупно,secondary_specialization,1
2013,Број,istocni_drvar,M,secondary_specialization,0
2013,Број,istocni_drvar,Ж,secondary_specialization,1
2013,Број,istocni_mostar,Укупно,secondary_specialization,0
2013,Број,istocni_mostar,M,secondary_specialization,0
2013,Број,istocni_mostar,Ж,secondary_specialization,0
2013,Број,istocni_stari_grad,Укупно,secondary_specialization,16
2013,Број,istocni_stari_grad,M,secondary_specialization,15
2013,Број,istocni_stari_grad,Ж,secondary_specialization,1
2013,Број,istocno_novo_sarajevo,Укупно,secondary_specialization,81
2013,Број,istocno_novo_sarajevo,M,secondary_specialization,69
2013,Број,istocno_novo_sarajevo,Ж,secondary_specialization,12
2013,Број,jezero,Укупно,secondary_specialization,1
2013,Број,jezero,M,secondary_specialization,1
2013,Број,jezero,Ж,secondary_specialization,0
2013,Број,kalinovik,Укупно,secondary_specialization,16
2013,Број,kalinovik,M,secondary_specialization,13
2013,Број,kalinovik,Ж,secondary_specialization,3
2013,Број,knezevo,Укупно,secondary_specialization,12
2013,Број,knezevo,M,secondary_specialization,11
2013,Број,knezevo,Ж,secondary_specialization,1
2013,Број,kozarska_dubica,Укупно,secondary_specialization,91
2013,Број,kozarska_dubica,M,secondary_specialization,64
2013,Број,kozarska_dubica,Ж,secondary_specialization,27
2013,Број,kostajnica,Укупно,secondary_specialization,23
2013,Број,kostajnica,M,secondary_specialization,18
2013,Број,kostajnica,Ж,secondary_specialization,5
2013,Број,kotor_varos,Укупно,secondary_specialization,74
2013,Број,kotor_varos,M,secondary_specialization,52
2013,Број,kotor_varos,Ж,secondary_specialization,22
2013,Број,krupa_na_uni,Укупно,secondary_specialization,5
2013,Број,krupa_na_uni,M,secondary_specialization,3
2013,Број,krupa_na_uni,Ж,secondary_specialization,2
2013,Број,kupres,Укупно,secondary_specialization,1
2013,Број,kupres,M,secondary_specialization,0
2013,Број,kupres,Ж,secondary_specialization,1
2013,Број,laktasi,Укупно,secondary_specialization,169
2013,Број,laktasi,M,secondary_specialization,141
2013,Број,laktasi,Ж,secondary_specialization,28
2013,Број,lopare,Укупно,secondary_specialization,64
2013,Број,lopare,M,secondary_specialization,45
2013,Број,lopare,Ж,secondary_specialization,19
2013,Број,ljubinje,Укупно,secondary_specialization,81
2013,Број,ljubinje,M,secondary_specialization,72
2013,Број,ljubinje,Ж,secondary_specialization,9
2013,Број,milici,Укупно,secondary_specialization,15
2013,Број,milici,M,secondary_specialization,10
2013,Број,milici,Ж,secondary_specialization,5
2013,Број,modrica,Укупно,secondary_specialization,132
2013,Број,modrica,M,secondary_specialization,103
2013,Број,modrica,Ж,secondary_specialization,29
2013,Број,mrkonjic_grad,Укупно,secondary_specialization,89
2013,Број,mrkonjic_grad,M,secondary_specialization,71
2013,Број,mrkonjic_grad,Ж,secondary_specialization,18
2013,Број,nevesinje,Укупно,secondary_specialization,56
2013,Број,nevesinje,M,secondary_specialization,51
2013,Број,nevesinje,Ж,secondary_specialization,5
2013,Број,novi_grad,Укупно,secondary_specialization,104
2013,Број,novi_grad,M,secondary_specialization,75
2013,Број,novi_grad,Ж,secondary_specialization,29
2013,Број,novo_gorazde,Укупно,secondary_specialization,10
2013,Број,novo_gorazde,M,secondary_specialization,10
2013,Број,novo_gorazde,Ж,secondary_specialization,0
2013,Број,osmaci,Укупно,secondary_specialization,15
2013,Број,osmaci,M,secondary_specialization,12
2013,Број,osmaci,Ж,secondary_specialization,3
2013,Број,ostra_luka,Укупно,secondary_specialization,13
2013,Број,ostra_luka,M,secondary_specialization,11
2013,Број,ostra_luka,Ж,secondary_specialization,2
2013,Број,pale,Укупно,secondary_specialization,247
2013,Број,pale,M,secondary_specialization,205
2013,Број,pale,Ж,secondary_specialization,42
2013,Број,pelagicevo,Укупно,secondary_specialization,4
2013,Број,pelagicevo,M,secondary_specialization,3
2013,Број,pelagicevo,Ж,secondary_specialization,1
2013,Број,petrovac,Укупно,secondary_specialization,0
2013,Број,petrovac,M,secondary_specialization,0
2013,Број,petrovac,Ж,secondary_specialization,0
2013,Број,petrovo,Укупно,secondary_specialization,79
2013,Број,petrovo,M,secondary_specialization,74
2013,Број,petrovo,Ж,secondary_specialization,5
2013,Број,grad_prijedor,Укупно,secondary_specialization,666
2013,Број,grad_prijedor,M,secondary_specialization,492
2013,Број,grad_prijedor,Ж,secondary_specialization,174
2013,Број,prnjavor,Укупно,secondary_specialization,112
2013,Број,prnjavor,M,secondary_specialization,83
2013,Број,prnjavor,Ж,secondary_specialization,29
2013,Број,ribnik,Укупно,secondary_specialization,14
2013,Број,ribnik,M,secondary_specialization,13
2013,Број,ribnik,Ж,secondary_specialization,1
2013,Број,rogatica,Укупно,secondary_specialization,56
2013,Број,rogatica,M,secondary_specialization,49
2013,Број,rogatica,Ж,secondary_specialization,7
2013,Број,rudo,Укупно,secondary_specialization,12
2013,Број,rudo,M,secondary_specialization,11
2013,Број,rudo,Ж,secondary_specialization,1
2013,Број,sokolac,Укупно,secondary_specialization,71
2013,Број,sokolac,M,secondary_specialization,57
2013,Број,sokolac,Ж,secondary_specialization,14
2013,Број,srbac,Укупно,secondary_specialization,61
2013,Број,srbac,M,secondary_specialization,46
2013,Број,srbac,Ж,secondary_specialization,15
2013,Број,srebrenica,Укупно,secondary_specialization,33
2013,Број,srebrenica,M,secondary_specialization,26
2013,Број,srebrenica,Ж,secondary_specialization,7
2013,Број,teslic,Укупно,secondary_specialization,170
2013,Број,teslic,M,secondary_specialization,138
2013,Број,teslic,Ж,secondary_specialization,32
2013,Број,grad_trebinje,Укупно,secondary_specialization,432
2013,Број,grad_trebinje,M,secondary_specialization,394
2013,Број,grad_trebinje,Ж,secondary_specialization,38
2013,Број,trnovo,Укупно,secondary_specialization,15
2013,Број,trnovo,M,secondary_specialization,13
2013,Број,trnovo,Ж,secondary_specialization,2
2013,Број,ugljevik,Укупно,secondary_specialization,97
2013,Број,ugljevik,M,secondary_specialization,89
2013,Број,ugljevik,Ж,secondary_specialization,8
2013,Број,foca,Укупно,secondary_specialization,107
2013,Број,foca,M,secondary_specialization,93
2013,Број,foca,Ж,secondary_specialization,14
2013,Број,han_pijesak,Укупно,secondary_specialization,20
2013,Број,han_pijesak,M,secondary_specialization,20
2013,Број,han_pijesak,Ж,secondary_specialization,0
2013,Број,cajnice,Укупно,secondary_specialization,38
2013,Број,cajnice,M,secondary_specialization,37
2013,Број,cajnice,Ж,secondary_specialization,1
2013,Број,celinac,Укупно,secondary_specialization,69
2013,Број,celinac,M,secondary_specialization,62
2013,Број,celinac,Ж,secondary_specialization,7
2013,Број,samac,Укупно,secondary_specialization,55
2013,Број,samac,M,secondary_specialization,41
2013,Број,samac,Ж,secondary_specialization,14
2013,Број,sekovici,Укупно,secondary_specialization,16
2013,Број,sekovici,M,secondary_specialization,16
2013,Број,sekovici,Ж,secondary_specialization,0
2013,Број,sipovo,Укупно,secondary_specialization,22
2013,Број,sipovo,M,secondary_specialization,20
2013,Број,sipovo,Ж,secondary_specialization,2
2013,Број,republika_srpska,Укупно,first_degree,33960
2013,Број,republika_srpska,M,first_degree,19142
2013,Број,republika_srpska,Ж,first_degree,14818
2013,Број,grad_banja_luka,Укупно,first_degree,7972
2013,Број,grad_banja_luka,M,first_degree,4272
2013,Број,grad_banja_luka,Ж,first_degree,3700
2013,Број,berkovici,Укупно,first_degree,47
2013,Број,berkovici,M,first_degree,34
2013,Број,berkovici,Ж,first_degree,13
2013,Број,grad_bijeljina,Укупно,first_degree,3354
2013,Број,grad_bijeljina,M,first_degree,1805
2013,Број,grad_bijeljina,Ж,first_degree,1549
2013,Број,bileca,Укупно,first_degree,434
2013,Број,bileca,M,first_degree,249
2013,Број,bileca,Ж,first_degree,185
2013,Број,bratunac,Укупно,first_degree,399
2013,Број,bratunac,M,first_degree,230
2013,Број,bratunac,Ж,first_degree,169
2013,Број,brod,Укупно,first_degree,374
2013,Број,brod,M,first_degree,215
2013,Број,brod,Ж,first_degree,159
2013,Број,visegrad,Укупно,first_degree,375
2013,Број,visegrad,M,first_degree,196
2013,Број,visegrad,Ж,first_degree,179
2013,Број,vlasenica,Укупно,first_degree,200
2013,Број,vlasenica,M,first_degree,123
2013,Број,vlasenica,Ж,first_degree,77
2013,Број,vukosavlje,Укупно,first_degree,39
2013,Број,vukosavlje,M,first_degree,25
2013,Број,vukosavlje,Ж,first_degree,14
2013,Број,gacko,Укупно,first_degree,335
2013,Број,gacko,M,first_degree,191
2013,Број,gacko,Ж,first_degree,144
2013,Број,grad_gradiska,Укупно,first_degree,1222
2013,Број,grad_gradiska,M,first_degree,658
2013,Број,grad_gradiska,Ж,first_degree,564
2013,Број,grad_derventa,Укупно,first_degree,542
2013,Број,grad_derventa,M,first_degree,331
2013,Број,grad_derventa,Ж,first_degree,211
2013,Број,grad_doboj,Укупно,first_degree,1827
2013,Број,grad_doboj,M,first_degree,1078
2013,Број,grad_doboj,Ж,first_degree,749
2013,Број,donji_zabar,Укупно,first_degree,37
2013,Број,donji_zabar,M,first_degree,23
2013,Број,donji_zabar,Ж,first_degree,14
2013,Број,grad_zvornik,Укупно,first_degree,1283
2013,Број,grad_zvornik,M,first_degree,716
2013,Број,grad_zvornik,Ж,first_degree,567
2013,Број,istocna_ilidza,Укупно,first_degree,513
2013,Број,istocna_ilidza,M,first_degree,315
2013,Број,istocna_ilidza,Ж,first_degree,198
2013,Број,istocni_drvar,Укупно,first_degree,5
2013,Број,istocni_drvar,M,first_degree,5
2013,Број,istocni_drvar,Ж,first_degree,0
2013,Број,istocni_mostar,Укупно,first_degree,2
2013,Број,istocni_mostar,M,first_degree,2
2013,Број,istocni_mostar,Ж,first_degree,0
2013,Број,istocni_stari_grad,Укупно,first_degree,27
2013,Број,istocni_stari_grad,M,first_degree,14
2013,Број,istocni_stari_grad,Ж,first_degree,13
2013,Број,istocno_novo_sarajevo,Укупно,first_degree,375
2013,Број,istocno_novo_sarajevo,M,first_degree,225
2013,Број,istocno_novo_sarajevo,Ж,first_degree,150
2013,Број,jezero,Укупно,first_degree,16
2013,Број,jezero,M,first_degree,10
2013,Број,jezero,Ж,first_degree,6
2013,Број,kalinovik,Укупно,first_degree,58
2013,Број,kalinovik,M,first_degree,41
2013,Број,kalinovik,Ж,first_degree,17
2013,Број,knezevo,Укупно,first_degree,125
2013,Број,knezevo,M,first_degree,93
2013,Број,knezevo,Ж,first_degree,32
2013,Број,kozarska_dubica,Укупно,first_degree,644
2013,Број,kozarska_dubica,M,first_degree,345
2013,Број,kozarska_dubica,Ж,first_degree,299
2013,Број,kostajnica,Укупно,first_degree,206
2013,Број,kostajnica,M,first_degree,94
2013,Број,kostajnica,Ж,first_degree,112
2013,Број,kotor_varos,Укупно,first_degree,225
2013,Број,kotor_varos,M,first_degree,144
2013,Број,kotor_varos,Ж,first_degree,81
2013,Број,krupa_na_uni,Укупно,first_degree,11
2013,Број,krupa_na_uni,M,first_degree,6
2013,Број,krupa_na_uni,Ж,first_degree,5
2013,Број,kupres,Укупно,first_degree,2
2013,Број,kupres,M,first_degree,2
2013,Број,kupres,Ж,first_degree,0
2013,Број,laktasi,Укупно,first_degree,822
2013,Број,laktasi,M,first_degree,462
2013,Број,laktasi,Ж,first_degree,360
2013,Број,lopare,Укупно,first_degree,217
2013,Број,lopare,M,first_degree,133
2013,Број,lopare,Ж,first_degree,84
2013,Број,ljubinje,Укупно,first_degree,126
2013,Број,ljubinje,M,first_degree,69
2013,Број,ljubinje,Ж,first_degree,57
2013,Број,milici,Укупно,first_degree,213
2013,Број,milici,M,first_degree,113
2013,Број,milici,Ж,first_degree,100
2013,Број,modrica,Укупно,first_degree,483
2013,Број,modrica,M,first_degree,303
2013,Број,modrica,Ж,first_degree,180
2013,Број,mrkonjic_grad,Укупно,first_degree,350
2013,Број,mrkonjic_grad,M,first_degree,204
2013,Број,mrkonjic_grad,Ж,first_degree,146
2013,Број,nevesinje,Укупно,first_degree,384
2013,Број,nevesinje,M,first_degree,236
2013,Број,nevesinje,Ж,first_degree,148
2013,Број,novi_grad,Укупно,first_degree,714
2013,Број,novi_grad,M,first_degree,366
2013,Број,novi_grad,Ж,first_degree,348
2013,Број,novo_gorazde,Укупно,first_degree,48
2013,Број,novo_gorazde,M,first_degree,39
2013,Број,novo_gorazde,Ж,first_degree,9
2013,Број,osmaci,Укупно,first_degree,65
2013,Број,osmaci,M,first_degree,48
2013,Број,osmaci,Ж,first_degree,17
2013,Број,ostra_luka,Укупно,first_degree,36
2013,Број,ostra_luka,M,first_degree,16
2013,Број,ostra_luka,Ж,first_degree,20
2013,Број,pale,Укупно,first_degree,645
2013,Број,pale,M,first_degree,389
2013,Број,pale,Ж,first_degree,256
2013,Број,pelagicevo,Укупно,first_degree,81
2013,Број,pelagicevo,M,first_degree,44
2013,Број,pelagicevo,Ж,first_degree,37
2013,Број,petrovac,Укупно,first_degree,11
2013,Број,petrovac,M,first_degree,6
2013,Број,petrovac,Ж,first_degree,5
2013,Број,petrovo,Укупно,first_degree,166
2013,Број,petrovo,M,first_degree,109
2013,Број,petrovo,Ж,first_degree,57
2013,Број,grad_prijedor,Укупно,first_degree,2448
2013,Број,grad_prijedor,M,first_degree,1252
2013,Број,grad_prijedor,Ж,first_degree,1196
2013,Број,prnjavor,Укупно,first_degree,670
2013,Број,prnjavor,M,first_degree,388
2013,Број,prnjavor,Ж,first_degree,282
2013,Број,ribnik,Укупно,first_degree,99
2013,Број,ribnik,M,first_degree,68
2013,Број,ribnik,Ж,first_degree,31
2013,Број,rogatica,Укупно,first_degree,315
2013,Број,rogatica,M,first_degree,209
2013,Број,rogatica,Ж,first_degree,106
2013,Број,rudo,Укупно,first_degree,277
2013,Број,rudo,M,first_degree,175
2013,Број,rudo,Ж,first_degree,102
2013,Број,sokolac,Укупно,first_degree,393
2013,Број,sokolac,M,first_degree,237
2013,Број,sokolac,Ж,first_degree,156
2013,Број,srbac,Укупно,first_degree,342
2013,Број,srbac,M,first_degree,232
2013,Број,srbac,Ж,first_degree,110
2013,Број,srebrenica,Укупно,first_degree,290
2013,Број,srebrenica,M,first_degree,171
2013,Број,srebrenica,Ж,first_degree,119
2013,Број,teslic,Укупно,first_degree,577
2013,Број,teslic,M,first_degree,335
2013,Број,teslic,Ж,first_degree,242
2013,Број,grad_trebinje,Укупно,first_degree,1442
2013,Број,grad_trebinje,M,first_degree,806
2013,Број,grad_trebinje,Ж,first_degree,636
2013,Број,trnovo,Укупно,first_degree,52
2013,Број,trnovo,M,first_degree,37
2013,Број,trnovo,Ж,first_degree,15
2013,Број,ugljevik,Укупно,first_degree,252
2013,Број,ugljevik,M,first_degree,156
2013,Број,ugljevik,Ж,first_degree,96
2013,Број,foca,Укупно,first_degree,510
2013,Број,foca,M,first_degree,334
2013,Број,foca,Ж,first_degree,176
2013,Број,han_pijesak,Укупно,first_degree,110
2013,Број,han_pijesak,M,first_degree,67
2013,Број,han_pijesak,Ж,first_degree,43
2013,Број,cajnice,Укупно,first_degree,75
2013,Број,cajnice,M,first_degree,48
2013,Број,cajnice,Ж,first_degree,27
2013,Број,celinac,Укупно,first_degree,293
2013,Број,celinac,M,first_degree,186
2013,Број,celinac,Ж,first_degree,107
2013,Број,samac,Укупно,first_degree,478
2013,Број,samac,M,first_degree,265
2013,Број,samac,Ж,first_degree,213
2013,Број,sekovici,Укупно,first_degree,136
2013,Број,sekovici,M,first_degree,76
2013,Број,sekovici,Ж,first_degree,60
2013,Број,sipovo,Укупно,first_degree,191
2013,Број,sipovo,M,first_degree,121
2013,Број,sipovo,Ж,first_degree,70
2013,Број,republika_srpska,Укупно,university_degree,87036
2013,Број,republika_srpska,M,university_degree,42562
2013,Број,republika_srpska,Ж,university_degree,44474
2013,Број,grad_banja_luka,Укупно,university_degree,25924
2013,Број,grad_banja_luka,M,university_degree,12201
2013,Број,grad_banja_luka,Ж,university_degree,13723
2013,Број,berkovici,Укупно,university_degree,92
2013,Број,berkovici,M,university_degree,51
2013,Број,berkovici,Ж,university_degree,41
2013,Број,grad_bijeljina,Укупно,university_degree,8088
2013,Број,grad_bijeljina,M,university_degree,3846
2013,Број,grad_bijeljina,Ж,university_degree,4242
2013,Број,bileca,Укупно,university_degree,791
2013,Број,bileca,M,university_degree,443
2013,Број,bileca,Ж,university_degree,348
2013,Број,bratunac,Укупно,university_degree,1014
2013,Број,bratunac,M,university_degree,515
2013,Број,bratunac,Ж,university_degree,499
2013,Број,brod,Укупно,university_degree,801
2013,Број,brod,M,university_degree,389
2013,Број,brod,Ж,university_degree,412
2013,Број,visegrad,Укупно,university_degree,818
2013,Број,visegrad,M,university_degree,410
2013,Број,visegrad,Ж,university_degree,408
2013,Број,vlasenica,Укупно,university_degree,641
2013,Број,vlasenica,M,university_degree,316
2013,Број,vlasenica,Ж,university_degree,325
2013,Број,vukosavlje,Укупно,university_degree,97
2013,Број,vukosavlje,M,university_degree,55
2013,Број,vukosavlje,Ж,university_degree,42
2013,Број,gacko,Укупно,university_degree,812
2013,Број,gacko,M,university_degree,413
2013,Број,gacko,Ж,university_degree,399
2013,Број,grad_gradiska,Укупно,university_degree,2538
2013,Број,grad_gradiska,M,university_degree,1270
2013,Број,grad_gradiska,Ж,university_degree,1268
2013,Број,grad_derventa,Укупно,university_degree,1242
2013,Број,grad_derventa,M,university_degree,598
2013,Број,grad_derventa,Ж,university_degree,644
2013,Број,grad_doboj,Укупно,university_degree,4634
2013,Број,grad_doboj,M,university_degree,2420
2013,Број,grad_doboj,Ж,university_degree,2214
2013,Број,donji_zabar,Укупно,university_degree,100
2013,Број,donji_zabar,M,university_degree,59
2013,Број,donji_zabar,Ж,university_degree,41
2013,Број,grad_zvornik,Укупно,university_degree,2964
2013,Број,grad_zvornik,M,university_degree,1529
2013,Број,grad_zvornik,Ж,university_degree,1435
2013,Број,istocna_ilidza,Укупно,university_degree,1844
2013,Број,istocna_ilidza,M,university_degree,802
2013,Број,istocna_ilidza,Ж,university_degree,1042
2013,Број,istocni_drvar,Укупно,university_degree,10
2013,Број,istocni_drvar,M,university_degree,8
2013,Број,istocni_drvar,Ж,university_degree,2
2013,Број,istocni_mostar,Укупно,university_degree,14
2013,Број,istocni_mostar,M,university_degree,7
2013,Број,istocni_mostar,Ж,university_degree,7
2013,Број,istocni_stari_grad,Укупно,university_degree,53
2013,Број,istocni_stari_grad,M,university_degree,21
2013,Број,istocni_stari_grad,Ж,university_degree,32
2013,Број,istocno_novo_sarajevo,Укупно,university_degree,1563
2013,Број,istocno_novo_sarajevo,M,university_degree,745
2013,Број,istocno_novo_sarajevo,Ж,university_degree,818
2013,Број,jezero,Укупно,university_degree,30
2013,Број,jezero,M,university_degree,19
2013,Број,jezero,Ж,university_degree,11
2013,Број,kalinovik,Укупно,university_degree,147
2013,Број,kalinovik,M,university_degree,85
2013,Број,kalinovik,Ж,university_degree,62
2013,Број,knezevo,Укупно,university_degree,334
2013,Број,knezevo,M,university_degree,188
2013,Број,knezevo,Ж,university_degree,146
2013,Број,kozarska_dubica,Укупно,university_degree,999
2013,Број,kozarska_dubica,M,university_degree,501
2013,Број,kozarska_dubica,Ж,university_degree,498
2013,Број,kostajnica,Укупно,university_degree,281
2013,Број,kostajnica,M,university_degree,134
2013,Број,kostajnica,Ж,university_degree,147
2013,Број,kotor_varos,Укупно,university_degree,767
2013,Број,kotor_varos,M,university_degree,408
2013,Број,kotor_varos,Ж,university_degree,359
2013,Број,krupa_na_uni,Укупно,university_degree,13
2013,Број,krupa_na_uni,M,university_degree,7
2013,Број,krupa_na_uni,Ж,university_degree,6
2013,Број,kupres,Укупно,university_degree,4
2013,Број,kupres,M,university_degree,3
2013,Број,kupres,Ж,university_degree,1
2013,Број,laktasi,Укупно,university_degree,1729
2013,Број,laktasi,M,university_degree,829
2013,Број,laktasi,Ж,university_degree,900
2013,Број,lopare,Укупно,university_degree,560
2013,Број,lopare,M,university_degree,264
2013,Број,lopare,Ж,university_degree,296
2013,Број,ljubinje,Укупно,university_degree,255
2013,Број,ljubinje,M,university_degree,145
2013,Број,ljubinje,Ж,university_degree,110
2013,Број,milici,Укупно,university_degree,573
2013,Број,milici,M,university_degree,295
2013,Број,milici,Ж,university_degree,278
2013,Број,modrica,Укупно,university_degree,1186
2013,Број,modrica,M,university_degree,605
2013,Број,modrica,Ж,university_degree,581
2013,Број,mrkonjic_grad,Укупно,university_degree,832
2013,Број,mrkonjic_grad,M,university_degree,410
2013,Број,mrkonjic_grad,Ж,university_degree,422
2013,Број,nevesinje,Укупно,university_degree,856
2013,Број,nevesinje,M,university_degree,459
2013,Број,nevesinje,Ж,university_degree,397
2013,Број,novi_grad,Укупно,university_degree,1243
2013,Број,novi_grad,M,university_degree,602
2013,Број,novi_grad,Ж,university_degree,641
2013,Број,novo_gorazde,Укупно,university_degree,145
2013,Број,novo_gorazde,M,university_degree,71
2013,Број,novo_gorazde,Ж,university_degree,74
2013,Број,osmaci,Укупно,university_degree,235
2013,Број,osmaci,M,university_degree,148
2013,Број,osmaci,Ж,university_degree,87
2013,Број,ostra_luka,Укупно,university_degree,55
2013,Број,ostra_luka,M,university_degree,24
2013,Број,ostra_luka,Ж,university_degree,31
2013,Број,pale,Укупно,university_degree,2538
2013,Број,pale,M,university_degree,1148
2013,Број,pale,Ж,university_degree,1390
2013,Број,pelagicevo,Укупно,university_degree,94
2013,Број,pelagicevo,M,university_degree,53
2013,Број,pelagicevo,Ж,university_degree,41
2013,Број,petrovac,Укупно,university_degree,26
2013,Број,petrovac,M,university_degree,13
2013,Број,petrovac,Ж,university_degree,13
2013,Број,petrovo,Укупно,university_degree,259
2013,Број,petrovo,M,university_degree,134
2013,Број,petrovo,Ж,university_degree,125
2013,Број,grad_prijedor,Укупно,university_degree,4646
2013,Број,grad_prijedor,M,university_degree,2220
2013,Број,grad_prijedor,Ж,university_degree,2426
2013,Број,prnjavor,Укупно,university_degree,1336
2013,Број,prnjavor,M,university_degree,627
2013,Број,prnjavor,Ж,university_degree,709
2013,Број,ribnik,Укупно,university_degree,195
2013,Број,ribnik,M,university_degree,108
2013,Број,ribnik,Ж,university_degree,87
2013,Број,rogatica,Укупно,university_degree,702
2013,Број,rogatica,M,university_degree,354
2013,Број,rogatica,Ж,university_degree,348
2013,Број,rudo,Укупно,university_degree,454
2013,Број,rudo,M,university_degree,232
2013,Број,rudo,Ж,university_degree,222
