Year,UNIT_MEASURE,Value
1999,Број,1754
2000,Број,1716
2001,Број,1731
2002,Број,1786
2003,Број,1802
2004,Број,1838
2005,Број,1857
2006,Број,1917
2007,Број,1988
2008,Број,2048
2009,Број,2101
2010,Број,2185
2011,Број,2286
2012,Број,2355
2013,Број,2443
2014,Број,2471
2015,Број,2491
2016,Број,2530
2017,Број,2520
2018,Број,2588
