Year,UNIT_MEASURE,Value
1999,Број,352
2000,Број,341
2001,Број,324
2002,Број,313
2003,Број,328
2004,Број,359
2005,Број,399
2006,Број,467
2007,Број,538
2008,Број,583
2009,Број,629
2010,Број,655
2011,Број,663
2012,Број,681
2013,Број,685
2014,Број,685
2015,Број,682
2016,Број,701
2017,Број,669
2018,Број,670
