Year,UNIT_MEASURE,Пол,Value
2016,Број,Укупно,92683
2016,Број,M,47466
2016,Број,Ж,45217
2017,Број,Укупно,91370
2017,Број,M,46939
2017,Број,Ж,44431
2018,Број,Укупно,90003
2018,Број,M,46086
2018,Број,Ж,43917
2019,Број,Укупно,88331
2019,Број,M,45304
2019,Број,Ж,43027
2020,Број,Укупно,86774
2020,Број,M,44415
2020,Број,Ж,42359
2021,Број,Укупно,85533
2021,Број,M,44245
2021,Број,Ж,41288
