Year,UNIT_MEASURE,Административна област,Пол,Religion,Value
2013,Број,Фоча,Оба пола,ortodox,16163
2013,Број,Фоча,M,ortodox,8138
2013,Број,Фоча,Ж,ortodox,8025
2013,Број,Хан Пијесак,Оба пола,ortodox,2998
2013,Број,Хан Пијесак,M,ortodox,1416
2013,Број,Хан Пијесак,Ж,ortodox,1582
2013,Број,Чајниче,Оба пола,ortodox,3812
2013,Број,Чајниче,M,ortodox,1895
2013,Број,Чајниче,Ж,ortodox,1917
2013,Број,Челинац,Оба пола,ortodox,14538
2013,Број,Челинац,M,ortodox,7205
2013,Број,Челинац,Ж,ortodox,7333
2013,Број,Шамац,Оба пола,ortodox,12833
2013,Број,Шамац,M,ortodox,6262
2013,Број,Шамац,Ж,ortodox,6571
2013,Број,Шековићи,Оба пола,ortodox,6188
2013,Број,Шековићи,M,ortodox,3035
2013,Број,Шековићи,Ж,ortodox,3153
2013,Број,Шипово,Оба пола,ortodox,9298
2013,Број,Шипово,M,ortodox,4709
2013,Број,Шипово,Ж,ortodox,4589
2013,Број,Република Српска,Оба пола,agnostic,1223
2013,Број,Република Српска,M,agnostic,610
2013,Број,Република Српска,Ж,agnostic,613
2013,Број,Град Бања Лука,Оба пола,agnostic,592
2013,Број,Град Бања Лука,M,agnostic,285
2013,Број,Град Бања Лука,Ж,agnostic,307
2013,Број,Берковићи,Оба пола,agnostic,0
2013,Број,Берковићи,M,agnostic,0
2013,Број,Берковићи,Ж,agnostic,0
2013,Број,Град Бијељина,Оба пола,agnostic,60
2013,Број,Град Бијељина,M,agnostic,33
2013,Број,Град Бијељина,Ж,agnostic,27
2013,Број,Билећа,Оба пола,agnostic,1
2013,Број,Билећа,M,agnostic,1
2013,Број,Билећа,Ж,agnostic,0
2013,Број,Братунац,Оба пола,agnostic,2
2013,Број,Братунац,M,agnostic,1
2013,Број,Братунац,Ж,agnostic,1
2013,Број,Брод,Оба пола,agnostic,15
2013,Број,Брод,M,agnostic,7
2013,Број,Брод,Ж,agnostic,8
2013,Број,Вишеград,Оба пола,agnostic,2
2013,Број,Вишеград,M,agnostic,2
2013,Број,Вишеград,Ж,agnostic,0
2013,Број,Власеница,Оба пола,agnostic,2
2013,Број,Власеница,M,agnostic,1
2013,Број,Власеница,Ж,agnostic,1
2013,Број,Вукосавље,Оба пола,agnostic,1
2013,Број,Вукосавље,M,agnostic,1
2013,Број,Вукосавље,Ж,agnostic,0
2013,Број,Гацко,Оба пола,agnostic,1
2013,Број,Гацко,M,agnostic,0
2013,Број,Гацко,Ж,agnostic,1
2013,Број,Град Градишка,Оба пола,agnostic,45
2013,Број,Град Градишка,M,agnostic,28
2013,Број,Град Градишка,Ж,agnostic,17
2013,Број,Град Дервента,Оба пола,agnostic,19
2013,Број,Град Дервента,M,agnostic,9
2013,Број,Град Дервента,Ж,agnostic,10
2013,Број,Град Добој,Оба пола,agnostic,71
2013,Број,Град Добој,M,agnostic,40
2013,Број,Град Добој,Ж,agnostic,31
2013,Број,Доњи Жабар,Оба пола,agnostic,1
2013,Број,Доњи Жабар,M,agnostic,0
2013,Број,Доњи Жабар,Ж,agnostic,1
2013,Број,Град Зворник,Оба пола,agnostic,9
2013,Број,Град Зворник,M,agnostic,5
2013,Број,Град Зворник,Ж,agnostic,4
2013,Број,Источна Илиџа,Оба пола,agnostic,17
2013,Број,Источна Илиџа,M,agnostic,8
2013,Број,Источна Илиџа,Ж,agnostic,9
2013,Број,Источни Дрвар,Оба пола,agnostic,0
2013,Број,Источни Дрвар,M,agnostic,0
2013,Број,Источни Дрвар,Ж,agnostic,0
2013,Број,Источни Мостар,Оба пола,agnostic,0
2013,Број,Источни Мостар,M,agnostic,0
2013,Број,Источни Мостар,Ж,agnostic,0
2013,Број,Источни Стари Град,Оба пола,agnostic,0
2013,Број,Источни Стари Град,M,agnostic,0
2013,Број,Источни Стари Град,Ж,agnostic,0
2013,Број,Источно Ново Сарајево,Оба пола,agnostic,23
2013,Број,Источно Ново Сарајево,M,agnostic,8
2013,Број,Источно Ново Сарајево,Ж,agnostic,15
2013,Број,Језеро,Оба пола,agnostic,0
2013,Број,Језеро,M,agnostic,0
2013,Број,Језеро,Ж,agnostic,0
2013,Број,Калиновик,Оба пола,agnostic,2
2013,Број,Калиновик,M,agnostic,0
2013,Број,Калиновик,Ж,agnostic,2
2013,Број,Кнежево,Оба пола,agnostic,0
2013,Број,Кнежево,M,agnostic,0
2013,Број,Кнежево,Ж,agnostic,0
2013,Број,Козарска Дубица,Оба пола,agnostic,17
2013,Број,Козарска Дубица,M,agnostic,5
2013,Број,Козарска Дубица,Ж,agnostic,12
2013,Број,Костајница,Оба пола,agnostic,3
2013,Број,Костајница,M,agnostic,3
2013,Број,Костајница,Ж,agnostic,0
2013,Број,Котор Варош,Оба пола,agnostic,10
2013,Број,Котор Варош,M,agnostic,6
2013,Број,Котор Варош,Ж,agnostic,4
2013,Број,Крупа на Уни,Оба пола,agnostic,0
2013,Број,Крупа на Уни,M,agnostic,0
2013,Број,Крупа на Уни,Ж,agnostic,0
2013,Број,Купрес,Оба пола,agnostic,0
2013,Број,Купрес,M,agnostic,0
2013,Број,Купрес,Ж,agnostic,0
2013,Број,Лакташи,Оба пола,agnostic,35
2013,Број,Лакташи,M,agnostic,19
2013,Број,Лакташи,Ж,agnostic,16
2013,Број,Лопаре,Оба пола,agnostic,4
2013,Број,Лопаре,M,agnostic,0
2013,Број,Лопаре,Ж,agnostic,4
2013,Број,Љубиње,Оба пола,agnostic,0
2013,Број,Љубиње,M,agnostic,0
2013,Број,Љубиње,Ж,agnostic,0
2013,Број,Милићи,Оба пола,agnostic,0
2013,Број,Милићи,M,agnostic,0
2013,Број,Милићи,Ж,agnostic,0
2013,Број,Модрича,Оба пола,agnostic,26
2013,Број,Модрича,M,agnostic,13
2013,Број,Модрича,Ж,agnostic,13
2013,Број,Мркоњић Град,Оба пола,agnostic,8
2013,Број,Мркоњић Град,M,agnostic,5
2013,Број,Мркоњић Град,Ж,agnostic,3
2013,Број,Невесиње,Оба пола,agnostic,3
2013,Број,Невесиње,M,agnostic,1
2013,Број,Невесиње,Ж,agnostic,2
2013,Број,Нови Град,Оба пола,agnostic,9
2013,Број,Нови Град,M,agnostic,5
2013,Број,Нови Град,Ж,agnostic,4
2013,Број,Ново Горажде,Оба пола,agnostic,0
2013,Број,Ново Горажде,M,agnostic,0
2013,Број,Ново Горажде,Ж,agnostic,0
2013,Број,Осмаци,Оба пола,agnostic,0
2013,Број,Осмаци,M,agnostic,0
2013,Број,Осмаци,Ж,agnostic,0
2013,Број,Оштра Лука,Оба пола,agnostic,2
2013,Број,Оштра Лука,M,agnostic,1
2013,Број,Оштра Лука,Ж,agnostic,1
2013,Број,Пале,Оба пола,agnostic,15
2013,Број,Пале,M,agnostic,9
2013,Број,Пале,Ж,agnostic,6
2013,Број,Пелагићево,Оба пола,agnostic,0
2013,Број,Пелагићево,M,agnostic,0
2013,Број,Пелагићево,Ж,agnostic,0
2013,Број,Петровац,Оба пола,agnostic,0
2013,Број,Петровац,M,agnostic,0
2013,Број,Петровац,Ж,agnostic,0
2013,Број,Петрово,Оба пола,agnostic,1
2013,Број,Петрово,M,agnostic,1
2013,Број,Петрово,Ж,agnostic,0
2013,Број,Град Приједор,Оба пола,agnostic,84
2013,Број,Град Приједор,M,agnostic,48
2013,Број,Град Приједор,Ж,agnostic,36
2013,Број,Прњавор,Оба пола,agnostic,25
2013,Број,Прњавор,M,agnostic,11
2013,Број,Прњавор,Ж,agnostic,14
2013,Број,Рибник,Оба пола,agnostic,0
2013,Број,Рибник,M,agnostic,0
2013,Број,Рибник,Ж,agnostic,0
2013,Број,Рогатица,Оба пола,agnostic,2
2013,Број,Рогатица,M,agnostic,2
2013,Број,Рогатица,Ж,agnostic,0
2013,Број,Рудо,Оба пола,agnostic,1
2013,Број,Рудо,M,agnostic,1
2013,Број,Рудо,Ж,agnostic,0
2013,Број,Соколац,Оба пола,agnostic,2
2013,Број,Соколац,M,agnostic,0
2013,Број,Соколац,Ж,agnostic,2
2013,Број,Србац,Оба пола,agnostic,7
2013,Број,Србац,M,agnostic,5
2013,Број,Србац,Ж,agnostic,2
2013,Број,Сребреница,Оба пола,agnostic,1
2013,Број,Сребреница,M,agnostic,0
2013,Број,Сребреница,Ж,agnostic,1
2013,Број,Теслић,Оба пола,agnostic,37
2013,Број,Теслић,M,agnostic,15
2013,Број,Теслић,Ж,agnostic,22
2013,Број,Град Требиње,Оба пола,agnostic,32
2013,Број,Град Требиње,M,agnostic,14
2013,Број,Град Требиње,Ж,agnostic,18
2013,Број,Трново,Оба пола,agnostic,3
2013,Број,Трново,M,agnostic,2
2013,Број,Трново,Ж,agnostic,1
2013,Број,Угљевик,Оба пола,agnostic,1
2013,Број,Угљевик,M,agnostic,1
2013,Број,Угљевик,Ж,agnostic,0
2013,Број,Фоча,Оба пола,agnostic,3
2013,Број,Фоча,M,agnostic,1
2013,Број,Фоча,Ж,agnostic,2
2013,Број,Хан Пијесак,Оба пола,agnostic,1
2013,Број,Хан Пијесак,M,agnostic,0
2013,Број,Хан Пијесак,Ж,agnostic,1
2013,Број,Чајниче,Оба пола,agnostic,1
2013,Број,Чајниче,M,agnostic,0
2013,Број,Чајниче,Ж,agnostic,1
2013,Број,Челинац,Оба пола,agnostic,8
2013,Број,Челинац,M,agnostic,4
2013,Број,Челинац,Ж,agnostic,4
2013,Број,Шамац,Оба пола,agnostic,18
2013,Број,Шамац,M,agnostic,8
2013,Број,Шамац,Ж,agnostic,10
2013,Број,Шековићи,Оба пола,agnostic,1
2013,Број,Шековићи,M,agnostic,1
2013,Број,Шековићи,Ж,agnostic,0
2013,Број,Шипово,Оба пола,agnostic,0
2013,Број,Шипово,M,agnostic,0
2013,Број,Шипово,Ж,agnostic,0
2013,Број,Република Српска,Оба пола,atheist,5784
2013,Број,Република Српска,M,atheist,3146
2013,Број,Република Српска,Ж,atheist,2638
2013,Број,Град Бања Лука,Оба пола,atheist,2593
2013,Број,Град Бања Лука,M,atheist,1342
2013,Број,Град Бања Лука,Ж,atheist,1251
2013,Број,Берковићи,Оба пола,atheist,2
2013,Број,Берковићи,M,atheist,1
2013,Број,Берковићи,Ж,atheist,1
2013,Број,Град Бијељина,Оба пола,atheist,345
2013,Број,Град Бијељина,M,atheist,218
2013,Број,Град Бијељина,Ж,atheist,127
2013,Број,Билећа,Оба пола,atheist,7
2013,Број,Билећа,M,atheist,5
2013,Број,Билећа,Ж,atheist,2
2013,Број,Братунац,Оба пола,atheist,8
2013,Број,Братунац,M,atheist,5
2013,Број,Братунац,Ж,atheist,3
2013,Број,Брод,Оба пола,atheist,113
2013,Број,Брод,M,atheist,59
2013,Број,Брод,Ж,atheist,54
2013,Број,Вишеград,Оба пола,atheist,21
2013,Број,Вишеград,M,atheist,15
2013,Број,Вишеград,Ж,atheist,6
2013,Број,Власеница,Оба пола,atheist,16
2013,Број,Власеница,M,atheist,10
2013,Број,Власеница,Ж,atheist,6
2013,Број,Вукосавље,Оба пола,atheist,9
2013,Број,Вукосавље,M,atheist,7
2013,Број,Вукосавље,Ж,atheist,2
2013,Број,Гацко,Оба пола,atheist,3
2013,Број,Гацко,M,atheist,1
2013,Број,Гацко,Ж,atheist,2
2013,Број,Град Градишка,Оба пола,atheist,223
2013,Број,Град Градишка,M,atheist,126
2013,Број,Град Градишка,Ж,atheist,97
2013,Број,Град Дервента,Оба пола,atheist,100
2013,Број,Град Дервента,M,atheist,51
2013,Број,Град Дервента,Ж,atheist,49
2013,Број,Град Добој,Оба пола,atheist,378
2013,Број,Град Добој,M,atheist,200
2013,Број,Град Добој,Ж,atheist,178
2013,Број,Доњи Жабар,Оба пола,atheist,0
2013,Број,Доњи Жабар,M,atheist,0
2013,Број,Доњи Жабар,Ж,atheist,0
2013,Број,Град Зворник,Оба пола,atheist,59
2013,Број,Град Зворник,M,atheist,36
2013,Број,Град Зворник,Ж,atheist,23
2013,Број,Источна Илиџа,Оба пола,atheist,60
2013,Број,Источна Илиџа,M,atheist,27
2013,Број,Источна Илиџа,Ж,atheist,33
2013,Број,Источни Дрвар,Оба пола,atheist,0
2013,Број,Источни Дрвар,M,atheist,0
2013,Број,Источни Дрвар,Ж,atheist,0
2013,Број,Источни Мостар,Оба пола,atheist,0
2013,Број,Источни Мостар,M,atheist,0
2013,Број,Источни Мостар,Ж,atheist,0
2013,Број,Источни Стари Град,Оба пола,atheist,2
2013,Број,Источни Стари Град,M,atheist,1
2013,Број,Источни Стари Град,Ж,atheist,1
2013,Број,Источно Ново Сарајево,Оба пола,atheist,37
2013,Број,Источно Ново Сарајево,M,atheist,18
2013,Број,Источно Ново Сарајево,Ж,atheist,19
2013,Број,Језеро,Оба пола,atheist,3
2013,Број,Језеро,M,atheist,2
2013,Број,Језеро,Ж,atheist,1
2013,Број,Калиновик,Оба пола,atheist,0
2013,Број,Калиновик,M,atheist,0
2013,Број,Калиновик,Ж,atheist,0
2013,Број,Кнежево,Оба пола,atheist,5
2013,Број,Кнежево,M,atheist,3
2013,Број,Кнежево,Ж,atheist,2
2013,Број,Козарска Дубица,Оба пола,atheist,130
2013,Број,Козарска Дубица,M,atheist,68
2013,Број,Козарска Дубица,Ж,atheist,62
2013,Број,Костајница,Оба пола,atheist,16
2013,Број,Костајница,M,atheist,12
2013,Број,Костајница,Ж,atheist,4
2013,Број,Котор Варош,Оба пола,atheist,56
2013,Број,Котор Варош,M,atheist,34
2013,Број,Котор Варош,Ж,atheist,22
2013,Број,Крупа на Уни,Оба пола,atheist,0
2013,Број,Крупа на Уни,M,atheist,0
2013,Број,Крупа на Уни,Ж,atheist,0
2013,Број,Купрес,Оба пола,atheist,0
2013,Број,Купрес,M,atheist,0
2013,Број,Купрес,Ж,atheist,0
2013,Број,Лакташи,Оба пола,atheist,96
2013,Број,Лакташи,M,atheist,57
2013,Број,Лакташи,Ж,atheist,39
2013,Број,Лопаре,Оба пола,atheist,21
2013,Број,Лопаре,M,atheist,12
2013,Број,Лопаре,Ж,atheist,9
2013,Број,Љубиње,Оба пола,atheist,1
2013,Број,Љубиње,M,atheist,1
2013,Број,Љубиње,Ж,atheist,0
2013,Број,Милићи,Оба пола,atheist,3
2013,Број,Милићи,M,atheist,3
2013,Број,Милићи,Ж,atheist,0
2013,Број,Модрича,Оба пола,atheist,98
2013,Број,Модрича,M,atheist,53
2013,Број,Модрича,Ж,atheist,45
2013,Број,Мркоњић Град,Оба пола,atheist,28
2013,Број,Мркоњић Град,M,atheist,13
2013,Број,Мркоњић Град,Ж,atheist,15
2013,Број,Невесиње,Оба пола,atheist,8
2013,Број,Невесиње,M,atheist,3
2013,Број,Невесиње,Ж,atheist,5
2013,Број,Нови Град,Оба пола,atheist,81
2013,Број,Нови Град,M,atheist,36
2013,Број,Нови Град,Ж,atheist,45
2013,Број,Ново Горажде,Оба пола,atheist,0
2013,Број,Ново Горажде,M,atheist,0
2013,Број,Ново Горажде,Ж,atheist,0
2013,Број,Осмаци,Оба пола,atheist,1
2013,Број,Осмаци,M,atheist,1
2013,Број,Осмаци,Ж,atheist,0
2013,Број,Оштра Лука,Оба пола,atheist,4
2013,Број,Оштра Лука,M,atheist,3
2013,Број,Оштра Лука,Ж,atheist,1
2013,Број,Пале,Оба пола,atheist,47
2013,Број,Пале,M,atheist,23
2013,Број,Пале,Ж,atheist,24
2013,Број,Пелагићево,Оба пола,atheist,1
2013,Број,Пелагићево,M,atheist,0
2013,Број,Пелагићево,Ж,atheist,1
2013,Број,Петровац,Оба пола,atheist,2
2013,Број,Петровац,M,atheist,1
2013,Број,Петровац,Ж,atheist,1
2013,Број,Петрово,Оба пола,atheist,10
2013,Број,Петрово,M,atheist,7
2013,Број,Петрово,Ж,atheist,3
2013,Број,Град Приједор,Оба пола,atheist,511
2013,Број,Град Приједор,M,atheist,277
2013,Број,Град Приједор,Ж,atheist,234
2013,Број,Прњавор,Оба пола,atheist,102
2013,Број,Прњавор,M,atheist,65
2013,Број,Прњавор,Ж,atheist,37
2013,Број,Рибник,Оба пола,atheist,3
2013,Број,Рибник,M,atheist,2
2013,Број,Рибник,Ж,atheist,1
2013,Број,Рогатица,Оба пола,atheist,20
2013,Број,Рогатица,M,atheist,13
2013,Број,Рогатица,Ж,atheist,7
2013,Број,Рудо,Оба пола,atheist,11
2013,Број,Рудо,M,atheist,9
2013,Број,Рудо,Ж,atheist,2
2013,Број,Соколац,Оба пола,atheist,14
2013,Број,Соколац,M,atheist,11
2013,Број,Соколац,Ж,atheist,3
2013,Број,Србац,Оба пола,atheist,46
2013,Број,Србац,M,atheist,28
2013,Број,Србац,Ж,atheist,18
2013,Број,Сребреница,Оба пола,atheist,14
2013,Број,Сребреница,M,atheist,10
2013,Број,Сребреница,Ж,atheist,4
2013,Број,Теслић,Оба пола,atheist,167
2013,Број,Теслић,M,atheist,89
2013,Број,Теслић,Ж,atheist,78
2013,Број,Град Требиње,Оба пола,atheist,118
2013,Број,Град Требиње,M,atheist,62
2013,Број,Град Требиње,Ж,atheist,56
2013,Број,Трново,Оба пола,atheist,7
2013,Број,Трново,M,atheist,5
2013,Број,Трново,Ж,atheist,2
2013,Број,Угљевик,Оба пола,atheist,22
2013,Број,Угљевик,M,atheist,16
2013,Број,Угљевик,Ж,atheist,6
2013,Број,Фоча,Оба пола,atheist,34
2013,Број,Фоча,M,atheist,19
2013,Број,Фоча,Ж,atheist,15
2013,Број,Хан Пијесак,Оба пола,atheist,1
2013,Број,Хан Пијесак,M,atheist,1
2013,Број,Хан Пијесак,Ж,atheist,0
2013,Број,Чајниче,Оба пола,atheist,4
2013,Број,Чајниче,M,atheist,3
2013,Број,Чајниче,Ж,atheist,1
2013,Број,Челинац,Оба пола,atheist,23
2013,Број,Челинац,M,atheist,12
2013,Број,Челинац,Ж,atheist,11
2013,Број,Шамац,Оба пола,atheist,81
2013,Број,Шамац,M,atheist,56
2013,Број,Шамац,Ж,atheist,25
2013,Број,Шековићи,Оба пола,atheist,6
2013,Број,Шековићи,M,atheist,5
2013,Број,Шековићи,Ж,atheist,1
2013,Број,Шипово,Оба пола,atheist,13
2013,Број,Шипово,M,atheist,9
2013,Број,Шипово,Ж,atheist,4
2013,Број,Република Српска,Оба пола,other_religion,8729
2013,Број,Република Српска,M,other_religion,4319
2013,Број,Република Српска,Ж,other_religion,4410
2013,Број,Град Бања Лука,Оба пола,other_religion,1230
2013,Број,Град Бања Лука,M,other_religion,620
2013,Број,Град Бања Лука,Ж,other_religion,610
2013,Број,Берковићи,Оба пола,other_religion,3
2013,Број,Берковићи,M,other_religion,2
2013,Број,Берковићи,Ж,other_religion,1
2013,Број,Град Бијељина,Оба пола,other_religion,944
2013,Број,Град Бијељина,M,other_religion,471
2013,Број,Град Бијељина,Ж,other_religion,473
2013,Број,Билећа,Оба пола,other_religion,26
2013,Број,Билећа,M,other_religion,15
2013,Број,Билећа,Ж,other_religion,11
2013,Број,Братунац,Оба пола,other_religion,237
2013,Број,Братунац,M,other_religion,121
2013,Број,Братунац,Ж,other_religion,116
2013,Број,Брод,Оба пола,other_religion,98
2013,Број,Брод,M,other_religion,52
2013,Број,Брод,Ж,other_religion,46
2013,Број,Вишеград,Оба пола,other_religion,76
2013,Број,Вишеград,M,other_religion,40
2013,Број,Вишеград,Ж,other_religion,36
2013,Број,Власеница,Оба пола,other_religion,115
2013,Број,Власеница,M,other_religion,42
2013,Број,Власеница,Ж,other_religion,73
2013,Број,Вукосавље,Оба пола,other_religion,30
2013,Број,Вукосавље,M,other_religion,15
2013,Број,Вукосавље,Ж,other_religion,15
2013,Број,Гацко,Оба пола,other_religion,16
2013,Број,Гацко,M,other_religion,9
2013,Број,Гацко,Ж,other_religion,7
2013,Број,Град Градишка,Оба пола,other_religion,321
2013,Број,Град Градишка,M,other_religion,168
2013,Број,Град Градишка,Ж,other_religion,153
2013,Број,Град Дервента,Оба пола,other_religion,141
2013,Број,Град Дервента,M,other_religion,67
2013,Број,Град Дервента,Ж,other_religion,74
2013,Број,Град Добој,Оба пола,other_religion,845
2013,Број,Град Добој,M,other_religion,412
2013,Број,Град Добој,Ж,other_religion,433
2013,Број,Доњи Жабар,Оба пола,other_religion,21
2013,Број,Доњи Жабар,M,other_religion,8
2013,Број,Доњи Жабар,Ж,other_religion,13
2013,Број,Град Зворник,Оба пола,other_religion,186
2013,Број,Град Зворник,M,other_religion,90
2013,Број,Град Зворник,Ж,other_religion,96
2013,Број,Источна Илиџа,Оба пола,other_religion,28
2013,Број,Источна Илиџа,M,other_religion,18
2013,Број,Источна Илиџа,Ж,other_religion,10
2013,Број,Источни Дрвар,Оба пола,other_religion,0
2013,Број,Источни Дрвар,M,other_religion,0
2013,Број,Источни Дрвар,Ж,other_religion,0
2013,Број,Источни Мостар,Оба пола,other_religion,1
2013,Број,Источни Мостар,M,other_religion,1
2013,Број,Источни Мостар,Ж,other_religion,0
2013,Број,Источни Стари Град,Оба пола,other_religion,5
2013,Број,Источни Стари Град,M,other_religion,2
2013,Број,Источни Стари Град,Ж,other_religion,3
2013,Број,Источно Ново Сарајево,Оба пола,other_religion,16
2013,Број,Источно Ново Сарајево,M,other_religion,10
2013,Број,Источно Ново Сарајево,Ж,other_religion,6
2013,Број,Језеро,Оба пола,other_religion,0
2013,Број,Језеро,M,other_religion,0
2013,Број,Језеро,Ж,other_religion,0
2013,Број,Калиновик,Оба пола,other_religion,3
2013,Број,Калиновик,M,other_religion,2
2013,Број,Калиновик,Ж,other_religion,1
2013,Број,Кнежево,Оба пола,other_religion,68
2013,Број,Кнежево,M,other_religion,29
2013,Број,Кнежево,Ж,other_religion,39
2013,Број,Козарска Дубица,Оба пола,other_religion,83
2013,Број,Козарска Дубица,M,other_religion,37
2013,Број,Козарска Дубица,Ж,other_religion,46
2013,Број,Костајница,Оба пола,other_religion,13
2013,Број,Костајница,M,other_religion,9
2013,Број,Костајница,Ж,other_religion,4
2013,Број,Котор Варош,Оба пола,other_religion,236
2013,Број,Котор Варош,M,other_religion,120
2013,Број,Котор Варош,Ж,other_religion,116
2013,Број,Крупа на Уни,Оба пола,other_religion,0
2013,Број,Крупа на Уни,M,other_religion,0
2013,Број,Крупа на Уни,Ж,other_religion,0
2013,Број,Купрес,Оба пола,other_religion,0
2013,Број,Купрес,M,other_religion,0
2013,Број,Купрес,Ж,other_religion,0
2013,Број,Лакташи,Оба пола,other_religion,278
2013,Број,Лакташи,M,other_religion,147
2013,Број,Лакташи,Ж,other_religion,131
2013,Број,Лопаре,Оба пола,other_religion,1
2013,Број,Лопаре,M,other_religion,0
2013,Број,Лопаре,Ж,other_religion,1
2013,Број,Љубиње,Оба пола,other_religion,1
2013,Број,Љубиње,M,other_religion,1
2013,Број,Љубиње,Ж,other_religion,0
2013,Број,Милићи,Оба пола,other_religion,34
2013,Број,Милићи,M,other_religion,19
2013,Број,Милићи,Ж,other_religion,15
2013,Број,Модрича,Оба пола,other_religion,211
2013,Број,Модрича,M,other_religion,98
2013,Број,Модрича,Ж,other_religion,113
2013,Број,Мркоњић Град,Оба пола,other_religion,9
2013,Број,Мркоњић Град,M,other_religion,6
2013,Број,Мркоњић Град,Ж,other_religion,3
2013,Број,Невесиње,Оба пола,other_religion,8
2013,Број,Невесиње,M,other_religion,4
2013,Број,Невесиње,Ж,other_religion,4
2013,Број,Нови Град,Оба пола,other_religion,134
2013,Број,Нови Град,M,other_religion,60
2013,Број,Нови Град,Ж,other_religion,74
2013,Број,Ново Горажде,Оба пола,other_religion,19
2013,Број,Ново Горажде,M,other_religion,9
2013,Број,Ново Горажде,Ж,other_religion,10
2013,Број,Осмаци,Оба пола,other_religion,41
2013,Број,Осмаци,M,other_religion,26
2013,Број,Осмаци,Ж,other_religion,15
2013,Број,Оштра Лука,Оба пола,other_religion,23
2013,Број,Оштра Лука,M,other_religion,15
2013,Број,Оштра Лука,Ж,other_religion,8
2013,Број,Пале,Оба пола,other_religion,53
2013,Број,Пале,M,other_religion,24
2013,Број,Пале,Ж,other_religion,29
2013,Број,Пелагићево,Оба пола,other_religion,5
2013,Број,Пелагићево,M,other_religion,3
2013,Број,Пелагићево,Ж,other_religion,2
2013,Број,Петровац,Оба пола,other_religion,0
2013,Број,Петровац,M,other_religion,0
2013,Број,Петровац,Ж,other_religion,0
2013,Број,Петрово,Оба пола,other_religion,20
2013,Број,Петрово,M,other_religion,8
2013,Број,Петрово,Ж,other_religion,12
2013,Број,Град Приједор,Оба пола,other_religion,1506
2013,Број,Град Приједор,M,other_religion,722
2013,Број,Град Приједор,Ж,other_religion,784
2013,Број,Прњавор,Оба пола,other_religion,611
2013,Број,Прњавор,M,other_religion,317
2013,Број,Прњавор,Ж,other_religion,294
2013,Број,Рибник,Оба пола,other_religion,12
2013,Број,Рибник,M,other_religion,8
2013,Број,Рибник,Ж,other_religion,4
2013,Број,Рогатица,Оба пола,other_religion,48
2013,Број,Рогатица,M,other_religion,21
2013,Број,Рогатица,Ж,other_religion,27
2013,Број,Рудо,Оба пола,other_religion,0
2013,Број,Рудо,M,other_religion,0
2013,Број,Рудо,Ж,other_religion,0
2013,Број,Соколац,Оба пола,other_religion,30
2013,Број,Соколац,M,other_religion,16
2013,Број,Соколац,Ж,other_religion,14
2013,Број,Србац,Оба пола,other_religion,95
2013,Број,Србац,M,other_religion,50
2013,Број,Србац,Ж,other_religion,45
2013,Број,Сребреница,Оба пола,other_religion,72
2013,Број,Сребреница,M,other_religion,36
2013,Број,Сребреница,Ж,other_religion,36
2013,Број,Теслић,Оба пола,other_religion,316
2013,Број,Теслић,M,other_religion,148
2013,Број,Теслић,Ж,other_religion,168
2013,Број,Град Требиње,Оба пола,other_religion,95
2013,Број,Град Требиње,M,other_religion,42
2013,Број,Град Требиње,Ж,other_religion,53
2013,Број,Трново,Оба пола,other_religion,17
2013,Број,Трново,M,other_religion,9
2013,Број,Трново,Ж,other_religion,8
2013,Број,Угљевик,Оба пола,other_religion,2
2013,Број,Угљевик,M,other_religion,1
2013,Број,Угљевик,Ж,other_religion,1
2013,Број,Фоча,Оба пола,other_religion,104
2013,Број,Фоча,M,other_religion,53
2013,Број,Фоча,Ж,other_religion,51
2013,Број,Хан Пијесак,Оба пола,other_religion,5
2013,Број,Хан Пијесак,M,other_religion,3
2013,Број,Хан Пијесак,Ж,other_religion,2
2013,Број,Чајниче,Оба пола,other_religion,16
2013,Број,Чајниче,M,other_religion,7
2013,Број,Чајниче,Ж,other_religion,9
2013,Број,Челинац,Оба пола,other_religion,44
2013,Број,Челинац,M,other_religion,20
2013,Број,Челинац,Ж,other_religion,24
2013,Број,Шамац,Оба пола,other_religion,144
2013,Број,Шамац,M,other_religion,68
2013,Број,Шамац,Ж,other_religion,76
2013,Број,Шековићи,Оба пола,other_religion,1
2013,Број,Шековићи,M,other_religion,1
2013,Број,Шековићи,Ж,other_religion,0
2013,Број,Шипово,Оба пола,other_religion,32
2013,Број,Шипово,M,other_religion,17
2013,Број,Шипово,Ж,other_religion,15
2013,Број,Република Српска,Оба пола,does_not_declare,8028
2013,Број,Република Српска,M,does_not_declare,3554
2013,Број,Република Српска,Ж,does_not_declare,4474
2013,Број,Град Бања Лука,Оба пола,does_not_declare,2684
2013,Број,Град Бања Лука,M,does_not_declare,1186
2013,Број,Град Бања Лука,Ж,does_not_declare,1498
2013,Број,Берковићи,Оба пола,does_not_declare,1
2013,Број,Берковићи,M,does_not_declare,1
2013,Број,Берковићи,Ж,does_not_declare,0
2013,Број,Град Бијељина,Оба пола,does_not_declare,716
2013,Број,Град Бијељина,M,does_not_declare,307
2013,Број,Град Бијељина,Ж,does_not_declare,409
2013,Број,Билећа,Оба пола,does_not_declare,30
2013,Број,Билећа,M,does_not_declare,14
2013,Број,Билећа,Ж,does_not_declare,16
