Year,UNIT_MEASURE,Value
2007,Број,1340
2008,Број,1377
2009,Број,1414
2010,Број,1467
2011,Број,1521
2012,Број,1577
2013,Број,1624
2014,Број,1658
2015,Број,1734
2016,Број,1801
2017,Број,1721
2018,Број,1847
2019,Број,1852
2020,Број,1859
2021,Број,1827
2022,Број,1849
2023,Број,1831
2024,Број,1848
