Year,UNIT_MEASURE,Value
2005,Број,47.3
2006,Број,44.7
2007,Број,53.7
2008,Број,57.9
2009,Број,54.7
2010,Број,55.9
2011,Број,59.0
2012,Број,34.4
2013,Број,37.2
2014,Број,32.8
2015,Број,33.5
2016,Број,75.8
2017,Број,54.4
2018,Број,47.2
2019,Број,46.6
2020,Број,38.4
2021,Број,47.0
2022,Број,52.6
