Year,UNIT_MEASURE,ADMIN_AREA,Пол,Nationality,Value
2013,Број,petrovo,M,other_ethnicity/nationality,19
2013,Број,petrovo,Ж,other_ethnicity/nationality,11
2013,Број,grad_prijedor,Укупно,other_ethnicity/nationality,1495
2013,Број,grad_prijedor,M,other_ethnicity/nationality,712
2013,Број,grad_prijedor,Ж,other_ethnicity/nationality,783
2013,Број,prnjavor,Укупно,other_ethnicity/nationality,1452
2013,Број,prnjavor,M,other_ethnicity/nationality,738
2013,Број,prnjavor,Ж,other_ethnicity/nationality,714
2013,Број,ribnik,Укупно,other_ethnicity/nationality,11
2013,Број,ribnik,M,other_ethnicity/nationality,3
2013,Број,ribnik,Ж,other_ethnicity/nationality,8
2013,Број,rogatica,Укупно,other_ethnicity/nationality,41
2013,Број,rogatica,M,other_ethnicity/nationality,20
2013,Број,rogatica,Ж,other_ethnicity/nationality,21
2013,Број,rudo,Укупно,other_ethnicity/nationality,26
2013,Број,rudo,M,other_ethnicity/nationality,14
2013,Број,rudo,Ж,other_ethnicity/nationality,12
2013,Број,sokolac,Укупно,other_ethnicity/nationality,38
2013,Број,sokolac,M,other_ethnicity/nationality,19
2013,Број,sokolac,Ж,other_ethnicity/nationality,19
2013,Број,srbac,Укупно,other_ethnicity/nationality,280
2013,Број,srbac,M,other_ethnicity/nationality,146
2013,Број,srbac,Ж,other_ethnicity/nationality,134
2013,Број,srebrenica,Укупно,other_ethnicity/nationality,59
2013,Број,srebrenica,M,other_ethnicity/nationality,34
2013,Број,srebrenica,Ж,other_ethnicity/nationality,25
2013,Број,teslic,Укупно,other_ethnicity/nationality,454
2013,Број,teslic,M,other_ethnicity/nationality,222
2013,Број,teslic,Ж,other_ethnicity/nationality,232
2013,Број,grad_trebinje,Укупно,other_ethnicity/nationality,398
2013,Број,grad_trebinje,M,other_ethnicity/nationality,204
2013,Број,grad_trebinje,Ж,other_ethnicity/nationality,194
2013,Број,trnovo,Укупно,other_ethnicity/nationality,10
2013,Број,trnovo,M,other_ethnicity/nationality,7
2013,Број,trnovo,Ж,other_ethnicity/nationality,3
2013,Број,ugljevik,Укупно,other_ethnicity/nationality,36
2013,Број,ugljevik,M,other_ethnicity/nationality,17
2013,Број,ugljevik,Ж,other_ethnicity/nationality,19
2013,Број,foca,Укупно,other_ethnicity/nationality,160
2013,Број,foca,M,other_ethnicity/nationality,90
2013,Број,foca,Ж,other_ethnicity/nationality,70
2013,Број,han_pijesak,Укупно,other_ethnicity/nationality,21
2013,Број,han_pijesak,M,other_ethnicity/nationality,14
2013,Број,han_pijesak,Ж,other_ethnicity/nationality,7
2013,Број,cajnice,Укупно,other_ethnicity/nationality,24
2013,Број,cajnice,M,other_ethnicity/nationality,13
2013,Број,cajnice,Ж,other_ethnicity/nationality,11
2013,Број,celinac,Укупно,other_ethnicity/nationality,122
2013,Број,celinac,M,other_ethnicity/nationality,55
2013,Број,celinac,Ж,other_ethnicity/nationality,67
2013,Број,samac,Укупно,other_ethnicity/nationality,135
2013,Број,samac,M,other_ethnicity/nationality,67
2013,Број,samac,Ж,other_ethnicity/nationality,68
2013,Број,sekovici,Укупно,other_ethnicity/nationality,12
2013,Број,sekovici,M,other_ethnicity/nationality,7
2013,Број,sekovici,Ж,other_ethnicity/nationality,5
2013,Број,sipovo,Укупно,other_ethnicity/nationality,34
2013,Број,sipovo,M,other_ethnicity/nationality,14
2013,Број,sipovo,Ж,other_ethnicity/nationality,20
2013,Број,republika_srpska,Укупно,does_not_declare_ethnicity/nationality,7861
2013,Број,republika_srpska,M,does_not_declare_ethnicity/nationality,3202
2013,Број,republika_srpska,Ж,does_not_declare_ethnicity/nationality,4659
2013,Број,grad_banja_luka,Укупно,does_not_declare_ethnicity/nationality,2641
2013,Број,grad_banja_luka,M,does_not_declare_ethnicity/nationality,1044
2013,Број,grad_banja_luka,Ж,does_not_declare_ethnicity/nationality,1597
2013,Број,berkovici,Укупно,does_not_declare_ethnicity/nationality,0
2013,Број,berkovici,M,does_not_declare_ethnicity/nationality,0
2013,Број,berkovici,Ж,does_not_declare_ethnicity/nationality,0
2013,Број,grad_bijeljina,Укупно,does_not_declare_ethnicity/nationality,654
2013,Број,grad_bijeljina,M,does_not_declare_ethnicity/nationality,272
2013,Број,grad_bijeljina,Ж,does_not_declare_ethnicity/nationality,382
2013,Број,bileca,Укупно,does_not_declare_ethnicity/nationality,30
2013,Број,bileca,M,does_not_declare_ethnicity/nationality,10
2013,Број,bileca,Ж,does_not_declare_ethnicity/nationality,20
2013,Број,bratunac,Укупно,does_not_declare_ethnicity/nationality,22
2013,Број,bratunac,M,does_not_declare_ethnicity/nationality,11
2013,Број,bratunac,Ж,does_not_declare_ethnicity/nationality,11
2013,Број,brod,Укупно,does_not_declare_ethnicity/nationality,142
2013,Број,brod,M,does_not_declare_ethnicity/nationality,50
2013,Број,brod,Ж,does_not_declare_ethnicity/nationality,92
2013,Број,visegrad,Укупно,does_not_declare_ethnicity/nationality,19
2013,Број,visegrad,M,does_not_declare_ethnicity/nationality,10
2013,Број,visegrad,Ж,does_not_declare_ethnicity/nationality,9
2013,Број,vlasenica,Укупно,does_not_declare_ethnicity/nationality,20
2013,Број,vlasenica,M,does_not_declare_ethnicity/nationality,11
2013,Број,vlasenica,Ж,does_not_declare_ethnicity/nationality,9
2013,Број,vukosavlje,Укупно,does_not_declare_ethnicity/nationality,32
2013,Број,vukosavlje,M,does_not_declare_ethnicity/nationality,15
2013,Број,vukosavlje,Ж,does_not_declare_ethnicity/nationality,17
2013,Број,gacko,Укупно,does_not_declare_ethnicity/nationality,3
2013,Број,gacko,M,does_not_declare_ethnicity/nationality,0
2013,Број,gacko,Ж,does_not_declare_ethnicity/nationality,3
2013,Број,grad_gradiska,Укупно,does_not_declare_ethnicity/nationality,411
2013,Број,grad_gradiska,M,does_not_declare_ethnicity/nationality,174
2013,Број,grad_gradiska,Ж,does_not_declare_ethnicity/nationality,237
2013,Број,grad_derventa,Укупно,does_not_declare_ethnicity/nationality,242
2013,Број,grad_derventa,M,does_not_declare_ethnicity/nationality,113
2013,Број,grad_derventa,Ж,does_not_declare_ethnicity/nationality,129
2013,Број,grad_doboj,Укупно,does_not_declare_ethnicity/nationality,467
2013,Број,grad_doboj,M,does_not_declare_ethnicity/nationality,198
2013,Број,grad_doboj,Ж,does_not_declare_ethnicity/nationality,269
2013,Број,donji_zabar,Укупно,does_not_declare_ethnicity/nationality,5
2013,Број,donji_zabar,M,does_not_declare_ethnicity/nationality,2
2013,Број,donji_zabar,Ж,does_not_declare_ethnicity/nationality,3
2013,Број,grad_zvornik,Укупно,does_not_declare_ethnicity/nationality,70
2013,Број,grad_zvornik,M,does_not_declare_ethnicity/nationality,31
2013,Број,grad_zvornik,Ж,does_not_declare_ethnicity/nationality,39
2013,Број,istocna_ilidza,Укупно,does_not_declare_ethnicity/nationality,96
2013,Број,istocna_ilidza,M,does_not_declare_ethnicity/nationality,38
2013,Број,istocna_ilidza,Ж,does_not_declare_ethnicity/nationality,58
2013,Број,istocni_drvar,Укупно,does_not_declare_ethnicity/nationality,0
2013,Број,istocni_drvar,M,does_not_declare_ethnicity/nationality,0
2013,Број,istocni_drvar,Ж,does_not_declare_ethnicity/nationality,0
2013,Број,istocni_mostar,Укупно,does_not_declare_ethnicity/nationality,0
2013,Број,istocni_mostar,M,does_not_declare_ethnicity/nationality,0
2013,Број,istocni_mostar,Ж,does_not_declare_ethnicity/nationality,0
2013,Број,istocni_stari_grad,Укупно,does_not_declare_ethnicity/nationality,2
2013,Број,istocni_stari_grad,M,does_not_declare_ethnicity/nationality,0
2013,Број,istocni_stari_grad,Ж,does_not_declare_ethnicity/nationality,2
2013,Број,istocno_novo_sarajevo,Укупно,does_not_declare_ethnicity/nationality,61
2013,Број,istocno_novo_sarajevo,M,does_not_declare_ethnicity/nationality,26
2013,Број,istocno_novo_sarajevo,Ж,does_not_declare_ethnicity/nationality,35
2013,Број,jezero,Укупно,does_not_declare_ethnicity/nationality,1
2013,Број,jezero,M,does_not_declare_ethnicity/nationality,0
2013,Број,jezero,Ж,does_not_declare_ethnicity/nationality,1
2013,Број,kalinovik,Укупно,does_not_declare_ethnicity/nationality,1
2013,Број,kalinovik,M,does_not_declare_ethnicity/nationality,1
2013,Број,kalinovik,Ж,does_not_declare_ethnicity/nationality,0
2013,Број,knezevo,Укупно,does_not_declare_ethnicity/nationality,4
2013,Број,knezevo,M,does_not_declare_ethnicity/nationality,3
2013,Број,knezevo,Ж,does_not_declare_ethnicity/nationality,1
2013,Број,kozarska_dubica,Укупно,does_not_declare_ethnicity/nationality,162
2013,Број,kozarska_dubica,M,does_not_declare_ethnicity/nationality,63
2013,Број,kozarska_dubica,Ж,does_not_declare_ethnicity/nationality,99
2013,Број,kostajnica,Укупно,does_not_declare_ethnicity/nationality,66
2013,Број,kostajnica,M,does_not_declare_ethnicity/nationality,28
2013,Број,kostajnica,Ж,does_not_declare_ethnicity/nationality,38
2013,Број,kotor_varos,Укупно,does_not_declare_ethnicity/nationality,115
2013,Број,kotor_varos,M,does_not_declare_ethnicity/nationality,42
2013,Број,kotor_varos,Ж,does_not_declare_ethnicity/nationality,73
2013,Број,krupa_na_uni,Укупно,does_not_declare_ethnicity/nationality,0
2013,Број,krupa_na_uni,M,does_not_declare_ethnicity/nationality,0
2013,Број,krupa_na_uni,Ж,does_not_declare_ethnicity/nationality,0
2013,Број,kupres,Укупно,does_not_declare_ethnicity/nationality,1
2013,Број,kupres,M,does_not_declare_ethnicity/nationality,1
2013,Број,kupres,Ж,does_not_declare_ethnicity/nationality,0
2013,Број,laktasi,Укупно,does_not_declare_ethnicity/nationality,237
2013,Број,laktasi,M,does_not_declare_ethnicity/nationality,103
2013,Број,laktasi,Ж,does_not_declare_ethnicity/nationality,134
2013,Број,lopare,Укупно,does_not_declare_ethnicity/nationality,23
2013,Број,lopare,M,does_not_declare_ethnicity/nationality,5
2013,Број,lopare,Ж,does_not_declare_ethnicity/nationality,18
2013,Број,ljubinje,Укупно,does_not_declare_ethnicity/nationality,5
2013,Број,ljubinje,M,does_not_declare_ethnicity/nationality,2
2013,Број,ljubinje,Ж,does_not_declare_ethnicity/nationality,3
2013,Број,milici,Укупно,does_not_declare_ethnicity/nationality,7
2013,Број,milici,M,does_not_declare_ethnicity/nationality,3
2013,Број,milici,Ж,does_not_declare_ethnicity/nationality,4
2013,Број,modrica,Укупно,does_not_declare_ethnicity/nationality,156
2013,Број,modrica,M,does_not_declare_ethnicity/nationality,63
2013,Број,modrica,Ж,does_not_declare_ethnicity/nationality,93
2013,Број,mrkonjic_grad,Укупно,does_not_declare_ethnicity/nationality,35
2013,Број,mrkonjic_grad,M,does_not_declare_ethnicity/nationality,19
2013,Број,mrkonjic_grad,Ж,does_not_declare_ethnicity/nationality,16
2013,Број,nevesinje,Укупно,does_not_declare_ethnicity/nationality,18
2013,Број,nevesinje,M,does_not_declare_ethnicity/nationality,8
2013,Број,nevesinje,Ж,does_not_declare_ethnicity/nationality,10
2013,Број,novi_grad,Укупно,does_not_declare_ethnicity/nationality,137
2013,Број,novi_grad,M,does_not_declare_ethnicity/nationality,56
2013,Број,novi_grad,Ж,does_not_declare_ethnicity/nationality,81
2013,Број,novo_gorazde,Укупно,does_not_declare_ethnicity/nationality,6
2013,Број,novo_gorazde,M,does_not_declare_ethnicity/nationality,3
2013,Број,novo_gorazde,Ж,does_not_declare_ethnicity/nationality,3
2013,Број,osmaci,Укупно,does_not_declare_ethnicity/nationality,5
2013,Број,osmaci,M,does_not_declare_ethnicity/nationality,3
2013,Број,osmaci,Ж,does_not_declare_ethnicity/nationality,2
2013,Број,ostra_luka,Укупно,does_not_declare_ethnicity/nationality,12
2013,Број,ostra_luka,M,does_not_declare_ethnicity/nationality,4
2013,Број,ostra_luka,Ж,does_not_declare_ethnicity/nationality,8
2013,Број,pale,Укупно,does_not_declare_ethnicity/nationality,53
2013,Број,pale,M,does_not_declare_ethnicity/nationality,20
2013,Број,pale,Ж,does_not_declare_ethnicity/nationality,33
2013,Број,pelagicevo,Укупно,does_not_declare_ethnicity/nationality,3
2013,Број,pelagicevo,M,does_not_declare_ethnicity/nationality,1
2013,Број,pelagicevo,Ж,does_not_declare_ethnicity/nationality,2
2013,Број,petrovac,Укупно,does_not_declare_ethnicity/nationality,0
2013,Број,petrovac,M,does_not_declare_ethnicity/nationality,0
2013,Број,petrovac,Ж,does_not_declare_ethnicity/nationality,0
2013,Број,petrovo,Укупно,does_not_declare_ethnicity/nationality,21
2013,Број,petrovo,M,does_not_declare_ethnicity/nationality,10
2013,Број,petrovo,Ж,does_not_declare_ethnicity/nationality,11
2013,Број,grad_prijedor,Укупно,does_not_declare_ethnicity/nationality,718
2013,Број,grad_prijedor,M,does_not_declare_ethnicity/nationality,267
2013,Број,grad_prijedor,Ж,does_not_declare_ethnicity/nationality,451
2013,Број,prnjavor,Укупно,does_not_declare_ethnicity/nationality,225
2013,Број,prnjavor,M,does_not_declare_ethnicity/nationality,96
2013,Број,prnjavor,Ж,does_not_declare_ethnicity/nationality,129
2013,Број,ribnik,Укупно,does_not_declare_ethnicity/nationality,2
2013,Број,ribnik,M,does_not_declare_ethnicity/nationality,0
2013,Број,ribnik,Ж,does_not_declare_ethnicity/nationality,2
2013,Број,rogatica,Укупно,does_not_declare_ethnicity/nationality,12
2013,Број,rogatica,M,does_not_declare_ethnicity/nationality,7
2013,Број,rogatica,Ж,does_not_declare_ethnicity/nationality,5
2013,Број,rudo,Укупно,does_not_declare_ethnicity/nationality,5
2013,Број,rudo,M,does_not_declare_ethnicity/nationality,3
2013,Број,rudo,Ж,does_not_declare_ethnicity/nationality,2
2013,Број,sokolac,Укупно,does_not_declare_ethnicity/nationality,13
2013,Број,sokolac,M,does_not_declare_ethnicity/nationality,5
2013,Број,sokolac,Ж,does_not_declare_ethnicity/nationality,8
2013,Број,srbac,Укупно,does_not_declare_ethnicity/nationality,89
2013,Број,srbac,M,does_not_declare_ethnicity/nationality,45
2013,Број,srbac,Ж,does_not_declare_ethnicity/nationality,44
2013,Број,srebrenica,Укупно,does_not_declare_ethnicity/nationality,22
2013,Број,srebrenica,M,does_not_declare_ethnicity/nationality,10
2013,Број,srebrenica,Ж,does_not_declare_ethnicity/nationality,12
2013,Број,teslic,Укупно,does_not_declare_ethnicity/nationality,339
2013,Број,teslic,M,does_not_declare_ethnicity/nationality,136
2013,Број,teslic,Ж,does_not_declare_ethnicity/nationality,203
2013,Број,grad_trebinje,Укупно,does_not_declare_ethnicity/nationality,180
2013,Број,grad_trebinje,M,does_not_declare_ethnicity/nationality,77
2013,Број,grad_trebinje,Ж,does_not_declare_ethnicity/nationality,103
2013,Број,trnovo,Укупно,does_not_declare_ethnicity/nationality,9
2013,Број,trnovo,M,does_not_declare_ethnicity/nationality,4
2013,Број,trnovo,Ж,does_not_declare_ethnicity/nationality,5
2013,Број,ugljevik,Укупно,does_not_declare_ethnicity/nationality,21
2013,Број,ugljevik,M,does_not_declare_ethnicity/nationality,10
2013,Број,ugljevik,Ж,does_not_declare_ethnicity/nationality,11
2013,Број,foca,Укупно,does_not_declare_ethnicity/nationality,30
2013,Број,foca,M,does_not_declare_ethnicity/nationality,10
2013,Број,foca,Ж,does_not_declare_ethnicity/nationality,20
2013,Број,han_pijesak,Укупно,does_not_declare_ethnicity/nationality,3
2013,Број,han_pijesak,M,does_not_declare_ethnicity/nationality,1
2013,Број,han_pijesak,Ж,does_not_declare_ethnicity/nationality,2
2013,Број,cajnice,Укупно,does_not_declare_ethnicity/nationality,3
2013,Број,cajnice,M,does_not_declare_ethnicity/nationality,1
2013,Број,cajnice,Ж,does_not_declare_ethnicity/nationality,2
2013,Број,celinac,Укупно,does_not_declare_ethnicity/nationality,35
2013,Број,celinac,M,does_not_declare_ethnicity/nationality,16
2013,Број,celinac,Ж,does_not_declare_ethnicity/nationality,19
2013,Број,samac,Укупно,does_not_declare_ethnicity/nationality,141
2013,Број,samac,M,does_not_declare_ethnicity/nationality,57
2013,Број,samac,Ж,does_not_declare_ethnicity/nationality,84
2013,Број,sekovici,Укупно,does_not_declare_ethnicity/nationality,5
2013,Број,sekovici,M,does_not_declare_ethnicity/nationality,2
2013,Број,sekovici,Ж,does_not_declare_ethnicity/nationality,3
2013,Број,sipovo,Укупно,does_not_declare_ethnicity/nationality,24
2013,Број,sipovo,M,does_not_declare_ethnicity/nationality,12
2013,Број,sipovo,Ж,does_not_declare_ethnicity/nationality,12
2013,Број,republika_srpska,Укупно,unknown_ethnicity/nationality,1997
2013,Број,republika_srpska,M,unknown_ethnicity/nationality,916
2013,Број,republika_srpska,Ж,unknown_ethnicity/nationality,1081
2013,Број,grad_banja_luka,Укупно,unknown_ethnicity/nationality,328
2013,Број,grad_banja_luka,M,unknown_ethnicity/nationality,153
2013,Број,grad_banja_luka,Ж,unknown_ethnicity/nationality,175
2013,Број,berkovici,Укупно,unknown_ethnicity/nationality,1
2013,Број,berkovici,M,unknown_ethnicity/nationality,0
2013,Број,berkovici,Ж,unknown_ethnicity/nationality,1
2013,Број,grad_bijeljina,Укупно,unknown_ethnicity/nationality,90
2013,Број,grad_bijeljina,M,unknown_ethnicity/nationality,37
2013,Број,grad_bijeljina,Ж,unknown_ethnicity/nationality,53
2013,Број,bileca,Укупно,unknown_ethnicity/nationality,11
2013,Број,bileca,M,unknown_ethnicity/nationality,4
2013,Број,bileca,Ж,unknown_ethnicity/nationality,7
2013,Број,bratunac,Укупно,unknown_ethnicity/nationality,35
2013,Број,bratunac,M,unknown_ethnicity/nationality,16
2013,Број,bratunac,Ж,unknown_ethnicity/nationality,19
2013,Број,brod,Укупно,unknown_ethnicity/nationality,29
2013,Број,brod,M,unknown_ethnicity/nationality,12
2013,Број,brod,Ж,unknown_ethnicity/nationality,17
2013,Број,visegrad,Укупно,unknown_ethnicity/nationality,177
2013,Број,visegrad,M,unknown_ethnicity/nationality,2
2013,Број,visegrad,Ж,unknown_ethnicity/nationality,175
2013,Број,vlasenica,Укупно,unknown_ethnicity/nationality,29
2013,Број,vlasenica,M,unknown_ethnicity/nationality,13
2013,Број,vlasenica,Ж,unknown_ethnicity/nationality,16
2013,Број,vukosavlje,Укупно,unknown_ethnicity/nationality,14
2013,Број,vukosavlje,M,unknown_ethnicity/nationality,3
2013,Број,vukosavlje,Ж,unknown_ethnicity/nationality,11
2013,Број,gacko,Укупно,unknown_ethnicity/nationality,6
2013,Број,gacko,M,unknown_ethnicity/nationality,1
2013,Број,gacko,Ж,unknown_ethnicity/nationality,5
2013,Број,grad_gradiska,Укупно,unknown_ethnicity/nationality,42
2013,Број,grad_gradiska,M,unknown_ethnicity/nationality,19
2013,Број,grad_gradiska,Ж,unknown_ethnicity/nationality,23
2013,Број,grad_derventa,Укупно,unknown_ethnicity/nationality,54
2013,Број,grad_derventa,M,unknown_ethnicity/nationality,24
2013,Број,grad_derventa,Ж,unknown_ethnicity/nationality,30
2013,Број,grad_doboj,Укупно,unknown_ethnicity/nationality,163
2013,Број,grad_doboj,M,unknown_ethnicity/nationality,61
2013,Број,grad_doboj,Ж,unknown_ethnicity/nationality,102
2013,Број,donji_zabar,Укупно,unknown_ethnicity/nationality,2
2013,Број,donji_zabar,M,unknown_ethnicity/nationality,1
2013,Број,donji_zabar,Ж,unknown_ethnicity/nationality,1
2013,Број,grad_zvornik,Укупно,unknown_ethnicity/nationality,97
2013,Број,grad_zvornik,M,unknown_ethnicity/nationality,42
2013,Број,grad_zvornik,Ж,unknown_ethnicity/nationality,55
2013,Број,istocna_ilidza,Укупно,unknown_ethnicity/nationality,10
2013,Број,istocna_ilidza,M,unknown_ethnicity/nationality,5
2013,Број,istocna_ilidza,Ж,unknown_ethnicity/nationality,5
2013,Број,istocni_drvar,Укупно,unknown_ethnicity/nationality,0
2013,Број,istocni_drvar,M,unknown_ethnicity/nationality,0
2013,Број,istocni_drvar,Ж,unknown_ethnicity/nationality,0
2013,Број,istocni_mostar,Укупно,unknown_ethnicity/nationality,2
2013,Број,istocni_mostar,M,unknown_ethnicity/nationality,1
2013,Број,istocni_mostar,Ж,unknown_ethnicity/nationality,1
2013,Број,istocni_stari_grad,Укупно,unknown_ethnicity/nationality,1
2013,Број,istocni_stari_grad,M,unknown_ethnicity/nationality,1
2013,Број,istocni_stari_grad,Ж,unknown_ethnicity/nationality,0
2013,Број,istocno_novo_sarajevo,Укупно,unknown_ethnicity/nationality,3
2013,Број,istocno_novo_sarajevo,M,unknown_ethnicity/nationality,0
2013,Број,istocno_novo_sarajevo,Ж,unknown_ethnicity/nationality,3
2013,Број,jezero,Укупно,unknown_ethnicity/nationality,1
2013,Број,jezero,M,unknown_ethnicity/nationality,1
2013,Број,jezero,Ж,unknown_ethnicity/nationality,0
2013,Број,kalinovik,Укупно,unknown_ethnicity/nationality,0
2013,Број,kalinovik,M,unknown_ethnicity/nationality,0
2013,Број,kalinovik,Ж,unknown_ethnicity/nationality,0
2013,Број,knezevo,Укупно,unknown_ethnicity/nationality,4
2013,Број,knezevo,M,unknown_ethnicity/nationality,3
2013,Број,knezevo,Ж,unknown_ethnicity/nationality,1
2013,Број,kozarska_dubica,Укупно,unknown_ethnicity/nationality,12
2013,Број,kozarska_dubica,M,unknown_ethnicity/nationality,5
2013,Број,kozarska_dubica,Ж,unknown_ethnicity/nationality,7
2013,Број,kostajnica,Укупно,unknown_ethnicity/nationality,2
2013,Број,kostajnica,M,unknown_ethnicity/nationality,0
2013,Број,kostajnica,Ж,unknown_ethnicity/nationality,2
2013,Број,kotor_varos,Укупно,unknown_ethnicity/nationality,19
2013,Број,kotor_varos,M,unknown_ethnicity/nationality,14
2013,Број,kotor_varos,Ж,unknown_ethnicity/nationality,5
2013,Број,krupa_na_uni,Укупно,unknown_ethnicity/nationality,0
2013,Број,krupa_na_uni,M,unknown_ethnicity/nationality,0
2013,Број,krupa_na_uni,Ж,unknown_ethnicity/nationality,0
2013,Број,kupres,Укупно,unknown_ethnicity/nationality,0
2013,Број,kupres,M,unknown_ethnicity/nationality,0
2013,Број,kupres,Ж,unknown_ethnicity/nationality,0
2013,Број,laktasi,Укупно,unknown_ethnicity/nationality,46
2013,Број,laktasi,M,unknown_ethnicity/nationality,20
2013,Број,laktasi,Ж,unknown_ethnicity/nationality,26
2013,Број,lopare,Укупно,unknown_ethnicity/nationality,10
2013,Број,lopare,M,unknown_ethnicity/nationality,6
2013,Број,lopare,Ж,unknown_ethnicity/nationality,4
2013,Број,ljubinje,Укупно,unknown_ethnicity/nationality,2
2013,Број,ljubinje,M,unknown_ethnicity/nationality,1
2013,Број,ljubinje,Ж,unknown_ethnicity/nationality,1
2013,Број,milici,Укупно,unknown_ethnicity/nationality,8
2013,Број,milici,M,unknown_ethnicity/nationality,3
2013,Број,milici,Ж,unknown_ethnicity/nationality,5
2013,Број,modrica,Укупно,unknown_ethnicity/nationality,116
2013,Број,modrica,M,unknown_ethnicity/nationality,62
2013,Број,modrica,Ж,unknown_ethnicity/nationality,54
2013,Број,mrkonjic_grad,Укупно,unknown_ethnicity/nationality,12
2013,Број,mrkonjic_grad,M,unknown_ethnicity/nationality,6
2013,Број,mrkonjic_grad,Ж,unknown_ethnicity/nationality,6
2013,Број,nevesinje,Укупно,unknown_ethnicity/nationality,7
2013,Број,nevesinje,M,unknown_ethnicity/nationality,2
2013,Број,nevesinje,Ж,unknown_ethnicity/nationality,5
2013,Број,novi_grad,Укупно,unknown_ethnicity/nationality,24
2013,Број,novi_grad,M,unknown_ethnicity/nationality,13
2013,Број,novi_grad,Ж,unknown_ethnicity/nationality,11
2013,Број,novo_gorazde,Укупно,unknown_ethnicity/nationality,7
2013,Број,novo_gorazde,M,unknown_ethnicity/nationality,2
2013,Број,novo_gorazde,Ж,unknown_ethnicity/nationality,5
2013,Број,osmaci,Укупно,unknown_ethnicity/nationality,4
2013,Број,osmaci,M,unknown_ethnicity/nationality,2
2013,Број,osmaci,Ж,unknown_ethnicity/nationality,2
2013,Број,ostra_luka,Укупно,unknown_ethnicity/nationality,3
2013,Број,ostra_luka,M,unknown_ethnicity/nationality,2
2013,Број,ostra_luka,Ж,unknown_ethnicity/nationality,1
2013,Број,pale,Укупно,unknown_ethnicity/nationality,13
2013,Број,pale,M,unknown_ethnicity/nationality,9
2013,Број,pale,Ж,unknown_ethnicity/nationality,4
2013,Број,pelagicevo,Укупно,unknown_ethnicity/nationality,5
2013,Број,pelagicevo,M,unknown_ethnicity/nationality,1
2013,Број,pelagicevo,Ж,unknown_ethnicity/nationality,4
2013,Број,petrovac,Укупно,unknown_ethnicity/nationality,0
2013,Број,petrovac,M,unknown_ethnicity/nationality,0
2013,Број,petrovac,Ж,unknown_ethnicity/nationality,0
2013,Број,petrovo,Укупно,unknown_ethnicity/nationality,4
2013,Број,petrovo,M,unknown_ethnicity/nationality,2
2013,Број,petrovo,Ж,unknown_ethnicity/nationality,2
2013,Број,grad_prijedor,Укупно,unknown_ethnicity/nationality,369
2013,Број,grad_prijedor,M,unknown_ethnicity/nationality,257
2013,Број,grad_prijedor,Ж,unknown_ethnicity/nationality,112
2013,Број,prnjavor,Укупно,unknown_ethnicity/nationality,30
2013,Број,prnjavor,M,unknown_ethnicity/nationality,10
2013,Број,prnjavor,Ж,unknown_ethnicity/nationality,20
2013,Број,ribnik,Укупно,unknown_ethnicity/nationality,2
2013,Број,ribnik,M,unknown_ethnicity/nationality,2
2013,Број,ribnik,Ж,unknown_ethnicity/nationality,0
2013,Број,rogatica,Укупно,unknown_ethnicity/nationality,5
2013,Број,rogatica,M,unknown_ethnicity/nationality,2
2013,Број,rogatica,Ж,unknown_ethnicity/nationality,3
2013,Број,rudo,Укупно,unknown_ethnicity/nationality,3
2013,Број,rudo,M,unknown_ethnicity/nationality,0
2013,Број,rudo,Ж,unknown_ethnicity/nationality,3
2013,Број,sokolac,Укупно,unknown_ethnicity/nationality,18
2013,Број,sokolac,M,unknown_ethnicity/nationality,5
2013,Број,sokolac,Ж,unknown_ethnicity/nationality,13
2013,Број,srbac,Укупно,unknown_ethnicity/nationality,29
2013,Број,srbac,M,unknown_ethnicity/nationality,11
2013,Број,srbac,Ж,unknown_ethnicity/nationality,18
2013,Број,srebrenica,Укупно,unknown_ethnicity/nationality,14
2013,Број,srebrenica,M,unknown_ethnicity/nationality,8
2013,Број,srebrenica,Ж,unknown_ethnicity/nationality,6
2013,Број,teslic,Укупно,unknown_ethnicity/nationality,44
2013,Број,teslic,M,unknown_ethnicity/nationality,23
2013,Број,teslic,Ж,unknown_ethnicity/nationality,21
2013,Број,grad_trebinje,Укупно,unknown_ethnicity/nationality,19
2013,Број,grad_trebinje,M,unknown_ethnicity/nationality,11
2013,Број,grad_trebinje,Ж,unknown_ethnicity/nationality,8
2013,Број,trnovo,Укупно,unknown_ethnicity/nationality,0
2013,Број,trnovo,M,unknown_ethnicity/nationality,0
2013,Број,trnovo,Ж,unknown_ethnicity/nationality,0
2013,Број,ugljevik,Укупно,unknown_ethnicity/nationality,13
2013,Број,ugljevik,M,unknown_ethnicity/nationality,11
2013,Број,ugljevik,Ж,unknown_ethnicity/nationality,2
2013,Број,foca,Укупно,unknown_ethnicity/nationality,12
2013,Број,foca,M,unknown_ethnicity/nationality,5
2013,Број,foca,Ж,unknown_ethnicity/nationality,7
2013,Број,han_pijesak,Укупно,unknown_ethnicity/nationality,0
2013,Број,han_pijesak,M,unknown_ethnicity/nationality,0
2013,Број,han_pijesak,Ж,unknown_ethnicity/nationality,0
2013,Број,cajnice,Укупно,unknown_ethnicity/nationality,5
2013,Број,cajnice,M,unknown_ethnicity/nationality,2
2013,Број,cajnice,Ж,unknown_ethnicity/nationality,3
2013,Број,celinac,Укупно,unknown_ethnicity/nationality,9
2013,Број,celinac,M,unknown_ethnicity/nationality,4
