Year,UNIT_MEASURE,Пол,Value
2016,Број,Укупно,794
2016,Број,M,15
2016,Број,Ж,779
2017,Број,Укупно,843
2017,Број,M,16
2017,Број,Ж,827
2018,Број,Укупно,1010
2018,Број,M,17
2018,Број,Ж,993
2019,Број,Укупно,1144
2019,Број,M,18
2019,Број,Ж,1126
2020,Број,Укупно,1212
2020,Број,M,15
2020,Број,Ж,1197
2021,Број,Укупно,1338
2021,Број,M,24
2021,Број,Ж,1314
2022,Број,Укупно,1482
2022,Број,M,23
2022,Број,Ж,1459
