Year,UNIT_MEASURE,ADMIN_AREA,Пол,Literacy,Value
2013,Број,sokolac,Ж,unknown_literacy,40.0
2013,Број,srbac,Укупно,unknown_literacy,250.0
2013,Број,srbac,M,unknown_literacy,90.0
2013,Број,srbac,Ж,unknown_literacy,160.0
2013,Број,srebrenica,Укупно,unknown_literacy,134.0
2013,Број,srebrenica,M,unknown_literacy,26.0
2013,Број,srebrenica,Ж,unknown_literacy,108.0
2013,Број,teslic,Укупно,unknown_literacy,346.0
2013,Број,teslic,M,unknown_literacy,124.0
2013,Број,teslic,Ж,unknown_literacy,222.0
2013,Број,grad_trebinje,Укупно,unknown_literacy,188.0
2013,Број,grad_trebinje,M,unknown_literacy,59.0
2013,Број,grad_trebinje,Ж,unknown_literacy,129.0
2013,Број,trnovo,Укупно,unknown_literacy,12.0
2013,Број,trnovo,M,unknown_literacy,4.0
2013,Број,trnovo,Ж,unknown_literacy,8.0
2013,Број,ugljevik,Укупно,unknown_literacy,98.0
2013,Број,ugljevik,M,unknown_literacy,37.0
2013,Број,ugljevik,Ж,unknown_literacy,61.0
2013,Број,foca,Укупно,unknown_literacy,128.0
2013,Број,foca,M,unknown_literacy,51.0
2013,Број,foca,Ж,unknown_literacy,77.0
2013,Број,han_pijesak,Укупно,unknown_literacy,13.0
2013,Број,han_pijesak,M,unknown_literacy,4.0
2013,Број,han_pijesak,Ж,unknown_literacy,9.0
2013,Број,cajnice,Укупно,unknown_literacy,24.0
2013,Број,cajnice,M,unknown_literacy,9.0
2013,Број,cajnice,Ж,unknown_literacy,15.0
2013,Број,celinac,Укупно,unknown_literacy,126.0
2013,Број,celinac,M,unknown_literacy,54.0
2013,Број,celinac,Ж,unknown_literacy,72.0
2013,Број,samac,Укупно,unknown_literacy,185.0
2013,Број,samac,M,unknown_literacy,64.0
2013,Број,samac,Ж,unknown_literacy,121.0
2013,Број,sekovici,Укупно,unknown_literacy,65.0
2013,Број,sekovici,M,unknown_literacy,27.0
2013,Број,sekovici,Ж,unknown_literacy,38.0
2013,Број,sipovo,Укупно,unknown_literacy,72.0
2013,Број,sipovo,M,unknown_literacy,29.0
2013,Број,sipovo,Ж,unknown_literacy,43.0
