Year,UNIT_MEASURE,Value
2005,Број,28
2006,Број,32
2007,Број,37
2008,Број,41
2009,Број,44
2010,Број,46
2011,Број,46
2012,Број,48
2013,Број,48
2014,Број,48
2015,Број,59
2016,Број,61
2017,Број,58
2018,Број,58
