Year,UNIT_MEASURE,Пол,Value
2016,Број,Укупно,2550
2017,Број,Укупно,2737
2018,Број,Укупно,3170
2019,Број,Укупно,3601
2020,Број,Укупно,3565
2016,Број,M,1085
2017,Број,M,1110
2018,Број,M,1260
2019,Број,M,1358
2020,Број,M,1340
2016,Број,Ж,1465
2017,Број,Ж,1627
2018,Број,Ж,1910
2019,Број,Ж,2243
2020,Број,Ж,2225
2021,Број,Укупно,3982
2021,Број,M,1509
2021,Број,Ж,2473
2022,Број,Укупно,4317
2022,Број,M,1597
2022,Број,Ж,2720
2023,Број,Укупно,3909
2023,Број,M,1453
2023,Број,Ж,2456
