Year,UNIT_MEASURE,Пол,Value
2016,Број,Укупно,3820
2016,Број,M,1423
2016,Број,Ж,2397
2017,Број,Укупно,3771
2017,Број,M,1398
2017,Број,Ж,2373
2018,Број,Укупно,3888
2018,Број,M,1420
2018,Број,Ж,2468
2019,Број,Укупно,3944
2019,Број,M,1458
2019,Број,Ж,2486
2020,Број,Укупно,3945
2020,Број,M,1462
2020,Број,Ж,2483
