Year,UNIT_MEASURE,Пол,Value
2016,Број,Укупно,47
2017,Број,Укупно,54
2018,Број,Укупно,43
2019,Број,Укупно,42
2020,Број,Укупно,64
2021,Број,Укупно,40
2016,Број,M,20
2017,Број,M,37
2018,Број,M,28
2019,Број,M,26
2020,Број,M,34
2021,Број,M,21
2016,Број,Ж,27
2017,Број,Ж,17
2018,Број,Ж,15
2019,Број,Ж,16
2020,Број,Ж,30
2021,Број,Ж,19
2022,Број,Укупно,67
2022,Број,M,34
2022,Број,Ж,33
2023,Број,Укупно,26
2023,Број,M,13
2023,Број,Ж,13
2024,Број,Укупно,19
2024,Број,M,11
2024,Број,Ж,8
