Year,UNIT_MEASURE,Пол,Value
2013,Старост,Укупно,41.63
2014,Старост,Укупно,41.91
2015,Старост,Укупно,42.18
2016,Старост,Укупно,42.44
2017,Старост,Укупно,42.7
2018,Старост,Укупно,42.94
2019,Старост,Укупно,43.17
2020,Старост,Укупно,43.37
2021,Старост,Укупно,43.54
2022,Старост,Укупно,43.68
2023,Старост,Укупно,43.9
