Year,UNIT_MEASURE,Пол,AGE,Value
2050,Број,Ж,45-49,26839
2050,Број,Ж,50-54,31222
2050,Број,Ж,55-59,30951
2050,Број,Ж,60-64,33964
2050,Број,Ж,65-69,36415
2050,Број,Ж,70-74,35158
2050,Број,Ж,75-79,30519
2050,Број,Ж,80-84,24988
2050,Број,Ж,85-89,19836
2050,Број,Ж,90-94,11022
2050,Број,Ж,95-99,3791
2050,Број,Ж,100-104,610
2050,Број,Ж,105-109,33
2050,Број,Ж,110-114,1
2050,Број,Ж,115-119,0
2050,Број,Ж,120+,0
2055,Број,Ж,_T,452531
2055,Број,Ж,0,3070
2055,Број,Ж,1-4,12565
2055,Број,Ж,5-9,16400
2055,Број,Ж,10-14,17280
2055,Број,Ж,15-19,18227
2055,Број,Ж,20-24,19382
2055,Број,Ж,25-29,20619
2055,Број,Ж,30-34,21921
2055,Број,Ж,35-39,22937
2055,Број,Ж,40-44,24257
2055,Број,Ж,45-49,26874
2055,Број,Ж,50-54,26703
2055,Број,Ж,55-59,30927
2055,Број,Ж,60-64,30570
2055,Број,Ж,65-69,33219
2055,Број,Ж,70-74,34840
2055,Број,Ж,75-79,32149
2055,Број,Ж,80-84,25724
2055,Број,Ж,85-89,18161
2055,Број,Ж,90-94,11340
2055,Број,Ж,95-99,4380
2055,Број,Ж,100-104,909
2055,Број,Ж,105-109,76
2055,Број,Ж,110-114,2
2055,Број,Ж,115-119,0
2055,Број,Ж,120+,0
2060,Број,Ж,_T,433137
2060,Број,Ж,0,2933
2060,Број,Ж,1-4,12021
2060,Број,Ж,5-9,15674
2060,Број,Ж,10-14,16419
2060,Број,Ж,15-19,17286
2060,Број,Ж,20-24,18312
2060,Број,Ж,25-29,19477
2060,Број,Ж,30-34,20717
2060,Број,Ж,35-39,22049
2060,Број,Ж,40-44,23005
2060,Број,Ж,45-49,24234
2060,Број,Ж,50-54,26739
2060,Број,Ж,55-59,26495
2060,Број,Ж,60-64,30550
2060,Број,Ж,65-69,29984
2060,Број,Ж,70-74,31890
2060,Број,Ж,75-79,32048
2060,Број,Ж,80-84,27390
2060,Број,Ж,85-89,19173
2060,Број,Ж,90-94,10750
2060,Број,Ж,95-99,4745
2060,Број,Ж,100-104,1120
2060,Број,Ж,105-109,120
2060,Број,Ж,110-114,4
2060,Број,Ж,115-119,0
2060,Број,Ж,120+,0
2065,Број,Ж,_T,414299
2065,Број,Ж,0,2795
2065,Број,Ж,1-4,11465
2065,Број,Ж,5-9,14992
2065,Број,Ж,10-14,15693
2065,Број,Ж,15-19,16426
2065,Број,Ж,20-24,17370
2065,Број,Ж,25-29,18410
2065,Број,Ж,30-34,19577
2065,Број,Ж,35-39,20844
2065,Број,Ж,40-44,22116
2065,Број,Ж,45-49,22991
2065,Број,Ж,50-54,24130
2065,Број,Ж,55-59,26536
2065,Број,Ж,60-64,26236
2065,Број,Ж,65-69,29978
2065,Број,Ж,70-74,28901
2065,Број,Ж,75-79,29501
2065,Број,Ж,80-84,27590
2065,Број,Ж,85-89,20795
2065,Број,Ж,90-94,11795
2065,Број,Ж,95-99,4708
2065,Број,Ж,100-104,1286
2065,Број,Ж,105-109,157
2065,Број,Ж,110-114,7
2065,Број,Ж,115-119,0
2065,Број,Ж,120+,0
2070,Број,Ж,_T,395667
2070,Број,Ж,0,2665
2070,Број,Ж,1-4,10926
2070,Број,Ж,5-9,14295
2070,Број,Ж,10-14,15009
2070,Број,Ж,15-19,15699
2070,Број,Ж,20-24,16506
2070,Број,Ж,25-29,17464
2070,Број,Ж,30-34,18506
2070,Број,Ж,35-39,19700
2070,Број,Ж,40-44,20911
2070,Број,Ж,45-49,22102
2070,Број,Ж,50-54,22900
2070,Број,Ж,55-59,23967
2070,Број,Ж,60-64,26282
2070,Број,Ж,65-69,25821
2070,Број,Ж,70-74,28932
2070,Број,Ж,75-79,26913
2070,Број,Ж,80-84,25635
2070,Број,Ж,85-89,21305
2070,Број,Ж,90-94,13153
2070,Број,Ж,95-99,5436
2070,Број,Ж,100-104,1340
2070,Број,Ж,105-109,191
2070,Број,Ж,110-114,9
2070,Број,Ж,115-119,0
2070,Број,Ж,120+,0
