Year,UNIT_MEASURE,Value
2005,Број,3
2007,Број,3
2008,Број,4
2009,Број,5
2010,Број,4
2011,Број,2
2012,Број,4
2013,Број,3
2014,Број,1
2015,Број,0
2016,Број,3
2017,Број,1
2018,Број,8
