Year,UNIT_MEASURE,Старост,Пол,Value
2020,Број,43,Оба пола,16318
2020,Број,44,Оба пола,16195
2020,Број,45,Оба пола,15656
2020,Број,46,Оба пола,15435
2020,Број,47,Оба пола,15454
2020,Број,48,Оба пола,15286
2020,Број,49,Оба пола,14612
2020,Број,50,Оба пола,14528
2020,Број,51,Оба пола,15029
2020,Број,52,Оба пола,15463
2020,Број,53,Оба пола,16032
2020,Број,54,Оба пола,16652
2020,Број,55,Оба пола,16684
2020,Број,56,Оба пола,16564
2020,Број,57,Оба пола,17179
2020,Број,58,Оба пола,17522
2020,Број,59,Оба пола,17617
2020,Број,60,Оба пола,17645
2020,Број,61,Оба пола,17753
2020,Број,62,Оба пола,17154
2020,Број,63,Оба пола,17084
2020,Број,64,Оба пола,17645
2020,Број,65,Оба пола,18029
2020,Број,66,Оба пола,17717
2020,Број,67,Оба пола,17132
2020,Број,68,Оба пола,15759
2020,Број,69,Оба пола,14514
2020,Број,70,Оба пола,14650
2020,Број,71,Оба пола,13554
2020,Број,72,Оба пола,12408
2020,Број,73,Оба пола,11573
2020,Број,74,Оба пола,9450
2020,Број,75,Оба пола,7782
2020,Број,76,Оба пола,7688
2020,Број,77,Оба пола,7710
2020,Број,78,Оба пола,7901
2020,Број,79,Оба пола,8437
2020,Број,80,Оба пола,8250
2020,Број,81,Оба пола,7494
2020,Број,82,Оба пола,6771
2020,Број,83,Оба пола,5963
2020,Број,84,Оба пола,5003
2020,Број,85,Оба пола,4175
2020,Број,86,Оба пола,3483
2020,Број,87,Оба пола,2760
2020,Број,88,Оба пола,2054
2020,Број,89,Оба пола,1693
2020,Број,90 +,Оба пола,4022
2020,Број,Укупно,M,557422
2020,Број,0,M,4842
2020,Број,1,M,4961
2020,Број,2,M,4929
2020,Број,3,M,4871
2020,Број,4,M,4876
2020,Број,5,M,4920
2020,Број,6,M,4973
2020,Број,7,M,5166
2020,Број,8,M,5353
2020,Број,9,M,5442
2020,Број,10,M,5747
2020,Број,11,M,5813
2020,Број,12,M,5575
2020,Број,13,M,5424
2020,Број,14,M,5475
2020,Број,15,M,5626
2020,Број,16,M,5629
2020,Број,17,M,5650
2020,Број,18,M,5921
2020,Број,19,M,6055
2020,Број,20,M,6070
2020,Број,21,M,6412
2020,Број,22,M,7103
2020,Број,23,M,7413
2020,Број,24,M,7375
2020,Број,25,M,7407
2020,Број,26,M,6814
2020,Број,27,M,6278
2020,Број,28,M,6819
2020,Број,29,M,7225
2020,Број,30,M,7156
2020,Број,31,M,7410
2020,Број,32,M,7652
2020,Број,33,M,7616
2020,Број,34,M,7797
2020,Број,35,M,8123
2020,Број,36,M,8284
2020,Број,37,M,8272
2020,Број,38,M,8193
2020,Број,39,M,8171
2020,Број,40,M,8111
2020,Број,41,M,8147
2020,Број,42,M,8218
2020,Број,43,M,8302
2020,Број,44,M,8263
2020,Број,45,M,8047
2020,Број,46,M,7912
2020,Број,47,M,7898
2020,Број,48,M,7810
2020,Број,49,M,7416
2020,Број,50,M,7406
2020,Број,51,M,7593
2020,Број,52,M,7717
2020,Број,53,M,7971
2020,Број,54,M,8263
2020,Број,55,M,8246
2020,Број,56,M,8066
2020,Број,57,M,8310
2020,Број,58,M,8501
2020,Број,59,M,8530
2020,Број,60,M,8463
2020,Број,61,M,8418
2020,Број,62,M,8102
2020,Број,63,M,8047
2020,Број,64,M,8280
2020,Број,65,M,8439
2020,Број,66,M,8261
2020,Број,67,M,7884
2020,Број,68,M,7187
2020,Број,69,M,6551
2020,Број,70,M,6554
2020,Број,71,M,5997
2020,Број,72,M,5356
2020,Број,73,M,4976
2020,Број,74,M,4007
2020,Број,75,M,3273
2020,Број,76,M,3137
2020,Број,77,M,3129
2020,Број,78,M,3188
2020,Број,79,M,3335
2020,Број,80,M,3206
2020,Број,81,M,2890
2020,Број,82,M,2621
2020,Број,83,M,2263
2020,Број,84,M,1863
2020,Број,85,M,1507
2020,Број,86,M,1232
2020,Број,87,M,966
2020,Број,88,M,721
2020,Број,89,M,593
2020,Број,90 +,M,1411
2020,Број,Укупно,Ж,578852
2020,Број,0,Ж,4352
2020,Број,1,Ж,4441
2020,Број,2,Ж,4501
2020,Број,3,Ж,4490
2020,Број,4,Ж,4503
2020,Број,5,Ж,4490
2020,Број,6,Ж,4555
2020,Број,7,Ж,4919
2020,Број,8,Ж,5122
2020,Број,9,Ж,5200
2020,Број,10,Ж,5380
2020,Број,11,Ж,5394
2020,Број,12,Ж,5334
2020,Број,13,Ж,5259
2020,Број,14,Ж,5223
2020,Број,15,Ж,5200
2020,Број,16,Ж,5269
2020,Број,17,Ж,5351
2020,Број,18,Ж,5401
2020,Број,19,Ж,5620
2020,Број,20,Ж,5775
2020,Број,21,Ж,6019
2020,Број,22,Ж,6568
2020,Број,23,Ж,6858
2020,Број,24,Ж,6947
2020,Број,25,Ж,6832
2020,Број,26,Ж,5981
2020,Број,27,Ж,5515
2020,Број,28,Ж,6097
2020,Број,29,Ж,6544
2020,Број,30,Ж,6634
2020,Број,31,Ж,6909
2020,Број,32,Ж,7187
2020,Број,33,Ж,7375
2020,Број,34,Ж,7510
2020,Број,35,Ж,7647
2020,Број,36,Ж,7810
2020,Број,37,Ж,7940
2020,Број,38,Ж,7958
2020,Број,39,Ж,7919
2020,Број,40,Ж,7865
2020,Број,41,Ж,7767
2020,Број,42,Ж,7820
2020,Број,43,Ж,8016
2020,Број,44,Ж,7932
2020,Број,45,Ж,7609
2020,Број,46,Ж,7523
2020,Број,47,Ж,7556
2020,Број,48,Ж,7476
2020,Број,49,Ж,7196
2020,Број,50,Ж,7122
2020,Број,51,Ж,7436
2020,Број,52,Ж,7746
2020,Број,53,Ж,8061
2020,Број,54,Ж,8389
2020,Број,55,Ж,8438
2020,Број,56,Ж,8498
2020,Број,57,Ж,8869
2020,Број,58,Ж,9021
2020,Број,59,Ж,9087
2020,Број,60,Ж,9182
2020,Број,61,Ж,9335
2020,Број,62,Ж,9052
2020,Број,63,Ж,9037
2020,Број,64,Ж,9365
2020,Број,65,Ж,9590
2020,Број,66,Ж,9456
2020,Број,67,Ж,9248
2020,Број,68,Ж,8572
2020,Број,69,Ж,7963
2020,Број,70,Ж,8096
2020,Број,71,Ж,7557
2020,Број,72,Ж,7052
2020,Број,73,Ж,6597
2020,Број,74,Ж,5443
2020,Број,75,Ж,4509
2020,Број,76,Ж,4551
2020,Број,77,Ж,4581
2020,Број,78,Ж,4713
2020,Број,79,Ж,5102
2020,Број,80,Ж,5044
2020,Број,81,Ж,4604
2020,Број,82,Ж,4150
2020,Број,83,Ж,3700
2020,Број,84,Ж,3140
2020,Број,85,Ж,2668
2020,Број,86,Ж,2251
2020,Број,87,Ж,1794
2020,Број,88,Ж,1333
2020,Број,89,Ж,1100
2020,Број,90 +,Ж,2611
