Year,UNIT_MEASURE,Пол,Value
2016,Број,Укупно,8179
2016,Број,M,2431
2016,Број,Ж,5748
2017,Број,Укупно,8194
2017,Број,M,2383
2017,Број,Ж,5811
2018,Број,Укупно,8217
2018,Број,M,2344
2018,Број,Ж,5873
2019,Број,Укупно,8212
2019,Број,M,2303
2019,Број,Ж,5909
2020,Број,Укупно,8199
2020,Број,M,2256
2020,Број,Ж,5943
2021,Број,Укупно,8177
2021,Број,M,2207
2021,Број,Ж,5970
2022,Број,Укупно,7724
2022,Број,M,2114
2022,Број,Ж,5610
2023,Број,Укупно,7878
2023,Број,M,2119
2023,Број,Ж,5759
