Year,UNIT_MEASURE,Value
1997,Број,0.42
1998,Број,1.59
1999,Број,0.5
2000,Број,0.0
2001,Број,0.42
2002,Број,0.33
2003,Број,0.34
2004,Број,0.08
2005,Број,0.0
2006,Број,0.35
2007,Број,0.07
2008,Број,0.0
2009,Број,0.28
2010,Број,0.28
2011,Број,0.35
2012,Број,0.56
2013,Број,0.56
2014,Број,0.14
2015,Број,0.17
2016,Број,0.6
2017,Број,0.43
2018,Број,0.44
2019,Број,0.4
2020,Број,0.25
2021,Број,1.4
2022,Број,1.8
