Year,UNIT_MEASURE,Value
2003,Старост,23.7
2004,Старост,24.6
2005,Старост,24.9
2006,Старост,25.0
2007,Старост,25.0
2008,Старост,25.4
2009,Старост,25.6
2010,Старост,25.9
2011,Старост,26.3
2012,Старост,26.4
2013,Старост,26.7
2014,Старост,26.9
2015,Старост,27.2
2016,Старост,26.9
2017,Старост,27.3
2018,Старост,27.6
2019,Старост,27.8
2020,Старост,27.9
2021,Старост,28.2
2022,Старост,27.7
2023,Старост,28.1
