Year,UNIT_MEASURE,Value
2009,Број,194
2010,Број,205
2011,Број,218
2012,Број,227
2013,Број,252
2014,Број,238
2015,Број,264
2016,Број,272
2017,Број,288
2018,Број,277
2019,Број,299
2020,Број,284
2021,Број,281
