Year,UNIT_MEASURE,Municipality,Spol,AGE,Value
2013,Broj,vukosavlje,M,55-59,145
2013,Broj,vukosavlje,Ž,55-59,133
2013,Broj,gacko,Oba spola,55-59,697
2013,Broj,gacko,M,55-59,367
2013,Broj,gacko,Ž,55-59,330
2013,Broj,grad_gradiska,Oba spola,55-59,4132
2013,Broj,grad_gradiska,M,55-59,1980
2013,Broj,grad_gradiska,Ž,55-59,2152
2013,Broj,grad_derventa,Oba spola,55-59,1818
2013,Broj,grad_derventa,M,55-59,883
2013,Broj,grad_derventa,Ž,55-59,935
2013,Broj,grad_doboj,Oba spola,55-59,5439
2013,Broj,grad_doboj,M,55-59,2583
2013,Broj,grad_doboj,Ž,55-59,2856
2013,Broj,donji_zabar,Oba spola,55-59,246
2013,Broj,donji_zabar,M,55-59,130
2013,Broj,donji_zabar,Ž,55-59,116
2013,Broj,grad_zvornik,Oba spola,55-59,4224
2013,Broj,grad_zvornik,M,55-59,2050
2013,Broj,grad_zvornik,Ž,55-59,2174
2013,Broj,istocna_ilidza,Oba spola,55-59,1312
2013,Broj,istocna_ilidza,M,55-59,613
2013,Broj,istocna_ilidza,Ž,55-59,699
2013,Broj,istocni_drvar,Oba spola,55-59,9
2013,Broj,istocni_drvar,M,55-59,4
2013,Broj,istocni_drvar,Ž,55-59,5
2013,Broj,istocni_mostar,Oba spola,55-59,10
2013,Broj,istocni_mostar,M,55-59,6
2013,Broj,istocni_mostar,Ž,55-59,4
2013,Broj,istocni_stari_grad,Oba spola,55-59,112
2013,Broj,istocni_stari_grad,M,55-59,52
2013,Broj,istocni_stari_grad,Ž,55-59,60
2013,Broj,istocno_novo_sarajevo,Oba spola,55-59,873
2013,Broj,istocno_novo_sarajevo,M,55-59,413
2013,Broj,istocno_novo_sarajevo,Ž,55-59,460
2013,Broj,jezero,Oba spola,55-59,84
2013,Broj,jezero,M,55-59,51
2013,Broj,jezero,Ž,55-59,33
2013,Broj,kalinovik,Oba spola,55-59,212
2013,Broj,kalinovik,M,55-59,106
2013,Broj,kalinovik,Ž,55-59,106
2013,Broj,knezevo,Oba spola,55-59,745
2013,Broj,knezevo,M,55-59,344
2013,Broj,knezevo,Ž,55-59,401
2013,Broj,kozarska_dubica,Oba spola,55-59,1839
2013,Broj,kozarska_dubica,M,55-59,932
2013,Broj,kozarska_dubica,Ž,55-59,907
2013,Broj,kostajnica,Oba spola,55-59,503
2013,Broj,kostajnica,M,55-59,268
2013,Broj,kostajnica,Ž,55-59,235
2013,Broj,kotor_varos,Oba spola,55-59,1234
2013,Broj,kotor_varos,M,55-59,569
2013,Broj,kotor_varos,Ž,55-59,665
2013,Broj,krupa_na_uni,Oba spola,55-59,114
2013,Broj,krupa_na_uni,M,55-59,70
2013,Broj,krupa_na_uni,Ž,55-59,44
2013,Broj,kupres,Oba spola,55-59,19
2013,Broj,kupres,M,55-59,13
2013,Broj,kupres,Ž,55-59,6
2013,Broj,laktasi,Oba spola,55-59,2575
2013,Broj,laktasi,M,55-59,1270
2013,Broj,laktasi,Ž,55-59,1305
2013,Broj,lopare,Oba spola,55-59,1214
2013,Broj,lopare,M,55-59,651
2013,Broj,lopare,Ž,55-59,563
2013,Broj,ljubinje,Oba spola,55-59,281
2013,Broj,ljubinje,M,55-59,153
2013,Broj,ljubinje,Ž,55-59,128
2013,Broj,milici,Oba spola,55-59,868
2013,Broj,milici,M,55-59,442
2013,Broj,milici,Ž,55-59,426
2013,Broj,modrica,Oba spola,55-59,1917
2013,Broj,modrica,M,55-59,933
2013,Broj,modrica,Ž,55-59,984
2013,Broj,mrkonjic_grad,Oba spola,55-59,1335
2013,Broj,mrkonjic_grad,M,55-59,641
2013,Broj,mrkonjic_grad,Ž,55-59,694
2013,Broj,nevesinje,Oba spola,55-59,937
2013,Broj,nevesinje,M,55-59,490
2013,Broj,nevesinje,Ž,55-59,447
2013,Broj,novi_grad,Oba spola,55-59,2126
2013,Broj,novi_grad,M,55-59,1077
2013,Broj,novi_grad,Ž,55-59,1049
2013,Broj,novo_gorazde,Oba spola,55-59,306
2013,Broj,novo_gorazde,M,55-59,155
2013,Broj,novo_gorazde,Ž,55-59,151
2013,Broj,osmaci,Oba spola,55-59,391
2013,Broj,osmaci,M,55-59,183
2013,Broj,osmaci,Ž,55-59,208
2013,Broj,ostra_luka,Oba spola,55-59,207
2013,Broj,ostra_luka,M,55-59,99
2013,Broj,ostra_luka,Ž,55-59,108
2013,Broj,pale,Oba spola,55-59,1921
2013,Broj,pale,M,55-59,943
2013,Broj,pale,Ž,55-59,978
2013,Broj,pelagicevo,Oba spola,55-59,340
2013,Broj,pelagicevo,M,55-59,181
2013,Broj,pelagicevo,Ž,55-59,159
2013,Broj,petrovac,Oba spola,55-59,21
2013,Broj,petrovac,M,55-59,8
2013,Broj,petrovac,Ž,55-59,13
2013,Broj,petrovo,Oba spola,55-59,560
2013,Broj,petrovo,M,55-59,289
2013,Broj,petrovo,Ž,55-59,271
2013,Broj,grad_prijedor,Oba spola,55-59,6393
2013,Broj,grad_prijedor,M,55-59,3049
2013,Broj,grad_prijedor,Ž,55-59,3344
2013,Broj,prnjavor,Oba spola,55-59,2501
2013,Broj,prnjavor,M,55-59,1157
2013,Broj,prnjavor,Ž,55-59,1344
2013,Broj,ribnik,Oba spola,55-59,467
2013,Broj,ribnik,M,55-59,243
2013,Broj,ribnik,Ž,55-59,224
2013,Broj,rogatica,Oba spola,55-59,954
2013,Broj,rogatica,M,55-59,445
2013,Broj,rogatica,Ž,55-59,509
2013,Broj,rudo,Oba spola,55-59,665
2013,Broj,rudo,M,55-59,342
2013,Broj,rudo,Ž,55-59,323
2013,Broj,sokolac,Oba spola,55-59,1073
2013,Broj,sokolac,M,55-59,543
2013,Broj,sokolac,Ž,55-59,530
2013,Broj,srbac,Oba spola,55-59,1306
2013,Broj,srbac,M,55-59,603
2013,Broj,srbac,Ž,55-59,703
2013,Broj,srebrenica,Oba spola,55-59,846
2013,Broj,srebrenica,M,55-59,380
2013,Broj,srebrenica,Ž,55-59,466
2013,Broj,teslic,Oba spola,55-59,2867
2013,Broj,teslic,M,55-59,1375
2013,Broj,teslic,Ž,55-59,1492
2013,Broj,grad_trebinje,Oba spola,55-59,2263
2013,Broj,grad_trebinje,M,55-59,1091
2013,Broj,grad_trebinje,Ž,55-59,1172
2013,Broj,trnovo,Oba spola,55-59,232
2013,Broj,trnovo,M,55-59,113
2013,Broj,trnovo,Ž,55-59,119
2013,Broj,ugljevik,Oba spola,55-59,1129
2013,Broj,ugljevik,M,55-59,594
2013,Broj,ugljevik,Ž,55-59,535
2013,Broj,foca,Oba spola,55-59,1614
2013,Broj,foca,M,55-59,812
2013,Broj,foca,Ž,55-59,802
2013,Broj,han_pijesak,Oba spola,55-59,322
2013,Broj,han_pijesak,M,55-59,156
2013,Broj,han_pijesak,Ž,55-59,166
2013,Broj,cajnice,Oba spola,55-59,371
2013,Broj,cajnice,M,55-59,197
2013,Broj,cajnice,Ž,55-59,174
2013,Broj,celinac,Oba spola,55-59,1242
2013,Broj,celinac,M,55-59,652
2013,Broj,celinac,Ž,55-59,590
2013,Broj,samac,Oba spola,55-59,1269
2013,Broj,samac,M,55-59,614
2013,Broj,samac,Ž,55-59,655
2013,Broj,sekovici,Oba spola,55-59,623
2013,Broj,sekovici,M,55-59,306
2013,Broj,sekovici,Ž,55-59,317
2013,Broj,sipovo,Oba spola,55-59,970
2013,Broj,sipovo,M,55-59,497
2013,Broj,sipovo,Ž,55-59,473
2013,Broj,grad_banja_luka,Oba spola,60-64,12816
2013,Broj,grad_banja_luka,M,60-64,5878
2013,Broj,grad_banja_luka,Ž,60-64,6938
2013,Broj,berkovici,Oba spola,60-64,147
2013,Broj,berkovici,M,60-64,78
2013,Broj,berkovici,Ž,60-64,69
2013,Broj,grad_bijeljina,Oba spola,60-64,7923
2013,Broj,grad_bijeljina,M,60-64,3788
2013,Broj,grad_bijeljina,Ž,60-64,4135
2013,Broj,bileca,Oba spola,60-64,695
2013,Broj,bileca,M,60-64,320
2013,Broj,bileca,Ž,60-64,375
2013,Broj,bratunac,Oba spola,60-64,1280
2013,Broj,bratunac,M,60-64,559
2013,Broj,bratunac,Ž,60-64,721
2013,Broj,brod,Oba spola,60-64,1119
2013,Broj,brod,M,60-64,572
2013,Broj,brod,Ž,60-64,547
2013,Broj,visegrad,Oba spola,60-64,927
2013,Broj,visegrad,M,60-64,425
2013,Broj,visegrad,Ž,60-64,502
2013,Broj,vlasenica,Oba spola,60-64,814
2013,Broj,vlasenica,M,60-64,375
2013,Broj,vlasenica,Ž,60-64,439
2013,Broj,vukosavlje,Oba spola,60-64,249
2013,Broj,vukosavlje,M,60-64,114
2013,Broj,vukosavlje,Ž,60-64,135
2013,Broj,gacko,Oba spola,60-64,585
2013,Broj,gacko,M,60-64,291
2013,Broj,gacko,Ž,60-64,294
2013,Broj,grad_gradiska,Oba spola,60-64,4190
2013,Broj,grad_gradiska,M,60-64,2068
2013,Broj,grad_gradiska,Ž,60-64,2122
2013,Broj,grad_derventa,Oba spola,60-64,1924
2013,Broj,grad_derventa,M,60-64,935
2013,Broj,grad_derventa,Ž,60-64,989
2013,Broj,grad_doboj,Oba spola,60-64,5331
2013,Broj,grad_doboj,M,60-64,2474
2013,Broj,grad_doboj,Ž,60-64,2857
2013,Broj,donji_zabar,Oba spola,60-64,249
2013,Broj,donji_zabar,M,60-64,127
2013,Broj,donji_zabar,Ž,60-64,122
2013,Broj,grad_zvornik,Oba spola,60-64,3811
2013,Broj,grad_zvornik,M,60-64,1836
2013,Broj,grad_zvornik,Ž,60-64,1975
2013,Broj,istocna_ilidza,Oba spola,60-64,1160
2013,Broj,istocna_ilidza,M,60-64,545
2013,Broj,istocna_ilidza,Ž,60-64,615
2013,Broj,istocni_drvar,Oba spola,60-64,11
2013,Broj,istocni_drvar,M,60-64,7
2013,Broj,istocni_drvar,Ž,60-64,4
2013,Broj,istocni_mostar,Oba spola,60-64,16
2013,Broj,istocni_mostar,M,60-64,10
2013,Broj,istocni_mostar,Ž,60-64,6
2013,Broj,istocni_stari_grad,Oba spola,60-64,105
2013,Broj,istocni_stari_grad,M,60-64,46
2013,Broj,istocni_stari_grad,Ž,60-64,59
2013,Broj,istocno_novo_sarajevo,Oba spola,60-64,710
2013,Broj,istocno_novo_sarajevo,M,60-64,329
2013,Broj,istocno_novo_sarajevo,Ž,60-64,381
2013,Broj,jezero,Oba spola,60-64,69
2013,Broj,jezero,M,60-64,33
2013,Broj,jezero,Ž,60-64,36
2013,Broj,kalinovik,Oba spola,60-64,156
2013,Broj,kalinovik,M,60-64,80
2013,Broj,kalinovik,Ž,60-64,76
2013,Broj,knezevo,Oba spola,60-64,720
2013,Broj,knezevo,M,60-64,329
2013,Broj,knezevo,Ž,60-64,391
2013,Broj,kozarska_dubica,Oba spola,60-64,1557
2013,Broj,kozarska_dubica,M,60-64,760
2013,Broj,kozarska_dubica,Ž,60-64,797
2013,Broj,kostajnica,Oba spola,60-64,417
2013,Broj,kostajnica,M,60-64,205
2013,Broj,kostajnica,Ž,60-64,212
2013,Broj,kotor_varos,Oba spola,60-64,1149
2013,Broj,kotor_varos,M,60-64,547
2013,Broj,kotor_varos,Ž,60-64,602
2013,Broj,krupa_na_uni,Oba spola,60-64,110
2013,Broj,krupa_na_uni,M,60-64,55
2013,Broj,krupa_na_uni,Ž,60-64,55
2013,Broj,kupres,Oba spola,60-64,13
2013,Broj,kupres,M,60-64,5
2013,Broj,kupres,Ž,60-64,8
2013,Broj,laktasi,Oba spola,60-64,2396
2013,Broj,laktasi,M,60-64,1167
2013,Broj,laktasi,Ž,60-64,1229
2013,Broj,lopare,Oba spola,60-64,1102
2013,Broj,lopare,M,60-64,570
2013,Broj,lopare,Ž,60-64,532
2013,Broj,ljubinje,Oba spola,60-64,249
2013,Broj,ljubinje,M,60-64,125
2013,Broj,ljubinje,Ž,60-64,124
2013,Broj,milici,Oba spola,60-64,796
2013,Broj,milici,M,60-64,379
2013,Broj,milici,Ž,60-64,417
2013,Broj,modrica,Oba spola,60-64,1834
2013,Broj,modrica,M,60-64,879
2013,Broj,modrica,Ž,60-64,955
2013,Broj,mrkonjic_grad,Oba spola,60-64,1359
2013,Broj,mrkonjic_grad,M,60-64,660
2013,Broj,mrkonjic_grad,Ž,60-64,699
2013,Broj,nevesinje,Oba spola,60-64,914
2013,Broj,nevesinje,M,60-64,428
2013,Broj,nevesinje,Ž,60-64,486
2013,Broj,novi_grad,Oba spola,60-64,1869
2013,Broj,novi_grad,M,60-64,924
2013,Broj,novi_grad,Ž,60-64,945
2013,Broj,novo_gorazde,Oba spola,60-64,283
2013,Broj,novo_gorazde,M,60-64,146
2013,Broj,novo_gorazde,Ž,60-64,137
2013,Broj,osmaci,Oba spola,60-64,378
2013,Broj,osmaci,M,60-64,174
2013,Broj,osmaci,Ž,60-64,204
2013,Broj,ostra_luka,Oba spola,60-64,201
2013,Broj,ostra_luka,M,60-64,112
2013,Broj,ostra_luka,Ž,60-64,89
2013,Broj,pale,Oba spola,60-64,1487
2013,Broj,pale,M,60-64,706
2013,Broj,pale,Ž,60-64,781
2013,Broj,pelagicevo,Oba spola,60-64,374
2013,Broj,pelagicevo,M,60-64,187
2013,Broj,pelagicevo,Ž,60-64,187
2013,Broj,petrovac,Oba spola,60-64,27
2013,Broj,petrovac,M,60-64,12
2013,Broj,petrovac,Ž,60-64,15
2013,Broj,petrovo,Oba spola,60-64,499
2013,Broj,petrovo,M,60-64,241
2013,Broj,petrovo,Ž,60-64,258
2013,Broj,grad_prijedor,Oba spola,60-64,5930
2013,Broj,grad_prijedor,M,60-64,2766
2013,Broj,grad_prijedor,Ž,60-64,3164
2013,Broj,prnjavor,Oba spola,60-64,2548
2013,Broj,prnjavor,M,60-64,1213
2013,Broj,prnjavor,Ž,60-64,1335
2013,Broj,ribnik,Oba spola,60-64,522
2013,Broj,ribnik,M,60-64,239
2013,Broj,ribnik,Ž,60-64,283
2013,Broj,rogatica,Oba spola,60-64,843
2013,Broj,rogatica,M,60-64,403
2013,Broj,rogatica,Ž,60-64,440
2013,Broj,rudo,Oba spola,60-64,632
2013,Broj,rudo,M,60-64,318
2013,Broj,rudo,Ž,60-64,314
2013,Broj,sokolac,Oba spola,60-64,955
2013,Broj,sokolac,M,60-64,445
2013,Broj,sokolac,Ž,60-64,510
2013,Broj,srbac,Oba spola,60-64,1300
2013,Broj,srbac,M,60-64,638
2013,Broj,srbac,Ž,60-64,662
2013,Broj,srebrenica,Oba spola,60-64,888
2013,Broj,srebrenica,M,60-64,390
2013,Broj,srebrenica,Ž,60-64,498
2013,Broj,teslic,Oba spola,60-64,2763
2013,Broj,teslic,M,60-64,1279
2013,Broj,teslic,Ž,60-64,1484
2013,Broj,grad_trebinje,Oba spola,60-64,2078
2013,Broj,grad_trebinje,M,60-64,990
2013,Broj,grad_trebinje,Ž,60-64,1088
2013,Broj,trnovo,Oba spola,60-64,168
2013,Broj,trnovo,M,60-64,79
2013,Broj,trnovo,Ž,60-64,89
2013,Broj,ugljevik,Oba spola,60-64,993
2013,Broj,ugljevik,M,60-64,523
2013,Broj,ugljevik,Ž,60-64,470
2013,Broj,foca,Oba spola,60-64,1282
2013,Broj,foca,M,60-64,617
2013,Broj,foca,Ž,60-64,665
2013,Broj,han_pijesak,Oba spola,60-64,272
2013,Broj,han_pijesak,M,60-64,131
2013,Broj,han_pijesak,Ž,60-64,141
2013,Broj,cajnice,Oba spola,60-64,365
2013,Broj,cajnice,M,60-64,178
2013,Broj,cajnice,Ž,60-64,187
2013,Broj,celinac,Oba spola,60-64,1015
2013,Broj,celinac,M,60-64,499
2013,Broj,celinac,Ž,60-64,516
2013,Broj,samac,Oba spola,60-64,1300
2013,Broj,samac,M,60-64,582
2013,Broj,samac,Ž,60-64,718
2013,Broj,sekovici,Oba spola,60-64,550
2013,Broj,sekovici,M,60-64,249
2013,Broj,sekovici,Ž,60-64,301
2013,Broj,sipovo,Oba spola,60-64,779
2013,Broj,sipovo,M,60-64,380
2013,Broj,sipovo,Ž,60-64,399
2013,Broj,grad_banja_luka,Oba spola,65-69,8896
2013,Broj,grad_banja_luka,M,65-69,4146
2013,Broj,grad_banja_luka,Ž,65-69,4750
2013,Broj,berkovici,Oba spola,65-69,123
2013,Broj,berkovici,M,65-69,53
2013,Broj,berkovici,Ž,65-69,70
2013,Broj,grad_bijeljina,Oba spola,65-69,5241
2013,Broj,grad_bijeljina,M,65-69,2436
2013,Broj,grad_bijeljina,Ž,65-69,2805
2013,Broj,bileca,Oba spola,65-69,548
2013,Broj,bileca,M,65-69,236
2013,Broj,bileca,Ž,65-69,312
2013,Broj,bratunac,Oba spola,65-69,789
2013,Broj,bratunac,M,65-69,339
2013,Broj,bratunac,Ž,65-69,450
2013,Broj,brod,Oba spola,65-69,852
2013,Broj,brod,M,65-69,380
2013,Broj,brod,Ž,65-69,472
2013,Broj,visegrad,Oba spola,65-69,591
2013,Broj,visegrad,M,65-69,265
2013,Broj,visegrad,Ž,65-69,326
2013,Broj,vlasenica,Oba spola,65-69,411
2013,Broj,vlasenica,M,65-69,180
2013,Broj,vlasenica,Ž,65-69,231
2013,Broj,vukosavlje,Oba spola,65-69,236
2013,Broj,vukosavlje,M,65-69,91
2013,Broj,vukosavlje,Ž,65-69,145
2013,Broj,gacko,Oba spola,65-69,362
2013,Broj,gacko,M,65-69,165
2013,Broj,gacko,Ž,65-69,197
2013,Broj,grad_gradiska,Oba spola,65-69,2768
2013,Broj,grad_gradiska,M,65-69,1290
2013,Broj,grad_gradiska,Ž,65-69,1478
2013,Broj,grad_derventa,Oba spola,65-69,1520
2013,Broj,grad_derventa,M,65-69,686
2013,Broj,grad_derventa,Ž,65-69,834
2013,Broj,grad_doboj,Oba spola,65-69,3701
2013,Broj,grad_doboj,M,65-69,1673
2013,Broj,grad_doboj,Ž,65-69,2028
2013,Broj,donji_zabar,Oba spola,65-69,213
2013,Broj,donji_zabar,M,65-69,91
2013,Broj,donji_zabar,Ž,65-69,122
2013,Broj,grad_zvornik,Oba spola,65-69,2357
2013,Broj,grad_zvornik,M,65-69,1066
2013,Broj,grad_zvornik,Ž,65-69,1291
2013,Broj,istocna_ilidza,Oba spola,65-69,708
2013,Broj,istocna_ilidza,M,65-69,295
2013,Broj,istocna_ilidza,Ž,65-69,413
2013,Broj,istocni_drvar,Oba spola,65-69,1
2013,Broj,istocni_drvar,M,65-69,0
2013,Broj,istocni_drvar,Ž,65-69,1
2013,Broj,istocni_mostar,Oba spola,65-69,9
2013,Broj,istocni_mostar,M,65-69,4
2013,Broj,istocni_mostar,Ž,65-69,5
2013,Broj,istocni_stari_grad,Oba spola,65-69,82
2013,Broj,istocni_stari_grad,M,65-69,37
2013,Broj,istocni_stari_grad,Ž,65-69,45
2013,Broj,istocno_novo_sarajevo,Oba spola,65-69,490
2013,Broj,istocno_novo_sarajevo,M,65-69,204
2013,Broj,istocno_novo_sarajevo,Ž,65-69,286
2013,Broj,jezero,Oba spola,65-69,41
2013,Broj,jezero,M,65-69,22
2013,Broj,jezero,Ž,65-69,19
2013,Broj,kalinovik,Oba spola,65-69,124
2013,Broj,kalinovik,M,65-69,52
2013,Broj,kalinovik,Ž,65-69,72
2013,Broj,knezevo,Oba spola,65-69,564
2013,Broj,knezevo,M,65-69,259
2013,Broj,knezevo,Ž,65-69,305
2013,Broj,kozarska_dubica,Oba spola,65-69,901
2013,Broj,kozarska_dubica,M,65-69,409
2013,Broj,kozarska_dubica,Ž,65-69,492
2013,Broj,kostajnica,Oba spola,65-69,243
2013,Broj,kostajnica,M,65-69,122
2013,Broj,kostajnica,Ž,65-69,121
2013,Broj,kotor_varos,Oba spola,65-69,846
2013,Broj,kotor_varos,M,65-69,353
2013,Broj,kotor_varos,Ž,65-69,493
2013,Broj,krupa_na_uni,Oba spola,65-69,89
2013,Broj,krupa_na_uni,M,65-69,51
2013,Broj,krupa_na_uni,Ž,65-69,38
2013,Broj,kupres,Oba spola,65-69,28
2013,Broj,kupres,M,65-69,13
2013,Broj,kupres,Ž,65-69,15
2013,Broj,laktasi,Oba spola,65-69,1650
2013,Broj,laktasi,M,65-69,808
2013,Broj,laktasi,Ž,65-69,842
2013,Broj,lopare,Oba spola,65-69,770
2013,Broj,lopare,M,65-69,365
2013,Broj,lopare,Ž,65-69,405
2013,Broj,ljubinje,Oba spola,65-69,140
2013,Broj,ljubinje,M,65-69,57
2013,Broj,ljubinje,Ž,65-69,83
2013,Broj,milici,Oba spola,65-69,375
2013,Broj,milici,M,65-69,177
2013,Broj,milici,Ž,65-69,198
2013,Broj,modrica,Oba spola,65-69,1438
2013,Broj,modrica,M,65-69,676
2013,Broj,modrica,Ž,65-69,762
2013,Broj,mrkonjic_grad,Oba spola,65-69,989
2013,Broj,mrkonjic_grad,M,65-69,443
2013,Broj,mrkonjic_grad,Ž,65-69,546
2013,Broj,nevesinje,Oba spola,65-69,611
2013,Broj,nevesinje,M,65-69,241
2013,Broj,nevesinje,Ž,65-69,370
2013,Broj,novi_grad,Oba spola,65-69,1281
2013,Broj,novi_grad,M,65-69,567
2013,Broj,novi_grad,Ž,65-69,714
2013,Broj,novo_gorazde,Oba spola,65-69,144
2013,Broj,novo_gorazde,M,65-69,80
2013,Broj,novo_gorazde,Ž,65-69,64
2013,Broj,osmaci,Oba spola,65-69,248
2013,Broj,osmaci,M,65-69,124
2013,Broj,osmaci,Ž,65-69,124
2013,Broj,ostra_luka,Oba spola,65-69,137
2013,Broj,ostra_luka,M,65-69,59
2013,Broj,ostra_luka,Ž,65-69,78
2013,Broj,pale,Oba spola,65-69,907
2013,Broj,pale,M,65-69,385
2013,Broj,pale,Ž,65-69,522
2013,Broj,pelagicevo,Oba spola,65-69,342
2013,Broj,pelagicevo,M,65-69,157
2013,Broj,pelagicevo,Ž,65-69,185
2013,Broj,petrovac,Oba spola,65-69,21
2013,Broj,petrovac,M,65-69,9
2013,Broj,petrovac,Ž,65-69,12
2013,Broj,petrovo,Oba spola,65-69,361
2013,Broj,petrovo,M,65-69,141
2013,Broj,petrovo,Ž,65-69,220
2013,Broj,grad_prijedor,Oba spola,65-69,4100
2013,Broj,grad_prijedor,M,65-69,1922
2013,Broj,grad_prijedor,Ž,65-69,2178
2013,Broj,prnjavor,Oba spola,65-69,2096
2013,Broj,prnjavor,M,65-69,946
2013,Broj,prnjavor,Ž,65-69,1150
2013,Broj,ribnik,Oba spola,65-69,400
2013,Broj,ribnik,M,65-69,181
2013,Broj,ribnik,Ž,65-69,219
2013,Broj,rogatica,Oba spola,65-69,494
2013,Broj,rogatica,M,65-69,215
2013,Broj,rogatica,Ž,65-69,279
2013,Broj,rudo,Oba spola,65-69,477
2013,Broj,rudo,M,65-69,225
2013,Broj,rudo,Ž,65-69,252
2013,Broj,sokolac,Oba spola,65-69,574
2013,Broj,sokolac,M,65-69,253
2013,Broj,sokolac,Ž,65-69,321
2013,Broj,srbac,Oba spola,65-69,996
2013,Broj,srbac,M,65-69,481
2013,Broj,srbac,Ž,65-69,515
2013,Broj,srebrenica,Oba spola,65-69,525
2013,Broj,srebrenica,M,65-69,211
2013,Broj,srebrenica,Ž,65-69,314
2013,Broj,teslic,Oba spola,65-69,2067
2013,Broj,teslic,M,65-69,879
2013,Broj,teslic,Ž,65-69,1188
2013,Broj,grad_trebinje,Oba spola,65-69,1349
2013,Broj,grad_trebinje,M,65-69,607
2013,Broj,grad_trebinje,Ž,65-69,742
2013,Broj,trnovo,Oba spola,65-69,117
2013,Broj,trnovo,M,65-69,37
2013,Broj,trnovo,Ž,65-69,80
2013,Broj,ugljevik,Oba spola,65-69,695
2013,Broj,ugljevik,M,65-69,349
2013,Broj,ugljevik,Ž,65-69,346
2013,Broj,foca,Oba spola,65-69,900
2013,Broj,foca,M,65-69,405
2013,Broj,foca,Ž,65-69,495
2013,Broj,han_pijesak,Oba spola,65-69,194
2013,Broj,han_pijesak,M,65-69,70
2013,Broj,han_pijesak,Ž,65-69,124
2013,Broj,cajnice,Oba spola,65-69,264
2013,Broj,cajnice,M,65-69,114
2013,Broj,cajnice,Ž,65-69,150
2013,Broj,celinac,Oba spola,65-69,721
2013,Broj,celinac,M,65-69,329
2013,Broj,celinac,Ž,65-69,392
2013,Broj,samac,Oba spola,65-69,1039
2013,Broj,samac,M,65-69,483
2013,Broj,samac,Ž,65-69,556
2013,Broj,sekovici,Oba spola,65-69,391
2013,Broj,sekovici,M,65-69,183
2013,Broj,sekovici,Ž,65-69,208
2013,Broj,sipovo,Oba spola,65-69,526
2013,Broj,sipovo,M,65-69,240
2013,Broj,sipovo,Ž,65-69,286
2013,Broj,grad_banja_luka,Oba spola,70-74,7288
2013,Broj,grad_banja_luka,M,70-74,3115
2013,Broj,grad_banja_luka,Ž,70-74,4173
2013,Broj,berkovici,Oba spola,70-74,141
2013,Broj,berkovici,M,70-74,54
2013,Broj,berkovici,Ž,70-74,87
2013,Broj,grad_bijeljina,Oba spola,70-74,4695
2013,Broj,grad_bijeljina,M,70-74,2030
2013,Broj,grad_bijeljina,Ž,70-74,2665
2013,Broj,bileca,Oba spola,70-74,521
2013,Broj,bileca,M,70-74,226
2013,Broj,bileca,Ž,70-74,295
2013,Broj,bratunac,Oba spola,70-74,627
2013,Broj,bratunac,M,70-74,243
2013,Broj,bratunac,Ž,70-74,384
2013,Broj,brod,Oba spola,70-74,777
2013,Broj,brod,M,70-74,323
2013,Broj,brod,Ž,70-74,454
2013,Broj,visegrad,Oba spola,70-74,556
2013,Broj,visegrad,M,70-74,223
2013,Broj,visegrad,Ž,70-74,333
2013,Broj,vlasenica,Oba spola,70-74,339
2013,Broj,vlasenica,M,70-74,133
2013,Broj,vlasenica,Ž,70-74,206
2013,Broj,vukosavlje,Oba spola,70-74,239
2013,Broj,vukosavlje,M,70-74,113
2013,Broj,vukosavlje,Ž,70-74,126
2013,Broj,gacko,Oba spola,70-74,372
2013,Broj,gacko,M,70-74,161
2013,Broj,gacko,Ž,70-74,211
2013,Broj,grad_gradiska,Oba spola,70-74,2333
2013,Broj,grad_gradiska,M,70-74,1026
2013,Broj,grad_gradiska,Ž,70-74,1307
2013,Broj,grad_derventa,Oba spola,70-74,1411
2013,Broj,grad_derventa,M,70-74,614
2013,Broj,grad_derventa,Ž,70-74,797
2013,Broj,grad_doboj,Oba spola,70-74,3637
2013,Broj,grad_doboj,M,70-74,1586
2013,Broj,grad_doboj,Ž,70-74,2051
2013,Broj,donji_zabar,Oba spola,70-74,223
2013,Broj,donji_zabar,M,70-74,97
2013,Broj,donji_zabar,Ž,70-74,126
2013,Broj,grad_zvornik,Oba spola,70-74,1993
2013,Broj,grad_zvornik,M,70-74,843
2013,Broj,grad_zvornik,Ž,70-74,1150
2013,Broj,istocna_ilidza,Oba spola,70-74,595
2013,Broj,istocna_ilidza,M,70-74,247
2013,Broj,istocna_ilidza,Ž,70-74,348
2013,Broj,istocni_drvar,Oba spola,70-74,2
2013,Broj,istocni_drvar,M,70-74,1
2013,Broj,istocni_drvar,Ž,70-74,1
2013,Broj,istocni_mostar,Oba spola,70-74,24
2013,Broj,istocni_mostar,M,70-74,10
2013,Broj,istocni_mostar,Ž,70-74,14
2013,Broj,istocni_stari_grad,Oba spola,70-74,77
2013,Broj,istocni_stari_grad,M,70-74,33
2013,Broj,istocni_stari_grad,Ž,70-74,44
2013,Broj,istocno_novo_sarajevo,Oba spola,70-74,484
2013,Broj,istocno_novo_sarajevo,M,70-74,196
2013,Broj,istocno_novo_sarajevo,Ž,70-74,288
2013,Broj,jezero,Oba spola,70-74,42
2013,Broj,jezero,M,70-74,17
2013,Broj,jezero,Ž,70-74,25
2013,Broj,kalinovik,Oba spola,70-74,144
2013,Broj,kalinovik,M,70-74,53
