Year,UNIT_MEASURE,Municipality,Spol,AGE,Value
2013,Broj,han_pijesak,Oba spola,35-39,192
2013,Broj,han_pijesak,M,35-39,96
2013,Broj,han_pijesak,Ž,35-39,96
2013,Broj,cajnice,Oba spola,35-39,245
2013,Broj,cajnice,M,35-39,130
2013,Broj,cajnice,Ž,35-39,115
2013,Broj,celinac,Oba spola,35-39,940
2013,Broj,celinac,M,35-39,447
2013,Broj,celinac,Ž,35-39,493
2013,Broj,samac,Oba spola,35-39,1054
2013,Broj,samac,M,35-39,521
2013,Broj,samac,Ž,35-39,533
2013,Broj,sekovici,Oba spola,35-39,390
2013,Broj,sekovici,M,35-39,206
2013,Broj,sekovici,Ž,35-39,184
2013,Broj,sipovo,Oba spola,35-39,615
2013,Broj,sipovo,M,35-39,328
2013,Broj,sipovo,Ž,35-39,287
2013,Broj,grad_banja_luka,Oba spola,40-44,12136
2013,Broj,grad_banja_luka,M,40-44,6117
2013,Broj,grad_banja_luka,Ž,40-44,6019
2013,Broj,berkovici,Oba spola,40-44,149
2013,Broj,berkovici,M,40-44,96
2013,Broj,berkovici,Ž,40-44,53
2013,Broj,grad_bijeljina,Oba spola,40-44,6769
2013,Broj,grad_bijeljina,M,40-44,3364
2013,Broj,grad_bijeljina,Ž,40-44,3405
2013,Broj,bileca,Oba spola,40-44,668
2013,Broj,bileca,M,40-44,348
2013,Broj,bileca,Ž,40-44,320
2013,Broj,bratunac,Oba spola,40-44,1300
2013,Broj,bratunac,M,40-44,646
2013,Broj,bratunac,Ž,40-44,654
2013,Broj,brod,Oba spola,40-44,1065
2013,Broj,brod,M,40-44,546
2013,Broj,brod,Ž,40-44,519
2013,Broj,visegrad,Oba spola,40-44,593
2013,Broj,visegrad,M,40-44,300
2013,Broj,visegrad,Ž,40-44,293
2013,Broj,vlasenica,Oba spola,40-44,744
2013,Broj,vlasenica,M,40-44,395
2013,Broj,vlasenica,Ž,40-44,349
2013,Broj,vukosavlje,Oba spola,40-44,301
2013,Broj,vukosavlje,M,40-44,165
2013,Broj,vukosavlje,Ž,40-44,136
2013,Broj,gacko,Oba spola,40-44,537
2013,Broj,gacko,M,40-44,273
2013,Broj,gacko,Ž,40-44,264
2013,Broj,grad_gradiska,Oba spola,40-44,3149
2013,Broj,grad_gradiska,M,40-44,1589
2013,Broj,grad_gradiska,Ž,40-44,1560
2013,Broj,grad_derventa,Oba spola,40-44,1721
2013,Broj,grad_derventa,M,40-44,877
2013,Broj,grad_derventa,Ž,40-44,844
2013,Broj,grad_doboj,Oba spola,40-44,4170
2013,Broj,grad_doboj,M,40-44,2121
2013,Broj,grad_doboj,Ž,40-44,2049
2013,Broj,donji_zabar,Oba spola,40-44,262
2013,Broj,donji_zabar,M,40-44,148
2013,Broj,donji_zabar,Ž,40-44,114
2013,Broj,grad_zvornik,Oba spola,40-44,3593
2013,Broj,grad_zvornik,M,40-44,1879
2013,Broj,grad_zvornik,Ž,40-44,1714
2013,Broj,istocna_ilidza,Oba spola,40-44,869
2013,Broj,istocna_ilidza,M,40-44,460
2013,Broj,istocna_ilidza,Ž,40-44,409
2013,Broj,istocni_drvar,Oba spola,40-44,4
2013,Broj,istocni_drvar,M,40-44,4
2013,Broj,istocni_drvar,Ž,40-44,0
2013,Broj,istocni_mostar,Oba spola,40-44,25
2013,Broj,istocni_mostar,M,40-44,18
2013,Broj,istocni_mostar,Ž,40-44,7
2013,Broj,istocni_stari_grad,Oba spola,40-44,46
2013,Broj,istocni_stari_grad,M,40-44,22
2013,Broj,istocni_stari_grad,Ž,40-44,24
2013,Broj,istocno_novo_sarajevo,Oba spola,40-44,637
2013,Broj,istocno_novo_sarajevo,M,40-44,347
2013,Broj,istocno_novo_sarajevo,Ž,40-44,290
2013,Broj,jezero,Oba spola,40-44,71
2013,Broj,jezero,M,40-44,40
2013,Broj,jezero,Ž,40-44,31
2013,Broj,kalinovik,Oba spola,40-44,88
2013,Broj,kalinovik,M,40-44,48
2013,Broj,kalinovik,Ž,40-44,40
2013,Broj,knezevo,Oba spola,40-44,648
2013,Broj,knezevo,M,40-44,350
2013,Broj,knezevo,Ž,40-44,298
2013,Broj,kozarska_dubica,Oba spola,40-44,1219
2013,Broj,kozarska_dubica,M,40-44,629
2013,Broj,kozarska_dubica,Ž,40-44,590
2013,Broj,kostajnica,Oba spola,40-44,390
2013,Broj,kostajnica,M,40-44,181
2013,Broj,kostajnica,Ž,40-44,209
2013,Broj,kotor_varos,Oba spola,40-44,1334
2013,Broj,kotor_varos,M,40-44,641
2013,Broj,kotor_varos,Ž,40-44,693
2013,Broj,krupa_na_uni,Oba spola,40-44,110
2013,Broj,krupa_na_uni,M,40-44,70
2013,Broj,krupa_na_uni,Ž,40-44,40
2013,Broj,kupres,Oba spola,40-44,17
2013,Broj,kupres,M,40-44,8
2013,Broj,kupres,Ž,40-44,9
2013,Broj,laktasi,Oba spola,40-44,2315
2013,Broj,laktasi,M,40-44,1193
2013,Broj,laktasi,Ž,40-44,1122
2013,Broj,lopare,Oba spola,40-44,958
2013,Broj,lopare,M,40-44,493
2013,Broj,lopare,Ž,40-44,465
2013,Broj,ljubinje,Oba spola,40-44,222
2013,Broj,ljubinje,M,40-44,130
2013,Broj,ljubinje,Ž,40-44,92
2013,Broj,milici,Oba spola,40-44,705
2013,Broj,milici,M,40-44,394
2013,Broj,milici,Ž,40-44,311
2013,Broj,modrica,Oba spola,40-44,1614
2013,Broj,modrica,M,40-44,826
2013,Broj,modrica,Ž,40-44,788
2013,Broj,mrkonjic_grad,Oba spola,40-44,966
2013,Broj,mrkonjic_grad,M,40-44,495
2013,Broj,mrkonjic_grad,Ž,40-44,471
2013,Broj,nevesinje,Oba spola,40-44,829
2013,Broj,nevesinje,M,40-44,442
2013,Broj,nevesinje,Ž,40-44,387
2013,Broj,novi_grad,Oba spola,40-44,1760
2013,Broj,novi_grad,M,40-44,917
2013,Broj,novi_grad,Ž,40-44,843
2013,Broj,novo_gorazde,Oba spola,40-44,166
2013,Broj,novo_gorazde,M,40-44,91
2013,Broj,novo_gorazde,Ž,40-44,75
2013,Broj,osmaci,Oba spola,40-44,365
2013,Broj,osmaci,M,40-44,189
2013,Broj,osmaci,Ž,40-44,176
2013,Broj,ostra_luka,Oba spola,40-44,177
2013,Broj,ostra_luka,M,40-44,104
2013,Broj,ostra_luka,Ž,40-44,73
2013,Broj,pale,Oba spola,40-44,1083
2013,Broj,pale,M,40-44,518
2013,Broj,pale,Ž,40-44,565
2013,Broj,pelagicevo,Oba spola,40-44,296
2013,Broj,pelagicevo,M,40-44,173
2013,Broj,pelagicevo,Ž,40-44,123
2013,Broj,petrovac,Oba spola,40-44,20
2013,Broj,petrovac,M,40-44,10
2013,Broj,petrovac,Ž,40-44,10
2013,Broj,petrovo,Oba spola,40-44,339
2013,Broj,petrovo,M,40-44,161
2013,Broj,petrovo,Ž,40-44,178
2013,Broj,grad_prijedor,Oba spola,40-44,5405
2013,Broj,grad_prijedor,M,40-44,2702
2013,Broj,grad_prijedor,Ž,40-44,2703
2013,Broj,prnjavor,Oba spola,40-44,2212
2013,Broj,prnjavor,M,40-44,1127
2013,Broj,prnjavor,Ž,40-44,1085
2013,Broj,ribnik,Oba spola,40-44,384
2013,Broj,ribnik,M,40-44,224
2013,Broj,ribnik,Ž,40-44,160
2013,Broj,rogatica,Oba spola,40-44,548
2013,Broj,rogatica,M,40-44,295
2013,Broj,rogatica,Ž,40-44,253
2013,Broj,rudo,Oba spola,40-44,486
2013,Broj,rudo,M,40-44,258
2013,Broj,rudo,Ž,40-44,228
2013,Broj,sokolac,Oba spola,40-44,587
2013,Broj,sokolac,M,40-44,297
2013,Broj,sokolac,Ž,40-44,290
2013,Broj,srbac,Oba spola,40-44,1050
2013,Broj,srbac,M,40-44,541
2013,Broj,srbac,Ž,40-44,509
2013,Broj,srebrenica,Oba spola,40-44,925
2013,Broj,srebrenica,M,40-44,467
2013,Broj,srebrenica,Ž,40-44,458
2013,Broj,teslic,Oba spola,40-44,2404
2013,Broj,teslic,M,40-44,1181
2013,Broj,teslic,Ž,40-44,1223
2013,Broj,grad_trebinje,Oba spola,40-44,1703
2013,Broj,grad_trebinje,M,40-44,873
2013,Broj,grad_trebinje,Ž,40-44,830
2013,Broj,trnovo,Oba spola,40-44,98
2013,Broj,trnovo,M,40-44,51
2013,Broj,trnovo,Ž,40-44,47
2013,Broj,ugljevik,Oba spola,40-44,994
2013,Broj,ugljevik,M,40-44,499
2013,Broj,ugljevik,Ž,40-44,495
2013,Broj,foca,Oba spola,40-44,1011
2013,Broj,foca,M,40-44,535
2013,Broj,foca,Ž,40-44,476
2013,Broj,han_pijesak,Oba spola,40-44,193
2013,Broj,han_pijesak,M,40-44,95
2013,Broj,han_pijesak,Ž,40-44,98
2013,Broj,cajnice,Oba spola,40-44,290
2013,Broj,cajnice,M,40-44,170
2013,Broj,cajnice,Ž,40-44,120
2013,Broj,celinac,Oba spola,40-44,980
2013,Broj,celinac,M,40-44,514
2013,Broj,celinac,Ž,40-44,466
2013,Broj,samac,Oba spola,40-44,1085
2013,Broj,samac,M,40-44,552
2013,Broj,samac,Ž,40-44,533
2013,Broj,sekovici,Oba spola,40-44,386
2013,Broj,sekovici,M,40-44,217
2013,Broj,sekovici,Ž,40-44,169
2013,Broj,sipovo,Oba spola,40-44,512
2013,Broj,sipovo,M,40-44,288
2013,Broj,sipovo,Ž,40-44,224
2013,Broj,grad_banja_luka,Oba spola,45-49,11694
2013,Broj,grad_banja_luka,M,45-49,5719
2013,Broj,grad_banja_luka,Ž,45-49,5975
2013,Broj,berkovici,Oba spola,45-49,137
2013,Broj,berkovici,M,45-49,76
2013,Broj,berkovici,Ž,45-49,61
2013,Broj,grad_bijeljina,Oba spola,45-49,7510
2013,Broj,grad_bijeljina,M,45-49,3693
2013,Broj,grad_bijeljina,Ž,45-49,3817
2013,Broj,bileca,Oba spola,45-49,756
2013,Broj,bileca,M,45-49,390
2013,Broj,bileca,Ž,45-49,366
2013,Broj,bratunac,Oba spola,45-49,1321
2013,Broj,bratunac,M,45-49,671
2013,Broj,bratunac,Ž,45-49,650
2013,Broj,brod,Oba spola,45-49,1195
2013,Broj,brod,M,45-49,614
2013,Broj,brod,Ž,45-49,581
2013,Broj,visegrad,Oba spola,45-49,713
2013,Broj,visegrad,M,45-49,344
2013,Broj,visegrad,Ž,45-49,369
2013,Broj,vlasenica,Oba spola,45-49,767
2013,Broj,vlasenica,M,45-49,368
2013,Broj,vlasenica,Ž,45-49,399
2013,Broj,vukosavlje,Oba spola,45-49,358
2013,Broj,vukosavlje,M,45-49,191
2013,Broj,vukosavlje,Ž,45-49,167
2013,Broj,gacko,Oba spola,45-49,684
2013,Broj,gacko,M,45-49,354
2013,Broj,gacko,Ž,45-49,330
2013,Broj,grad_gradiska,Oba spola,45-49,3403
2013,Broj,grad_gradiska,M,45-49,1701
2013,Broj,grad_gradiska,Ž,45-49,1702
2013,Broj,grad_derventa,Oba spola,45-49,1950
2013,Broj,grad_derventa,M,45-49,964
2013,Broj,grad_derventa,Ž,45-49,986
2013,Broj,grad_doboj,Oba spola,45-49,4654
2013,Broj,grad_doboj,M,45-49,2317
2013,Broj,grad_doboj,Ž,45-49,2337
2013,Broj,donji_zabar,Oba spola,45-49,316
2013,Broj,donji_zabar,M,45-49,173
2013,Broj,donji_zabar,Ž,45-49,143
2013,Broj,grad_zvornik,Oba spola,45-49,3916
2013,Broj,grad_zvornik,M,45-49,1948
2013,Broj,grad_zvornik,Ž,45-49,1968
2013,Broj,istocna_ilidza,Oba spola,45-49,924
2013,Broj,istocna_ilidza,M,45-49,445
2013,Broj,istocna_ilidza,Ž,45-49,479
2013,Broj,istocni_drvar,Oba spola,45-49,3
2013,Broj,istocni_drvar,M,45-49,3
2013,Broj,istocni_drvar,Ž,45-49,0
2013,Broj,istocni_mostar,Oba spola,45-49,18
2013,Broj,istocni_mostar,M,45-49,11
2013,Broj,istocni_mostar,Ž,45-49,7
2013,Broj,istocni_stari_grad,Oba spola,45-49,57
2013,Broj,istocni_stari_grad,M,45-49,38
2013,Broj,istocni_stari_grad,Ž,45-49,19
2013,Broj,istocno_novo_sarajevo,Oba spola,45-49,618
2013,Broj,istocno_novo_sarajevo,M,45-49,296
2013,Broj,istocno_novo_sarajevo,Ž,45-49,322
2013,Broj,jezero,Oba spola,45-49,90
2013,Broj,jezero,M,45-49,44
2013,Broj,jezero,Ž,45-49,46
2013,Broj,kalinovik,Oba spola,45-49,105
2013,Broj,kalinovik,M,45-49,58
2013,Broj,kalinovik,Ž,45-49,47
2013,Broj,knezevo,Oba spola,45-49,695
2013,Broj,knezevo,M,45-49,365
2013,Broj,knezevo,Ž,45-49,330
2013,Broj,kozarska_dubica,Oba spola,45-49,1619
2013,Broj,kozarska_dubica,M,45-49,790
2013,Broj,kozarska_dubica,Ž,45-49,829
2013,Broj,kostajnica,Oba spola,45-49,427
2013,Broj,kostajnica,M,45-49,220
2013,Broj,kostajnica,Ž,45-49,207
2013,Broj,kotor_varos,Oba spola,45-49,1387
2013,Broj,kotor_varos,M,45-49,698
2013,Broj,kotor_varos,Ž,45-49,689
2013,Broj,krupa_na_uni,Oba spola,45-49,117
2013,Broj,krupa_na_uni,M,45-49,74
2013,Broj,krupa_na_uni,Ž,45-49,43
2013,Broj,kupres,Oba spola,45-49,18
2013,Broj,kupres,M,45-49,14
2013,Broj,kupres,Ž,45-49,4
2013,Broj,laktasi,Oba spola,45-49,2364
2013,Broj,laktasi,M,45-49,1174
2013,Broj,laktasi,Ž,45-49,1190
2013,Broj,lopare,Oba spola,45-49,1181
2013,Broj,lopare,M,45-49,637
2013,Broj,lopare,Ž,45-49,544
2013,Broj,ljubinje,Oba spola,45-49,242
2013,Broj,ljubinje,M,45-49,122
2013,Broj,ljubinje,Ž,45-49,120
2013,Broj,milici,Oba spola,45-49,732
2013,Broj,milici,M,45-49,345
2013,Broj,milici,Ž,45-49,387
2013,Broj,modrica,Oba spola,45-49,1835
2013,Broj,modrica,M,45-49,934
2013,Broj,modrica,Ž,45-49,901
2013,Broj,mrkonjic_grad,Oba spola,45-49,1018
2013,Broj,mrkonjic_grad,M,45-49,484
2013,Broj,mrkonjic_grad,Ž,45-49,534
2013,Broj,nevesinje,Oba spola,45-49,882
2013,Broj,nevesinje,M,45-49,481
2013,Broj,nevesinje,Ž,45-49,401
2013,Broj,novi_grad,Oba spola,45-49,1995
2013,Broj,novi_grad,M,45-49,1020
2013,Broj,novi_grad,Ž,45-49,975
2013,Broj,novo_gorazde,Oba spola,45-49,206
2013,Broj,novo_gorazde,M,45-49,107
2013,Broj,novo_gorazde,Ž,45-49,99
2013,Broj,osmaci,Oba spola,45-49,414
2013,Broj,osmaci,M,45-49,201
2013,Broj,osmaci,Ž,45-49,213
2013,Broj,ostra_luka,Oba spola,45-49,185
2013,Broj,ostra_luka,M,45-49,113
2013,Broj,ostra_luka,Ž,45-49,72
2013,Broj,pale,Oba spola,45-49,1315
2013,Broj,pale,M,45-49,633
2013,Broj,pale,Ž,45-49,682
2013,Broj,pelagicevo,Oba spola,45-49,391
2013,Broj,pelagicevo,M,45-49,211
2013,Broj,pelagicevo,Ž,45-49,180
2013,Broj,petrovac,Oba spola,45-49,23
2013,Broj,petrovac,M,45-49,14
2013,Broj,petrovac,Ž,45-49,9
2013,Broj,petrovo,Oba spola,45-49,462
2013,Broj,petrovo,M,45-49,232
2013,Broj,petrovo,Ž,45-49,230
2013,Broj,grad_prijedor,Oba spola,45-49,6210
2013,Broj,grad_prijedor,M,45-49,3128
2013,Broj,grad_prijedor,Ž,45-49,3082
2013,Broj,prnjavor,Oba spola,45-49,2314
2013,Broj,prnjavor,M,45-49,1154
2013,Broj,prnjavor,Ž,45-49,1160
2013,Broj,ribnik,Oba spola,45-49,374
2013,Broj,ribnik,M,45-49,218
2013,Broj,ribnik,Ž,45-49,156
2013,Broj,rogatica,Oba spola,45-49,653
2013,Broj,rogatica,M,45-49,349
2013,Broj,rogatica,Ž,45-49,304
2013,Broj,rudo,Oba spola,45-49,629
2013,Broj,rudo,M,45-49,316
2013,Broj,rudo,Ž,45-49,313
2013,Broj,sokolac,Oba spola,45-49,797
2013,Broj,sokolac,M,45-49,391
2013,Broj,sokolac,Ž,45-49,406
2013,Broj,srbac,Oba spola,45-49,1156
2013,Broj,srbac,M,45-49,592
2013,Broj,srbac,Ž,45-49,564
2013,Broj,srebrenica,Oba spola,45-49,892
2013,Broj,srebrenica,M,45-49,426
2013,Broj,srebrenica,Ž,45-49,466
2013,Broj,teslic,Oba spola,45-49,2540
2013,Broj,teslic,M,45-49,1213
2013,Broj,teslic,Ž,45-49,1327
2013,Broj,grad_trebinje,Oba spola,45-49,1950
2013,Broj,grad_trebinje,M,45-49,944
2013,Broj,grad_trebinje,Ž,45-49,1006
2013,Broj,trnovo,Oba spola,45-49,147
2013,Broj,trnovo,M,45-49,76
2013,Broj,trnovo,Ž,45-49,71
2013,Broj,ugljevik,Oba spola,45-49,1136
2013,Broj,ugljevik,M,45-49,584
2013,Broj,ugljevik,Ž,45-49,552
2013,Broj,foca,Oba spola,45-49,1232
2013,Broj,foca,M,45-49,652
2013,Broj,foca,Ž,45-49,580
2013,Broj,han_pijesak,Oba spola,45-49,249
2013,Broj,han_pijesak,M,45-49,126
2013,Broj,han_pijesak,Ž,45-49,123
2013,Broj,cajnice,Oba spola,45-49,370
2013,Broj,cajnice,M,45-49,199
2013,Broj,cajnice,Ž,45-49,171
2013,Broj,celinac,Oba spola,45-49,1155
2013,Broj,celinac,M,45-49,568
2013,Broj,celinac,Ž,45-49,587
2013,Broj,samac,Oba spola,45-49,1217
2013,Broj,samac,M,45-49,638
2013,Broj,samac,Ž,45-49,579
2013,Broj,sekovici,Oba spola,45-49,469
2013,Broj,sekovici,M,45-49,237
2013,Broj,sekovici,Ž,45-49,232
2013,Broj,sipovo,Oba spola,45-49,623
2013,Broj,sipovo,M,45-49,324
2013,Broj,sipovo,Ž,45-49,299
2013,Broj,grad_banja_luka,Oba spola,50-54,13344
2013,Broj,grad_banja_luka,M,50-54,6289
2013,Broj,grad_banja_luka,Ž,50-54,7055
2013,Broj,berkovici,Oba spola,50-54,119
2013,Broj,berkovici,M,50-54,73
2013,Broj,berkovici,Ž,50-54,46
2013,Broj,grad_bijeljina,Oba spola,50-54,8087
2013,Broj,grad_bijeljina,M,50-54,4014
2013,Broj,grad_bijeljina,Ž,50-54,4073
2013,Broj,bileca,Oba spola,50-54,818
2013,Broj,bileca,M,50-54,435
2013,Broj,bileca,Ž,50-54,383
2013,Broj,bratunac,Oba spola,50-54,1583
2013,Broj,bratunac,M,50-54,757
2013,Broj,bratunac,Ž,50-54,826
2013,Broj,brod,Oba spola,50-54,1260
2013,Broj,brod,M,50-54,606
2013,Broj,brod,Ž,50-54,654
2013,Broj,visegrad,Oba spola,50-54,835
2013,Broj,visegrad,M,50-54,404
2013,Broj,visegrad,Ž,50-54,431
2013,Broj,vlasenica,Oba spola,50-54,888
2013,Broj,vlasenica,M,50-54,418
2013,Broj,vlasenica,Ž,50-54,470
2013,Broj,vukosavlje,Oba spola,50-54,314
2013,Broj,vukosavlje,M,50-54,165
2013,Broj,vukosavlje,Ž,50-54,149
2013,Broj,gacko,Oba spola,50-54,760
2013,Broj,gacko,M,50-54,393
2013,Broj,gacko,Ž,50-54,367
2013,Broj,grad_gradiska,Oba spola,50-54,3609
2013,Broj,grad_gradiska,M,50-54,1725
2013,Broj,grad_gradiska,Ž,50-54,1884
2013,Broj,grad_derventa,Oba spola,50-54,1963
2013,Broj,grad_derventa,M,50-54,988
2013,Broj,grad_derventa,Ž,50-54,975
2013,Broj,grad_doboj,Oba spola,50-54,5344
2013,Broj,grad_doboj,M,50-54,2523
2013,Broj,grad_doboj,Ž,50-54,2821
2013,Broj,donji_zabar,Oba spola,50-54,253
2013,Broj,donji_zabar,M,50-54,132
2013,Broj,donji_zabar,Ž,50-54,121
2013,Broj,grad_zvornik,Oba spola,50-54,4353
2013,Broj,grad_zvornik,M,50-54,2079
2013,Broj,grad_zvornik,Ž,50-54,2274
2013,Broj,istocna_ilidza,Oba spola,50-54,1144
2013,Broj,istocna_ilidza,M,50-54,529
2013,Broj,istocna_ilidza,Ž,50-54,615
2013,Broj,istocni_drvar,Oba spola,50-54,9
2013,Broj,istocni_drvar,M,50-54,9
2013,Broj,istocni_drvar,Ž,50-54,0
2013,Broj,istocni_mostar,Oba spola,50-54,15
2013,Broj,istocni_mostar,M,50-54,8
2013,Broj,istocni_mostar,Ž,50-54,7
2013,Broj,istocni_stari_grad,Oba spola,50-54,96
2013,Broj,istocni_stari_grad,M,50-54,47
2013,Broj,istocni_stari_grad,Ž,50-54,49
2013,Broj,istocno_novo_sarajevo,Oba spola,50-54,741
2013,Broj,istocno_novo_sarajevo,M,50-54,322
2013,Broj,istocno_novo_sarajevo,Ž,50-54,419
2013,Broj,jezero,Oba spola,50-54,96
2013,Broj,jezero,M,50-54,47
2013,Broj,jezero,Ž,50-54,49
2013,Broj,kalinovik,Oba spola,50-54,176
2013,Broj,kalinovik,M,50-54,100
2013,Broj,kalinovik,Ž,50-54,76
2013,Broj,knezevo,Oba spola,50-54,787
2013,Broj,knezevo,M,50-54,398
2013,Broj,knezevo,Ž,50-54,389
2013,Broj,kozarska_dubica,Oba spola,50-54,1810
2013,Broj,kozarska_dubica,M,50-54,896
2013,Broj,kozarska_dubica,Ž,50-54,914
2013,Broj,kostajnica,Oba spola,50-54,485
2013,Broj,kostajnica,M,50-54,222
2013,Broj,kostajnica,Ž,50-54,263
2013,Broj,kotor_varos,Oba spola,50-54,1370
2013,Broj,kotor_varos,M,50-54,673
2013,Broj,kotor_varos,Ž,50-54,697
2013,Broj,krupa_na_uni,Oba spola,50-54,120
2013,Broj,krupa_na_uni,M,50-54,76
2013,Broj,krupa_na_uni,Ž,50-54,44
2013,Broj,kupres,Oba spola,50-54,16
2013,Broj,kupres,M,50-54,10
2013,Broj,kupres,Ž,50-54,6
2013,Broj,laktasi,Oba spola,50-54,2564
2013,Broj,laktasi,M,50-54,1262
2013,Broj,laktasi,Ž,50-54,1302
2013,Broj,lopare,Oba spola,50-54,1345
2013,Broj,lopare,M,50-54,740
2013,Broj,lopare,Ž,50-54,605
2013,Broj,ljubinje,Oba spola,50-54,278
2013,Broj,ljubinje,M,50-54,137
2013,Broj,ljubinje,Ž,50-54,141
2013,Broj,milici,Oba spola,50-54,927
2013,Broj,milici,M,50-54,424
2013,Broj,milici,Ž,50-54,503
2013,Broj,modrica,Oba spola,50-54,1979
2013,Broj,modrica,M,50-54,976
2013,Broj,modrica,Ž,50-54,1003
2013,Broj,mrkonjic_grad,Oba spola,50-54,1096
2013,Broj,mrkonjic_grad,M,50-54,500
2013,Broj,mrkonjic_grad,Ž,50-54,596
2013,Broj,nevesinje,Oba spola,50-54,939
2013,Broj,nevesinje,M,50-54,512
2013,Broj,nevesinje,Ž,50-54,427
2013,Broj,novi_grad,Oba spola,50-54,2252
2013,Broj,novi_grad,M,50-54,1182
2013,Broj,novi_grad,Ž,50-54,1070
2013,Broj,novo_gorazde,Oba spola,50-54,247
2013,Broj,novo_gorazde,M,50-54,125
2013,Broj,novo_gorazde,Ž,50-54,122
2013,Broj,osmaci,Oba spola,50-54,452
2013,Broj,osmaci,M,50-54,240
2013,Broj,osmaci,Ž,50-54,212
2013,Broj,ostra_luka,Oba spola,50-54,205
2013,Broj,ostra_luka,M,50-54,124
2013,Broj,ostra_luka,Ž,50-54,81
2013,Broj,pale,Oba spola,50-54,1654
2013,Broj,pale,M,50-54,756
2013,Broj,pale,Ž,50-54,898
2013,Broj,pelagicevo,Oba spola,50-54,315
2013,Broj,pelagicevo,M,50-54,176
2013,Broj,pelagicevo,Ž,50-54,139
2013,Broj,petrovac,Oba spola,50-54,23
2013,Broj,petrovac,M,50-54,14
2013,Broj,petrovac,Ž,50-54,9
2013,Broj,petrovo,Oba spola,50-54,559
2013,Broj,petrovo,M,50-54,259
2013,Broj,petrovo,Ž,50-54,300
2013,Broj,grad_prijedor,Oba spola,50-54,6657
2013,Broj,grad_prijedor,M,50-54,3373
2013,Broj,grad_prijedor,Ž,50-54,3284
2013,Broj,prnjavor,Oba spola,50-54,2476
2013,Broj,prnjavor,M,50-54,1251
2013,Broj,prnjavor,Ž,50-54,1225
2013,Broj,ribnik,Oba spola,50-54,431
2013,Broj,ribnik,M,50-54,235
2013,Broj,ribnik,Ž,50-54,196
2013,Broj,rogatica,Oba spola,50-54,816
2013,Broj,rogatica,M,50-54,417
2013,Broj,rogatica,Ž,50-54,399
2013,Broj,rudo,Oba spola,50-54,637
2013,Broj,rudo,M,50-54,332
2013,Broj,rudo,Ž,50-54,305
2013,Broj,sokolac,Oba spola,50-54,974
2013,Broj,sokolac,M,50-54,475
2013,Broj,sokolac,Ž,50-54,499
2013,Broj,srbac,Oba spola,50-54,1208
2013,Broj,srbac,M,50-54,620
2013,Broj,srbac,Ž,50-54,588
2013,Broj,srebrenica,Oba spola,50-54,927
2013,Broj,srebrenica,M,50-54,464
2013,Broj,srebrenica,Ž,50-54,463
2013,Broj,teslic,Oba spola,50-54,2823
2013,Broj,teslic,M,50-54,1328
2013,Broj,teslic,Ž,50-54,1495
2013,Broj,grad_trebinje,Oba spola,50-54,2211
2013,Broj,grad_trebinje,M,50-54,1027
2013,Broj,grad_trebinje,Ž,50-54,1184
2013,Broj,trnovo,Oba spola,50-54,171
2013,Broj,trnovo,M,50-54,77
2013,Broj,trnovo,Ž,50-54,94
2013,Broj,ugljevik,Oba spola,50-54,1332
2013,Broj,ugljevik,M,50-54,716
2013,Broj,ugljevik,Ž,50-54,616
2013,Broj,foca,Oba spola,50-54,1429
2013,Broj,foca,M,50-54,748
2013,Broj,foca,Ž,50-54,681
2013,Broj,han_pijesak,Oba spola,50-54,324
2013,Broj,han_pijesak,M,50-54,171
2013,Broj,han_pijesak,Ž,50-54,153
2013,Broj,cajnice,Oba spola,50-54,402
2013,Broj,cajnice,M,50-54,200
2013,Broj,cajnice,Ž,50-54,202
2013,Broj,celinac,Oba spola,50-54,1230
2013,Broj,celinac,M,50-54,605
2013,Broj,celinac,Ž,50-54,625
2013,Broj,samac,Oba spola,50-54,1347
2013,Broj,samac,M,50-54,641
2013,Broj,samac,Ž,50-54,706
2013,Broj,sekovici,Oba spola,50-54,565
2013,Broj,sekovici,M,50-54,294
2013,Broj,sekovici,Ž,50-54,271
2013,Broj,sipovo,Oba spola,50-54,810
2013,Broj,sipovo,M,50-54,420
2013,Broj,sipovo,Ž,50-54,390
2013,Broj,grad_banja_luka,Oba spola,55-59,13975
2013,Broj,grad_banja_luka,M,55-59,6507
2013,Broj,grad_banja_luka,Ž,55-59,7468
2013,Broj,berkovici,Oba spola,55-59,120
2013,Broj,berkovici,M,55-59,53
2013,Broj,berkovici,Ž,55-59,67
2013,Broj,grad_bijeljina,Oba spola,55-59,8039
2013,Broj,grad_bijeljina,M,55-59,3902
2013,Broj,grad_bijeljina,Ž,55-59,4137
2013,Broj,bileca,Oba spola,55-59,777
2013,Broj,bileca,M,55-59,384
2013,Broj,bileca,Ž,55-59,393
2013,Broj,bratunac,Oba spola,55-59,1515
2013,Broj,bratunac,M,55-59,740
2013,Broj,bratunac,Ž,55-59,775
2013,Broj,brod,Oba spola,55-59,1189
2013,Broj,brod,M,55-59,567
2013,Broj,brod,Ž,55-59,622
2013,Broj,visegrad,Oba spola,55-59,887
2013,Broj,visegrad,M,55-59,419
2013,Broj,visegrad,Ž,55-59,468
2013,Broj,vlasenica,Oba spola,55-59,950
2013,Broj,vlasenica,M,55-59,454
2013,Broj,vlasenica,Ž,55-59,496
2013,Broj,vukosavlje,Oba spola,55-59,278
