Year,UNIT_MEASURE,Value
2005,NUMBER,142
2006,NUMBER,139
2007,NUMBER,184
2008,NUMBER,195
2009,NUMBER,192
2010,NUMBER,273
2011,NUMBER,176
2012,NUMBER,236
2013,NUMBER,168
2014,NUMBER,182
2015,NUMBER,226
2016,NUMBER,192
2017,NUMBER,170
2018,NUMBER,203
2019,NUMBER,197
