Year,UNIT_MEASURE,Value
2003,Number,744
2004,Number,637
2005,Number,721
2006,Number,526
2007,Number,596
2008,Number,317
2009,Number,455
2010,Number,517
2011,Number,886
2012,Number,878
2013,Number,1052
2014,Number,1106
2015,Number,1143
2016,Number,1025
2017,Number,985
2018,Number,963
2019,Number,920
2020,Number,948
2021,Number,1017
