Year,UNIT_MEASURE,Value
2009,Број,2062
2010,Број,2080
2011,Број,2087
2012,Број,2264
2013,Број,2394
2014,Број,2221
2015,Број,2468
2016,Број,2572
2017,Број,2688
2018,Број,2646
2019,Број,2771
2020,Број,2606
2021,Број,2607
2022,Број,2609
2023,Број,2672
2024,Број,2733
