Year,UNIT_MEASURE,Value
2019,Broj na 1.000 stanovnika,12.8
2020,Broj na 1.000 stanovnika,12.8
2025,Broj na 1.000 stanovnika,13.2
2030,Broj na 1.000 stanovnika,13.7
2035,Broj na 1.000 stanovnika,14.4
2040,Broj na 1.000 stanovnika,15.2
2045,Broj na 1.000 stanovnika,15.7
2050,Broj na 1.000 stanovnika,15.9
2055,Broj na 1.000 stanovnika,16.0
2060,Broj na 1.000 stanovnika,16.1
2065,Broj na 1.000 stanovnika,16.3
2070,Broj na 1.000 stanovnika,16.6
