Year,UNIT_MEASURE,Пол,Value
2016,Број,Оба пола,95
2016,Број,Ж,46
2017,Број,Оба пола,130
2017,Број,Ж,60
2018,Број,Оба пола,119
2018,Број,Ж,63
2019,Број,Оба пола,165
2019,Број,Ж,94
2020,Број,Оба пола,184
2020,Број,Ж,105
