Year,UNIT_MEASURE,Value
2005,Број,19.1
2006,Број,18.8
2007,Број,24.9
2008,Број,26.4
2009,Број,26.1
2010,Број,37.1
2011,Број,24.0
2012,Број,24.8
2013,Број,16.8
2014,Број,18.6
2015,Број,22.9
2016,Број,32.4
2017,Број,22.7
2018,Број,23.3
2019,Број,23.9
