Year,UNIT_MEASURE,Град/општина,Пол,Највиша завршена школа,Value
2013,Број,Нови Град,Ж,Основна школа,2969
2013,Број,Ново Горажде,Укупно,Основна школа,612
2013,Број,Ново Горажде,M,Основна школа,229
2013,Број,Ново Горажде,Ж,Основна школа,383
2013,Број,Осмаци,Укупно,Основна школа,1146
2013,Број,Осмаци,M,Основна школа,495
2013,Број,Осмаци,Ж,Основна школа,651
2013,Број,Оштра Лука,Укупно,Основна школа,648
2013,Број,Оштра Лука,M,Основна школа,348
2013,Број,Оштра Лука,Ж,Основна школа,300
2013,Број,Пале,Укупно,Основна школа,2570
2013,Број,Пале,M,Основна школа,935
2013,Број,Пале,Ж,Основна школа,1635
2013,Број,Пелагићево,Укупно,Основна школа,1081
2013,Број,Пелагићево,M,Основна школа,586
2013,Број,Пелагићево,Ж,Основна школа,495
2013,Број,Петровац,Укупно,Основна школа,57
2013,Број,Петровац,M,Основна школа,23
2013,Број,Петровац,Ж,Основна школа,34
2013,Број,Петрово,Укупно,Основна школа,1114
2013,Број,Петрово,M,Основна школа,464
2013,Број,Петрово,Ж,Основна школа,650
2013,Број,Град Приједор,Укупно,Основна школа,15121
2013,Број,Град Приједор,M,Основна школа,6682
2013,Број,Град Приједор,Ж,Основна школа,8439
2013,Број,Прњавор,Укупно,Основна школа,7504
2013,Број,Прњавор,M,Основна школа,3697
2013,Број,Прњавор,Ж,Основна школа,3807
2013,Број,Рибник,Укупно,Основна школа,1275
2013,Број,Рибник,M,Основна школа,651
2013,Број,Рибник,Ж,Основна школа,624
2013,Број,Рогатица,Укупно,Основна школа,1761
2013,Број,Рогатица,M,Основна школа,717
2013,Број,Рогатица,Ж,Основна школа,1044
2013,Број,Рудо,Укупно,Основна школа,1332
2013,Број,Рудо,M,Основна школа,514
2013,Број,Рудо,Ж,Основна школа,818
2013,Број,Соколац,Укупно,Основна школа,1790
2013,Број,Соколац,M,Основна школа,720
2013,Број,Соколац,Ж,Основна школа,1070
2013,Број,Србац,Укупно,Основна школа,3740
2013,Број,Србац,M,Основна школа,1843
2013,Број,Србац,Ж,Основна школа,1897
2013,Број,Сребреница,Укупно,Основна школа,2494
2013,Број,Сребреница,M,Основна школа,1115
2013,Број,Сребреница,Ж,Основна школа,1379
2013,Број,Теслић,Укупно,Основна школа,7412
2013,Број,Теслић,M,Основна школа,3540
2013,Број,Теслић,Ж,Основна школа,3872
2013,Број,Град Требиње,Укупно,Основна школа,3757
2013,Број,Град Требиње,M,Основна школа,1267
2013,Број,Град Требиње,Ж,Основна школа,2490
2013,Број,Трново,Укупно,Основна школа,342
2013,Број,Трново,M,Основна школа,106
2013,Број,Трново,Ж,Основна школа,236
2013,Број,Угљевик,Укупно,Основна школа,2942
2013,Број,Угљевик,M,Основна школа,1398
2013,Број,Угљевик,Ж,Основна школа,1544
2013,Број,Фоча,Укупно,Основна школа,2975
2013,Број,Фоча,M,Основна школа,1305
2013,Број,Фоча,Ж,Основна школа,1670
2013,Број,Хан Пијесак,Укупно,Основна школа,686
2013,Број,Хан Пијесак,M,Основна школа,275
2013,Број,Хан Пијесак,Ж,Основна школа,411
2013,Број,Чајниче,Укупно,Основна школа,981
2013,Број,Чајниче,M,Основна школа,436
2013,Број,Чајниче,Ж,Основна школа,545
2013,Број,Челинац,Укупно,Основна школа,3312
2013,Број,Челинац,M,Основна школа,1626
2013,Број,Челинац,Ж,Основна школа,1686
2013,Број,Шамац,Укупно,Основна школа,3511
2013,Број,Шамац,M,Основна школа,1521
2013,Број,Шамац,Ж,Основна школа,1990
2013,Број,Шековићи,Укупно,Основна школа,1397
2013,Број,Шековићи,M,Основна школа,610
2013,Број,Шековићи,Ж,Основна школа,787
2013,Број,Шипово,Укупно,Основна школа,1848
2013,Број,Шипово,M,Основна школа,882
2013,Број,Шипово,Ж,Основна школа,966
2013,Број,Република Српска,Укупно,Средња школа,508414
2013,Број,Република Српска,M,Средња школа,280747
2013,Број,Република Српска,Ж,Средња школа,227667
2013,Број,Град Бања Лука,Укупно,Средња школа,83044
2013,Број,Град Бања Лука,M,Средња школа,42327
2013,Број,Град Бања Лука,Ж,Средња школа,40717
2013,Број,Берковићи,Укупно,Средња школа,771
2013,Број,Берковићи,M,Средња школа,446
2013,Број,Берковићи,Ж,Средња школа,325
2013,Број,Град Бијељина,Укупно,Средња школа,43231
2013,Број,Град Бијељина,M,Средња школа,23560
2013,Број,Град Бијељина,Ж,Средња школа,19671
2013,Број,Билећа,Укупно,Средња школа,4799
2013,Број,Билећа,M,Средња школа,2692
2013,Број,Билећа,Ж,Средња школа,2107
2013,Број,Братунац,Укупно,Средња школа,7868
2013,Број,Братунац,M,Средња школа,4649
2013,Број,Братунац,Ж,Средња школа,3219
2013,Број,Брод,Укупно,Средња школа,7331
2013,Број,Брод,M,Средња школа,4080
2013,Број,Брод,Ж,Средња школа,3251
2013,Број,Вишеград,Укупно,Средња школа,4635
2013,Број,Вишеград,M,Средња школа,2672
2013,Број,Вишеград,Ж,Средња школа,1963
2013,Број,Власеница,Укупно,Средња школа,4607
2013,Број,Власеница,M,Средња школа,2596
2013,Број,Власеница,Ж,Средња школа,2011
2013,Број,Вукосавље,Укупно,Средња школа,1504
2013,Број,Вукосавље,M,Средња школа,919
2013,Број,Вукосавље,Ж,Средња школа,585
2013,Број,Гацко,Укупно,Средња школа,3801
2013,Број,Гацко,M,Средња школа,2151
2013,Број,Гацко,Ж,Средња школа,1650
2013,Број,Град Градишка,Укупно,Средња школа,21633
2013,Број,Град Градишка,M,Средња школа,11815
2013,Број,Град Градишка,Ж,Средња школа,9818
2013,Број,Град Дервента,Укупно,Средња школа,10884
2013,Број,Град Дервента,M,Средња школа,6033
2013,Број,Град Дервента,Ж,Средња школа,4851
2013,Број,Град Добој,Укупно,Средња школа,29051
2013,Број,Град Добој,M,Средња школа,16192
2013,Број,Град Добој,Ж,Средња школа,12859
2013,Број,Доњи Жабар,Укупно,Средња школа,1261
2013,Број,Доњи Жабар,M,Средња школа,739
2013,Број,Доњи Жабар,Ж,Средња школа,522
2013,Број,Град Зворник,Укупно,Средња школа,21815
2013,Број,Град Зворник,M,Средња школа,12776
2013,Број,Град Зворник,Ж,Средња школа,9039
2013,Број,Источна Илиџа,Укупно,Средња школа,7474
2013,Број,Источна Илиџа,M,Средња школа,4082
2013,Број,Источна Илиџа,Ж,Средња школа,3392
2013,Број,Источни Дрвар,Укупно,Средња школа,29
2013,Број,Источни Дрвар,M,Средња школа,24
2013,Број,Источни Дрвар,Ж,Средња школа,5
2013,Број,Источни Мостар,Укупно,Средња школа,99
2013,Број,Источни Мостар,M,Средња школа,65
2013,Број,Источни Мостар,Ж,Средња школа,34
2013,Број,Источни Стари Град,Укупно,Средња школа,548
2013,Број,Источни Стари Град,M,Средња школа,329
2013,Број,Источни Стари Град,Ж,Средња школа,219
2013,Број,Источно Ново Сарајево,Укупно,Средња школа,5073
2013,Број,Источно Ново Сарајево,M,Средња школа,2656
2013,Број,Источно Ново Сарајево,Ж,Средња школа,2417
2013,Број,Језеро,Укупно,Средња школа,435
2013,Број,Језеро,M,Средња школа,273
2013,Број,Језеро,Ж,Средња школа,162
2013,Број,Калиновик,Укупно,Средња школа,881
2013,Број,Калиновик,M,Средња школа,551
2013,Број,Калиновик,Ж,Средња школа,330
2013,Број,Кнежево,Укупно,Средња школа,3485
2013,Број,Кнежево,M,Средња школа,2026
2013,Број,Кнежево,Ж,Средња школа,1459
2013,Број,Козарска Дубица,Укупно,Средња школа,9698
2013,Број,Козарска Дубица,M,Средња школа,5259
2013,Број,Козарска Дубица,Ж,Средња школа,4439
2013,Број,Костајница,Укупно,Средња школа,2798
2013,Број,Костајница,M,Средња школа,1545
2013,Број,Костајница,Ж,Средња школа,1253
2013,Број,Котор Варош,Укупно,Средња школа,7807
2013,Број,Котор Варош,M,Средња школа,4380
2013,Број,Котор Варош,Ж,Средња школа,3427
2013,Број,Крупа на Уни,Укупно,Средња школа,355
2013,Број,Крупа на Уни,M,Средња школа,236
2013,Број,Крупа на Уни,Ж,Средња школа,119
2013,Број,Купрес,Укупно,Средња школа,84
2013,Број,Купрес,M,Средња школа,59
2013,Број,Купрес,Ж,Средња школа,25
2013,Број,Лакташи,Укупно,Средња школа,15658
2013,Број,Лакташи,M,Средња школа,8480
2013,Број,Лакташи,Ж,Средња школа,7178
2013,Број,Лопаре,Укупно,Средња школа,5477
2013,Број,Лопаре,M,Средња школа,3169
2013,Број,Лопаре,Ж,Средња школа,2308
2013,Број,Љубиње,Укупно,Средња школа,1432
2013,Број,Љубиње,M,Средња школа,800
2013,Број,Љубиње,Ж,Средња школа,632
2013,Број,Милићи,Укупно,Средња школа,4441
2013,Број,Милићи,M,Средња школа,2743
2013,Број,Милићи,Ж,Средња школа,1698
2013,Број,Модрича,Укупно,Средња школа,9850
2013,Број,Модрича,M,Средња школа,5470
2013,Број,Модрича,Ж,Средња школа,4380
2013,Број,Мркоњић Град,Укупно,Средња школа,6479
2013,Број,Мркоњић Град,M,Средња школа,3500
2013,Број,Мркоњић Град,Ж,Средња школа,2979
2013,Број,Невесиње,Укупно,Средња школа,5592
2013,Број,Невесиње,M,Средња школа,3261
2013,Број,Невесиње,Ж,Средња школа,2331
2013,Број,Нови Град,Укупно,Средња школа,11197
2013,Број,Нови Град,M,Средња школа,6273
2013,Број,Нови Град,Ж,Средња школа,4924
2013,Број,Ново Горажде,Укупно,Средња школа,1533
2013,Број,Ново Горажде,M,Средња школа,952
2013,Број,Ново Горажде,Ж,Средња школа,581
2013,Број,Осмаци,Укупно,Средња школа,2300
2013,Број,Осмаци,M,Средња школа,1406
2013,Број,Осмаци,Ж,Средња школа,894
2013,Број,Оштра Лука,Укупно,Средња школа,954
2013,Број,Оштра Лука,M,Средња школа,578
2013,Број,Оштра Лука,Ж,Средња школа,376
2013,Број,Пале,Укупно,Средња школа,10069
2013,Број,Пале,M,Средња школа,5373
2013,Број,Пале,Ж,Средња школа,4696
2013,Број,Пелагићево,Укупно,Средња школа,1264
2013,Број,Пелагићево,M,Средња школа,726
2013,Број,Пелагићево,Ж,Средња школа,538
2013,Број,Петровац,Укупно,Средња школа,169
2013,Број,Петровац,M,Средња школа,96
2013,Број,Петровац,Ж,Средња школа,73
2013,Број,Петрово,Укупно,Средња школа,2821
2013,Број,Петрово,M,Средња школа,1664
2013,Број,Петрово,Ж,Средња школа,1157
2013,Број,Град Приједор,Укупно,Средња школа,37714
2013,Број,Град Приједор,M,Средња школа,20808
2013,Број,Град Приједор,Ж,Средња школа,16906
2013,Број,Прњавор,Укупно,Средња школа,12669
2013,Број,Прњавор,M,Средња школа,7015
2013,Број,Прњавор,Ж,Средња школа,5654
2013,Број,Рибник,Укупно,Средња школа,2154
2013,Број,Рибник,M,Средња школа,1291
2013,Број,Рибник,Ж,Средња школа,863
2013,Број,Рогатица,Укупно,Средња школа,4652
2013,Број,Рогатица,M,Средња школа,2694
2013,Број,Рогатица,Ж,Средња школа,1958
2013,Број,Рудо,Укупно,Средња школа,3609
2013,Број,Рудо,M,Средња школа,2200
2013,Број,Рудо,Ж,Средња школа,1409
2013,Број,Соколац,Укупно,Средња школа,5543
2013,Број,Соколац,M,Средња школа,3105
2013,Број,Соколац,Ж,Средња школа,2438
2013,Број,Србац,Укупно,Средња школа,6472
2013,Број,Србац,M,Средња школа,3466
2013,Број,Србац,Ж,Средња школа,3006
2013,Број,Сребреница,Укупно,Средња школа,4716
2013,Број,Сребреница,M,Средња школа,2832
2013,Број,Сребреница,Ж,Средња школа,1884
2013,Број,Теслић,Укупно,Средња школа,14063
2013,Број,Теслић,M,Средња школа,8090
2013,Број,Теслић,Ж,Средња школа,5973
2013,Број,Град Требиње,Укупно,Средња школа,13551
2013,Број,Град Требиње,M,Средња школа,7183
2013,Број,Град Требиње,Ж,Средња школа,6368
2013,Број,Трново,Укупно,Средња школа,942
2013,Број,Трново,M,Средња школа,576
2013,Број,Трново,Ж,Средња школа,366
2013,Број,Угљевик,Укупно,Средња школа,6085
2013,Број,Угљевик,M,Средња школа,3558
2013,Број,Угљевик,Ж,Средња школа,2527
2013,Број,Фоча,Укупно,Средња школа,8378
2013,Број,Фоча,M,Средња школа,4841
2013,Број,Фоча,Ж,Средња школа,3537
2013,Број,Хан Пијесак,Укупно,Средња школа,1514
2013,Број,Хан Пијесак,M,Средња школа,846
2013,Број,Хан Пијесак,Ж,Средња школа,668
2013,Број,Чајниче,Укупно,Средња школа,1993
2013,Број,Чајниче,M,Средња школа,1187
2013,Број,Чајниче,Ж,Средња школа,806
2013,Број,Челинац,Укупно,Средња школа,6411
2013,Број,Челинац,M,Средња школа,3550
2013,Број,Челинац,Ж,Средња школа,2861
2013,Број,Шамац,Укупно,Средња школа,6680
2013,Број,Шамац,M,Средња школа,3735
2013,Број,Шамац,Ж,Средња школа,2945
2013,Број,Шековићи,Укупно,Средња школа,2601
2013,Број,Шековићи,M,Средња школа,1563
2013,Број,Шековићи,Ж,Средња школа,1038
2013,Број,Шипово,Укупно,Средња школа,4430
2013,Број,Шипово,M,Средња школа,2584
2013,Број,Шипово,Ж,Средња школа,1846
2013,Број,Република Српска,Укупно,Специјализација послије средње школе,7618
2013,Број,Република Српска,M,Специјализација послије средње школе,6324
2013,Број,Република Српска,Ж,Специјализација послије средње школе,1294
2013,Број,Град Бања Лука,Укупно,Специјализација послије средње школе,1552
2013,Број,Град Бања Лука,M,Специјализација послије средње школе,1261
2013,Број,Град Бања Лука,Ж,Специјализација послије средње школе,291
2013,Број,Берковићи,Укупно,Специјализација послије средње школе,11
2013,Број,Берковићи,M,Специјализација послије средње школе,11
2013,Број,Берковићи,Ж,Специјализација послије средње школе,0
2013,Број,Град Бијељина,Укупно,Специјализација послије средње школе,564
2013,Број,Град Бијељина,M,Специјализација послије средње школе,485
2013,Број,Град Бијељина,Ж,Специјализација послије средње школе,79
2013,Број,Билећа,Укупно,Специјализација послије средње школе,68
2013,Број,Билећа,M,Специјализација послије средње школе,56
2013,Број,Билећа,Ж,Специјализација послије средње школе,12
2013,Број,Братунац,Укупно,Специјализација послије средње школе,77
2013,Број,Братунац,M,Специјализација послије средње школе,61
2013,Број,Братунац,Ж,Специјализација послије средње школе,16
2013,Број,Брод,Укупно,Специјализација послије средње школе,187
2013,Број,Брод,M,Специјализација послије средње школе,160
2013,Број,Брод,Ж,Специјализација послије средње школе,27
2013,Број,Вишеград,Укупно,Специјализација послије средње школе,137
2013,Број,Вишеград,M,Специјализација послије средње школе,120
2013,Број,Вишеград,Ж,Специјализација послије средње школе,17
2013,Број,Власеница,Укупно,Специјализација послије средње школе,28
2013,Број,Власеница,M,Специјализација послије средње школе,21
2013,Број,Власеница,Ж,Специјализација послије средње школе,7
2013,Број,Вукосавље,Укупно,Специјализација послије средње школе,14
2013,Број,Вукосавље,M,Специјализација послије средње школе,12
2013,Број,Вукосавље,Ж,Специјализација послије средње школе,2
2013,Број,Гацко,Укупно,Специјализација послије средње школе,269
2013,Број,Гацко,M,Специјализација послије средње школе,249
2013,Број,Гацко,Ж,Специјализација послије средње школе,20
2013,Број,Град Градишка,Укупно,Специјализација послије средње школе,192
2013,Број,Град Градишка,M,Специјализација послије средње школе,142
2013,Број,Град Градишка,Ж,Специјализација послије средње школе,50
2013,Број,Град Дервента,Укупно,Специјализација послије средње школе,120
2013,Број,Град Дервента,M,Специјализација послије средње школе,94
2013,Број,Град Дервента,Ж,Специјализација послије средње школе,26
2013,Број,Град Добој,Укупно,Специјализација послије средње школе,507
2013,Број,Град Добој,M,Специјализација послије средње школе,448
2013,Број,Град Добој,Ж,Специјализација послије средње школе,59
2013,Број,Доњи Жабар,Укупно,Специјализација послије средње школе,10
2013,Број,Доњи Жабар,M,Специјализација послије средње школе,8
2013,Број,Доњи Жабар,Ж,Специјализација послије средње школе,2
2013,Број,Град Зворник,Укупно,Специјализација послије средње школе,277
2013,Број,Град Зворник,M,Специјализација послије средње школе,244
2013,Број,Град Зворник,Ж,Специјализација послије средње школе,33
2013,Број,Источна Илиџа,Укупно,Специјализација послије средње школе,140
2013,Број,Источна Илиџа,M,Специјализација послије средње школе,123
2013,Број,Источна Илиџа,Ж,Специјализација послије средње школе,17
2013,Број,Источни Дрвар,Укупно,Специјализација послије средње школе,1
2013,Број,Источни Дрвар,M,Специјализација послије средње школе,0
2013,Број,Источни Дрвар,Ж,Специјализација послије средње школе,1
2013,Број,Источни Мостар,Укупно,Специјализација послије средње школе,0
2013,Број,Источни Мостар,M,Специјализација послије средње школе,0
2013,Број,Источни Мостар,Ж,Специјализација послије средње школе,0
2013,Број,Источни Стари Град,Укупно,Специјализација послије средње школе,16
2013,Број,Источни Стари Град,M,Специјализација послије средње школе,15
2013,Број,Источни Стари Град,Ж,Специјализација послије средње школе,1
2013,Број,Источно Ново Сарајево,Укупно,Специјализација послије средње школе,81
2013,Број,Источно Ново Сарајево,M,Специјализација послије средње школе,69
2013,Број,Источно Ново Сарајево,Ж,Специјализација послије средње школе,12
2013,Број,Језеро,Укупно,Специјализација послије средње школе,1
2013,Број,Језеро,M,Специјализација послије средње школе,1
2013,Број,Језеро,Ж,Специјализација послије средње школе,0
2013,Број,Калиновик,Укупно,Специјализација послије средње школе,16
2013,Број,Калиновик,M,Специјализација послије средње школе,13
2013,Број,Калиновик,Ж,Специјализација послије средње школе,3
2013,Број,Кнежево,Укупно,Специјализација послије средње школе,12
2013,Број,Кнежево,M,Специјализација послије средње школе,11
2013,Број,Кнежево,Ж,Специјализација послије средње школе,1
2013,Број,Козарска Дубица,Укупно,Специјализација послије средње школе,91
2013,Број,Козарска Дубица,M,Специјализација послије средње школе,64
2013,Број,Козарска Дубица,Ж,Специјализација послије средње школе,27
2013,Број,Костајница,Укупно,Специјализација послије средње школе,23
2013,Број,Костајница,M,Специјализација послије средње школе,18
2013,Број,Костајница,Ж,Специјализација послије средње школе,5
2013,Број,Котор Варош,Укупно,Специјализација послије средње школе,74
2013,Број,Котор Варош,M,Специјализација послије средње школе,52
2013,Број,Котор Варош,Ж,Специјализација послије средње школе,22
2013,Број,Крупа на Уни,Укупно,Специјализација послије средње школе,5
2013,Број,Крупа на Уни,M,Специјализација послије средње школе,3
2013,Број,Крупа на Уни,Ж,Специјализација послије средње школе,2
2013,Број,Купрес,Укупно,Специјализација послије средње школе,1
2013,Број,Купрес,M,Специјализација послије средње школе,0
2013,Број,Купрес,Ж,Специјализација послије средње школе,1
2013,Број,Лакташи,Укупно,Специјализација послије средње школе,169
2013,Број,Лакташи,M,Специјализација послије средње школе,141
2013,Број,Лакташи,Ж,Специјализација послије средње школе,28
2013,Број,Лопаре,Укупно,Специјализација послије средње школе,64
2013,Број,Лопаре,M,Специјализација послије средње школе,45
2013,Број,Лопаре,Ж,Специјализација послије средње школе,19
2013,Број,Љубиње,Укупно,Специјализација послије средње школе,81
2013,Број,Љубиње,M,Специјализација послије средње школе,72
2013,Број,Љубиње,Ж,Специјализација послије средње школе,9
2013,Број,Милићи,Укупно,Специјализација послије средње школе,15
2013,Број,Милићи,M,Специјализација послије средње школе,10
2013,Број,Милићи,Ж,Специјализација послије средње школе,5
2013,Број,Модрича,Укупно,Специјализација послије средње школе,132
2013,Број,Модрича,M,Специјализација послије средње школе,103
2013,Број,Модрича,Ж,Специјализација послије средње школе,29
2013,Број,Мркоњић Град,Укупно,Специјализација послије средње школе,89
2013,Број,Мркоњић Град,M,Специјализација послије средње школе,71
2013,Број,Мркоњић Град,Ж,Специјализација послије средње школе,18
2013,Број,Невесиње,Укупно,Специјализација послије средње школе,56
2013,Број,Невесиње,M,Специјализација послије средње школе,51
2013,Број,Невесиње,Ж,Специјализација послије средње школе,5
2013,Број,Нови Град,Укупно,Специјализација послије средње школе,104
2013,Број,Нови Град,M,Специјализација послије средње школе,75
2013,Број,Нови Град,Ж,Специјализација послије средње школе,29
2013,Број,Ново Горажде,Укупно,Специјализација послије средње школе,10
2013,Број,Ново Горажде,M,Специјализација послије средње школе,10
2013,Број,Ново Горажде,Ж,Специјализација послије средње школе,0
2013,Број,Осмаци,Укупно,Специјализација послије средње школе,15
2013,Број,Осмаци,M,Специјализација послије средње школе,12
2013,Број,Осмаци,Ж,Специјализација послије средње школе,3
2013,Број,Оштра Лука,Укупно,Специјализација послије средње школе,13
2013,Број,Оштра Лука,M,Специјализација послије средње школе,11
2013,Број,Оштра Лука,Ж,Специјализација послије средње школе,2
2013,Број,Пале,Укупно,Специјализација послије средње школе,247
2013,Број,Пале,M,Специјализација послије средње школе,205
2013,Број,Пале,Ж,Специјализација послије средње школе,42
2013,Број,Пелагићево,Укупно,Специјализација послије средње школе,4
2013,Број,Пелагићево,M,Специјализација послије средње школе,3
2013,Број,Пелагићево,Ж,Специјализација послије средње школе,1
2013,Број,Петровац,Укупно,Специјализација послије средње школе,0
2013,Број,Петровац,M,Специјализација послије средње школе,0
2013,Број,Петровац,Ж,Специјализација послије средње школе,0
2013,Број,Петрово,Укупно,Специјализација послије средње школе,79
2013,Број,Петрово,M,Специјализација послије средње школе,74
2013,Број,Петрово,Ж,Специјализација послије средње школе,5
2013,Број,Град Приједор,Укупно,Специјализација послије средње школе,666
2013,Број,Град Приједор,M,Специјализација послије средње школе,492
2013,Број,Град Приједор,Ж,Специјализација послије средње школе,174
2013,Број,Прњавор,Укупно,Специјализација послије средње школе,112
2013,Број,Прњавор,M,Специјализација послије средње школе,83
2013,Број,Прњавор,Ж,Специјализација послије средње школе,29
2013,Број,Рибник,Укупно,Специјализација послије средње школе,14
2013,Број,Рибник,M,Специјализација послије средње школе,13
2013,Број,Рибник,Ж,Специјализација послије средње школе,1
2013,Број,Рогатица,Укупно,Специјализација послије средње школе,56
2013,Број,Рогатица,M,Специјализација послије средње школе,49
2013,Број,Рогатица,Ж,Специјализација послије средње школе,7
2013,Број,Рудо,Укупно,Специјализација послије средње школе,12
2013,Број,Рудо,M,Специјализација послије средње школе,11
2013,Број,Рудо,Ж,Специјализација послије средње школе,1
2013,Број,Соколац,Укупно,Специјализација послије средње школе,71
2013,Број,Соколац,M,Специјализација послије средње школе,57
2013,Број,Соколац,Ж,Специјализација послије средње школе,14
2013,Број,Србац,Укупно,Специјализација послије средње школе,61
2013,Број,Србац,M,Специјализација послије средње школе,46
2013,Број,Србац,Ж,Специјализација послије средње школе,15
2013,Број,Сребреница,Укупно,Специјализација послије средње школе,33
2013,Број,Сребреница,M,Специјализација послије средње школе,26
2013,Број,Сребреница,Ж,Специјализација послије средње школе,7
2013,Број,Теслић,Укупно,Специјализација послије средње школе,170
2013,Број,Теслић,M,Специјализација послије средње школе,138
2013,Број,Теслић,Ж,Специјализација послије средње школе,32
2013,Број,Град Требиње,Укупно,Специјализација послије средње школе,432
2013,Број,Град Требиње,M,Специјализација послије средње школе,394
2013,Број,Град Требиње,Ж,Специјализација послије средње школе,38
2013,Број,Трново,Укупно,Специјализација послије средње школе,15
2013,Број,Трново,M,Специјализација послије средње школе,13
2013,Број,Трново,Ж,Специјализација послије средње школе,2
2013,Број,Угљевик,Укупно,Специјализација послије средње школе,97
2013,Број,Угљевик,M,Специјализација послије средње школе,89
2013,Број,Угљевик,Ж,Специјализација послије средње школе,8
2013,Број,Фоча,Укупно,Специјализација послије средње школе,107
2013,Број,Фоча,M,Специјализација послије средње школе,93
2013,Број,Фоча,Ж,Специјализација послије средње школе,14
2013,Број,Хан Пијесак,Укупно,Специјализација послије средње школе,20
2013,Број,Хан Пијесак,M,Специјализација послије средње школе,20
2013,Број,Хан Пијесак,Ж,Специјализација послије средње школе,0
2013,Број,Чајниче,Укупно,Специјализација послије средње школе,38
2013,Број,Чајниче,M,Специјализација послије средње школе,37
2013,Број,Чајниче,Ж,Специјализација послије средње школе,1
2013,Број,Челинац,Укупно,Специјализација послије средње школе,69
2013,Број,Челинац,M,Специјализација послије средње школе,62
2013,Број,Челинац,Ж,Специјализација послије средње школе,7
2013,Број,Шамац,Укупно,Специјализација послије средње школе,55
2013,Број,Шамац,M,Специјализација послије средње школе,41
2013,Број,Шамац,Ж,Специјализација послије средње школе,14
2013,Број,Шековићи,Укупно,Специјализација послије средње школе,16
2013,Број,Шековићи,M,Специјализација послије средње школе,16
2013,Број,Шековићи,Ж,Специјализација послије средње школе,0
2013,Број,Шипово,Укупно,Специјализација послије средње школе,22
2013,Број,Шипово,M,Специјализација послије средње школе,20
2013,Број,Шипово,Ж,Специјализација послије средње школе,2
2013,Број,Република Српска,Укупно,Виша школа и први степен факултета,33960
2013,Број,Република Српска,M,Виша школа и први степен факултета,19142
2013,Број,Република Српска,Ж,Виша школа и први степен факултета,14818
2013,Број,Град Бања Лука,Укупно,Виша школа и први степен факултета,7972
2013,Број,Град Бања Лука,M,Виша школа и први степен факултета,4272
2013,Број,Град Бања Лука,Ж,Виша школа и први степен факултета,3700
2013,Број,Берковићи,Укупно,Виша школа и први степен факултета,47
2013,Број,Берковићи,M,Виша школа и први степен факултета,34
2013,Број,Берковићи,Ж,Виша школа и први степен факултета,13
2013,Број,Град Бијељина,Укупно,Виша школа и први степен факултета,3354
2013,Број,Град Бијељина,M,Виша школа и први степен факултета,1805
2013,Број,Град Бијељина,Ж,Виша школа и први степен факултета,1549
2013,Број,Билећа,Укупно,Виша школа и први степен факултета,434
2013,Број,Билећа,M,Виша школа и први степен факултета,249
2013,Број,Билећа,Ж,Виша школа и први степен факултета,185
2013,Број,Братунац,Укупно,Виша школа и први степен факултета,399
2013,Број,Братунац,M,Виша школа и први степен факултета,230
2013,Број,Братунац,Ж,Виша школа и први степен факултета,169
2013,Број,Брод,Укупно,Виша школа и први степен факултета,374
2013,Број,Брод,M,Виша школа и први степен факултета,215
2013,Број,Брод,Ж,Виша школа и први степен факултета,159
2013,Број,Вишеград,Укупно,Виша школа и први степен факултета,375
2013,Број,Вишеград,M,Виша школа и први степен факултета,196
2013,Број,Вишеград,Ж,Виша школа и први степен факултета,179
2013,Број,Власеница,Укупно,Виша школа и први степен факултета,200
2013,Број,Власеница,M,Виша школа и први степен факултета,123
2013,Број,Власеница,Ж,Виша школа и први степен факултета,77
2013,Број,Вукосавље,Укупно,Виша школа и први степен факултета,39
2013,Број,Вукосавље,M,Виша школа и први степен факултета,25
2013,Број,Вукосавље,Ж,Виша школа и први степен факултета,14
2013,Број,Гацко,Укупно,Виша школа и први степен факултета,335
2013,Број,Гацко,M,Виша школа и први степен факултета,191
2013,Број,Гацко,Ж,Виша школа и први степен факултета,144
2013,Број,Град Градишка,Укупно,Виша школа и први степен факултета,1222
2013,Број,Град Градишка,M,Виша школа и први степен факултета,658
2013,Број,Град Градишка,Ж,Виша школа и први степен факултета,564
2013,Број,Град Дервента,Укупно,Виша школа и први степен факултета,542
2013,Број,Град Дервента,M,Виша школа и први степен факултета,331
2013,Број,Град Дервента,Ж,Виша школа и први степен факултета,211
2013,Број,Град Добој,Укупно,Виша школа и први степен факултета,1827
2013,Број,Град Добој,M,Виша школа и први степен факултета,1078
2013,Број,Град Добој,Ж,Виша школа и први степен факултета,749
2013,Број,Доњи Жабар,Укупно,Виша школа и први степен факултета,37
2013,Број,Доњи Жабар,M,Виша школа и први степен факултета,23
2013,Број,Доњи Жабар,Ж,Виша школа и први степен факултета,14
2013,Број,Град Зворник,Укупно,Виша школа и први степен факултета,1283
2013,Број,Град Зворник,M,Виша школа и први степен факултета,716
2013,Број,Град Зворник,Ж,Виша школа и први степен факултета,567
2013,Број,Источна Илиџа,Укупно,Виша школа и први степен факултета,513
2013,Број,Источна Илиџа,M,Виша школа и први степен факултета,315
2013,Број,Источна Илиџа,Ж,Виша школа и први степен факултета,198
2013,Број,Источни Дрвар,Укупно,Виша школа и први степен факултета,5
2013,Број,Источни Дрвар,M,Виша школа и први степен факултета,5
2013,Број,Источни Дрвар,Ж,Виша школа и први степен факултета,0
