Year,UNIT_MEASURE,Value
2007,Broj,93
2008,Broj,96
2009,Broj,98
2010,Broj,102
2011,Broj,106
2012,Broj,110
2013,Broj,114
2014,Broj,117
2015,Broj,122
2016,Broj,156
2017,Broj,149
2018,Broj,161
2019,Broj,162
2020,Broj,164
2021,Broj,162
2022,Broj,165
2023,Broj,164
