Year,UNIT_MEASURE,SEX,Value
2004,_%,T,16.1
2007,_%,T,17.3
2011,_%,T,14.8
2015,_%,T,13.9
2007,_%,M,15.4
2011,_%,M,13.5
2015,_%,M,12.1
2007,_%,F,24.0
2011,_%,F,18.7
2015,_%,F,18.6
