Year,UNIT_MEASURE,Value
1999,NUMBER,147
2000,NUMBER,143
2001,NUMBER,145
2002,NUMBER,150
2003,NUMBER,151
2004,NUMBER,154
2005,NUMBER,128
2006,NUMBER,133
2007,NUMBER,138
2008,NUMBER,142
2009,NUMBER,146
2010,NUMBER,152
2011,NUMBER,160
2012,NUMBER,165
2013,NUMBER,171
2014,NUMBER,174
2015,NUMBER,214
2016,NUMBER,219
2017,NUMBER,219
2018,NUMBER,225
