Year,UNIT_MEASURE,Value
2005,Number,142
2006,Number,139
2007,Number,184
2008,Number,195
2009,Number,192
2010,Number,273
2011,Number,176
2012,Number,236
2013,Number,168
2014,Number,182
2015,Number,226
2016,Number,192
2017,Number,170
2018,Number,203
2019,Number,197
