Year,UNIT_MEASURE,Sex,Value
2016,Number,Both sexes,47
2017,Number,Both sexes,54
2018,Number,Both sexes,43
2019,Number,Both sexes,42
2020,Number,Both sexes,64
2016,Number,M,20
2017,Number,M,37
2018,Number,M,28
2019,Number,M,26
2020,Number,M,34
2016,Number,F,27
2017,Number,F,17
2018,Number,F,15
2019,Number,F,16
2020,Number,F,30
